Group,Taxon,Country,Prov_State,District,LocationName,LocationRemarks,Latitude,Longitude,UTMZone,UTMNorthing,UTMEasting,Collector/Observer,Date,CatalogueNumber,HabitatRemarks,Substrate,ObservationNotes,SpecimenNotes,CuratorRemarks,GeoreferencingRemarks,Source
LICHENS,Peltigera leucophlebia,Canada,British Columbia,Gulf Islands,Valdes Island,Cladina meadows,49.047231,-123.613556,,,,"Andrew Simon, Harvey Janszen, John Reynolds",2017,,terrestrial herbaceous community,terricolous,"Inventory work conducted by Andrew Simon, John Reynolds and Harvey Janszen in partnership with Valdes Island Conservancy and Lyackson First Nation; Survey Dates: June 24 2017, July 28 2017, & September 5 2017",,,coordinates generalized,Andrew Simon - 2017–2018 Valdes Island Species Inventory
VASCULAR PLANTS,Collinsia parviflora,Canada,British Columbia,Gulf Islands,Valdes Island,Cladina meadows,49.047231,-123.613556,,,,"Andrew Simon, Harvey Janszen, John Reynolds",2017,,terrestrial herbaceous community,,"Inventory work conducted by Andrew Simon, John Reynolds and Harvey Janszen in partnership with Valdes Island Conservancy and Lyackson First Nation; Survey Dates: June 24 2017, July 28 2017, & September 5 2017",,,coordinates generalized,Andrew Simon - 2017–2018 Valdes Island Species Inventory
VASCULAR PLANTS,Erythranthe microphylla,Canada,British Columbia,Gulf Islands,Valdes Island,Cladina meadows,49.047231,-123.613556,,,,"Andrew Simon, Harvey Janszen, John Reynolds",2017,,terrestrial herbaceous community,,"Inventory work conducted by Andrew Simon, John Reynolds and Harvey Janszen in partnership with Valdes Island Conservancy and Lyackson First Nation; Survey Dates: June 24 2017, July 28 2017, & September 5 2017",,,coordinates generalized,Andrew Simon - 2017–2018 Valdes Island Species Inventory
VASCULAR PLANTS,Leptosiphon minimus,Canada,British Columbia,Gulf Islands,Valdes Island,Cladina meadows,49.047231,-123.613556,,,,"Andrew Simon, Harvey Janszen, John Reynolds",2017,,terrestrial herbaceous community,,"Inventory work conducted by Andrew Simon, John Reynolds and Harvey Janszen in partnership with Valdes Island Conservancy and Lyackson First Nation; Survey Dates: June 24 2017, July 28 2017, & September 5 2017",,,coordinates generalized,Andrew Simon - 2017–2018 Valdes Island Species Inventory
VASCULAR PLANTS,Madia gracilis,Canada,British Columbia,Gulf Islands,Valdes Island,Cladina meadows,49.047231,-123.613556,,,,"Andrew Simon, Harvey Janszen, John Reynolds",2017,,terrestrial herbaceous community,,"Inventory work conducted by Andrew Simon, John Reynolds and Harvey Janszen in partnership with Valdes Island Conservancy and Lyackson First Nation; Survey Dates: June 24 2017, July 28 2017, & September 5 2017",,,coordinates generalized,Andrew Simon - 2017–2018 Valdes Island Species Inventory
VASCULAR PLANTS,Madia sativa,Canada,British Columbia,Gulf Islands,Valdes Island,Cladina meadows,49.047231,-123.613556,,,,"Andrew Simon, Harvey Janszen, John Reynolds",2017,,terrestrial herbaceous community,,"Inventory work conducted by Andrew Simon, John Reynolds and Harvey Janszen in partnership with Valdes Island Conservancy and Lyackson First Nation; Survey Dates: June 24 2017, July 28 2017, & September 5 2017",,,coordinates generalized,Andrew Simon - 2017–2018 Valdes Island Species Inventory
VASCULAR PLANTS,Micranthes rufidula,Canada,British Columbia,Gulf Islands,Valdes Island,Cladina meadows,49.047231,-123.613556,,,,"Andrew Simon, Harvey Janszen, John Reynolds",2017,,terrestrial herbaceous community,,"Inventory work conducted by Andrew Simon, John Reynolds and Harvey Janszen in partnership with Valdes Island Conservancy and Lyackson First Nation; Survey Dates: June 24 2017, July 28 2017, & September 5 2017",,,coordinates generalized,Andrew Simon - 2017–2018 Valdes Island Species Inventory
VASCULAR PLANTS,Platanthera unalascensis,Canada,British Columbia,Gulf Islands,Valdes Island,Cladina meadows,49.047231,-123.613556,,,,"Andrew Simon, Harvey Janszen, John Reynolds",2017,,terrestrial herbaceous community,,"Inventory work conducted by Andrew Simon, John Reynolds and Harvey Janszen in partnership with Valdes Island Conservancy and Lyackson First Nation; Survey Dates: June 24 2017, July 28 2017, & September 5 2017",,,coordinates generalized,Andrew Simon - 2017–2018 Valdes Island Species Inventory
VASCULAR PLANTS,Plectritis congesta,Canada,British Columbia,Gulf Islands,Valdes Island,Cladina meadows,49.047231,-123.613556,,,,"Andrew Simon, Harvey Janszen, John Reynolds",2017,,terrestrial herbaceous community,,"Inventory work conducted by Andrew Simon, John Reynolds and Harvey Janszen in partnership with Valdes Island Conservancy and Lyackson First Nation; Survey Dates: June 24 2017, July 28 2017, & September 5 2017",,,coordinates generalized,Andrew Simon - 2017–2018 Valdes Island Species Inventory
VASCULAR PLANTS,Rumex acetosella ,Canada,British Columbia,Gulf Islands,Valdes Island,Cladina meadows,49.047231,-123.613556,,,,"Andrew Simon, Harvey Janszen, John Reynolds",2017,,terrestrial herbaceous community,,"Inventory work conducted by Andrew Simon, John Reynolds and Harvey Janszen in partnership with Valdes Island Conservancy and Lyackson First Nation; Survey Dates: June 24 2017, July 28 2017, & September 5 2017",,,coordinates generalized,Andrew Simon - 2017–2018 Valdes Island Species Inventory
VASCULAR PLANTS,Trifolium willdenovii,Canada,British Columbia,Gulf Islands,Valdes Island,Cladina meadows,49.047231,-123.613556,,,,"Andrew Simon, Harvey Janszen, John Reynolds",2017,,terrestrial herbaceous community,,"Inventory work conducted by Andrew Simon, John Reynolds and Harvey Janszen in partnership with Valdes Island Conservancy and Lyackson First Nation; Survey Dates: June 24 2017, July 28 2017, & September 5 2017",,,coordinates generalized,Andrew Simon - 2017–2018 Valdes Island Species Inventory
VASCULAR PLANTS,Toxicodendron diversilobum,Canada,British Columbia,Gulf Islands,Valdes Island,NW coast of Valdes,49.11109,-123.70697,,,,"Andrew Simon, Harvey Janszen, John Reynolds",2017,,coastal bluff,,"Inventory work conducted by Andrew Simon, John Reynolds and Harvey Janszen in partnership with Valdes Island Conservancy and Lyackson First Nation; Survey Dates: June 24 2017, July 28 2017, & September 5 2017",,,coordinates generalized,Andrew Simon - 2017–2018 Valdes Island Species Inventory
VASCULAR PLANTS,Achillea millefolium,Canada,British Columbia,Gulf Islands,Valdes Island,Shingle Point,49.0418,-123.643081,,,,"Andrew Simon, Harvey Janszen, John Reynolds",2017,,open coastal meadow,,"Inventory work conducted by Andrew Simon, John Reynolds and Harvey Janszen in partnership with Valdes Island Conservancy and Lyackson First Nation; Survey Dates: June 24 2017, July 28 2017, & September 5 2017",,reported as Achillea borealis,coordinates generalized,Andrew Simon - 2017–2018 Valdes Island Species Inventory
AMPHIBIANS,Pseudacris regilla,Canada,British Columbia,Gulf Islands,Valdes Island,Shingle Point,49.0418,-123.643081,,,,"Andrew Simon, Harvey Janszen, John Reynolds",2017,,in shaded patch of periwinkle (Vinca major) at Shingle Point,,"Inventory work conducted by Andrew Simon, John Reynolds and Harvey Janszen in partnership with Valdes Island Conservancy and Lyackson First Nation; Survey Dates: June 24 2017, July 28 2017, & September 5 2017",,,coordinates generalized,Andrew Simon - 2017–2018 Valdes Island Species Inventory
BRYOPHYTES,Claopodium crispifolium,Canada,British Columbia,Gulf Islands,Valdes Island,Shingle Point,49.0418,-123.643081,,,,"Andrew Simon, Harvey Janszen, John Reynolds",2017,,along skidder trail in mixed forest near access to Shingle Point,corticolous on bigleaf maple,"Inventory work conducted by Andrew Simon, John Reynolds and Harvey Janszen in partnership with Valdes Island Conservancy and Lyackson First Nation; Survey Dates: June 24 2017, July 28 2017, & September 5 2017",,,coordinates generalized,Andrew Simon - 2017–2018 Valdes Island Species Inventory
BRYOPHYTES,Fissidens crispus,Canada,British Columbia,Gulf Islands,Valdes Island,Shingle Point,49.0418,-123.643081,,,,"Andrew Simon, Harvey Janszen, John Reynolds",2017,,along skidder trail in mixed forest near access to Shingle Point,over shady soil on steep slope / seep,"Inventory work conducted by Andrew Simon, John Reynolds and Harvey Janszen in partnership with Valdes Island Conservancy and Lyackson First Nation; Survey Dates: June 24 2017, July 28 2017, & September 5 2017",,,coordinates generalized,Andrew Simon - 2017–2018 Valdes Island Species Inventory
BRYOPHYTES,Homalothecium arenarium,Canada,British Columbia,Gulf Islands,Valdes Island,Shingle Point,49.0418,-123.643081,,,,"Andrew Simon, Harvey Janszen, John Reynolds",2017,,open coastal meadow,terricolous,"Inventory work conducted by Andrew Simon, John Reynolds and Harvey Janszen in partnership with Valdes Island Conservancy and Lyackson First Nation; Survey Dates: June 24 2017, July 28 2017, & September 5 2017",,,coordinates generalized,Andrew Simon - 2017–2018 Valdes Island Species Inventory
BRYOPHYTES,Homalothecium fulgescens,Canada,British Columbia,Gulf Islands,Valdes Island,Shingle Point,49.0418,-123.643081,,,,"Andrew Simon, Harvey Janszen, John Reynolds",2017,,along skidder trail in mixed forest near access to Shingle Point,epiphytic on Acer macrophyllum,"Inventory work conducted by Andrew Simon, John Reynolds and Harvey Janszen in partnership with Valdes Island Conservancy and Lyackson First Nation; Survey Dates: June 24 2017, July 28 2017, & September 5 2017",,,coordinates generalized,Andrew Simon - 2017–2018 Valdes Island Species Inventory
BRYOPHYTES,Pseudisothecium stoloniferum,Canada,British Columbia,Gulf Islands,Valdes Island,Shingle Point,49.0418,-123.643081,,,,"Andrew Simon, Harvey Janszen, John Reynolds",2017,,along skidder trail in mixed forest near access to Shingle Point,"on soil litter over steep slope, over rocks and epiphytic various trees","Inventory work conducted by Andrew Simon, John Reynolds and Harvey Janszen in partnership with Valdes Island Conservancy and Lyackson First Nation; Survey Dates: June 24 2017, July 28 2017, & September 5 2017",,,coordinates generalized,Andrew Simon - 2017–2018 Valdes Island Species Inventory
BRYOPHYTES,Scleropodium touretii,Canada,British Columbia,Gulf Islands,Valdes Island,Shingle Point,49.0418,-123.643081,,,,"Andrew Simon, Harvey Janszen, John Reynolds",2017,,along skidder trail in mixed forest near access to Shingle Point,at base of Acer macrophyllum,"Inventory work conducted by Andrew Simon, John Reynolds and Harvey Janszen in partnership with Valdes Island Conservancy and Lyackson First Nation; Survey Dates: June 24 2017, July 28 2017, & September 5 2017",,,coordinates generalized,Andrew Simon - 2017–2018 Valdes Island Species Inventory
BRYOPHYTES,Zygodon viridissimus,Canada,British Columbia,Gulf Islands,Valdes Island,Shingle Point,49.0418,-123.643081,,,,"Andrew Simon, Harvey Janszen, John Reynolds",2017,,open meadow / conifer forest margin,epiphytic on pear tree,"Inventory work conducted by Andrew Simon, John Reynolds and Harvey Janszen in partnership with Valdes Island Conservancy and Lyackson First Nation; Survey Dates: June 24 2017, July 28 2017, & September 5 2017",,,coordinates generalized,Andrew Simon - 2017–2018 Valdes Island Species Inventory
LICHENS,Lepraria cf nivalis,Canada,British Columbia,Gulf Islands,Valdes Island,Shingle Point,49.0418,-123.643081,,,,"Andrew Simon, Harvey Janszen, John Reynolds",2017,,along skidder trail in mixed forest near access to Shingle Point,at base of Douglas-fir,"Inventory work conducted by Andrew Simon, John Reynolds and Harvey Janszen in partnership with Valdes Island Conservancy and Lyackson First Nation; Survey Dates: June 24 2017, July 28 2017, & September 5 2017",,,coordinates generalized,Andrew Simon - 2017–2018 Valdes Island Species Inventory
LICHENS,Scytinium palmatum,Canada,British Columbia,Gulf Islands,Valdes Island,Shingle Point,49.0418,-123.643081,,,,"Andrew Simon, Harvey Janszen, John Reynolds",2017,,open coastal meadow,growing muscicolous among Homalothecium arenarium,"Inventory work conducted by Andrew Simon, John Reynolds and Harvey Janszen in partnership with Valdes Island Conservancy and Lyackson First Nation; Survey Dates: June 24 2017, July 28 2017, & September 5 2017",,,coordinates generalized,Andrew Simon - 2017–2018 Valdes Island Species Inventory
VASCULAR PLANTS,Brodiaea coronaria,Canada,British Columbia,Gulf Islands,Valdes Island,Shingle Point,49.0418,-123.643081,,,,"Andrew Simon, Harvey Janszen, John Reynolds",2017,,open coastal meadow,,"Inventory work conducted by Andrew Simon, John Reynolds and Harvey Janszen in partnership with Valdes Island Conservancy and Lyackson First Nation; Survey Dates: June 24 2017, July 28 2017, & September 5 2017",,,coordinates generalized,Andrew Simon - 2017–2018 Valdes Island Species Inventory
VASCULAR PLANTS,Bromus rigidus,Canada,British Columbia,Gulf Islands,Valdes Island,Shingle Point,49.0418,-123.643081,,,,"Andrew Simon, Harvey Janszen, John Reynolds",2017,,open coastal meadow,,"Inventory work conducted by Andrew Simon, John Reynolds and Harvey Janszen in partnership with Valdes Island Conservancy and Lyackson First Nation; Survey Dates: June 24 2017, July 28 2017, & September 5 2017",,,coordinates generalized,Andrew Simon - 2017–2018 Valdes Island Species Inventory
VASCULAR PLANTS,Daucus carota,Canada,British Columbia,Gulf Islands,Valdes Island,Shingle Point,49.0418,-123.643081,,,,"Andrew Simon, Harvey Janszen, John Reynolds",2017,,open coastal meadow,,"Inventory work conducted by Andrew Simon, John Reynolds and Harvey Janszen in partnership with Valdes Island Conservancy and Lyackson First Nation; Survey Dates: June 24 2017, July 28 2017, & September 5 2017",,,coordinates generalized,Andrew Simon - 2017–2018 Valdes Island Species Inventory
VASCULAR PLANTS,Eriophyllum lanatum,Canada,British Columbia,Gulf Islands,Valdes Island,Shingle Point,49.0418,-123.643081,,,,"Andrew Simon, Harvey Janszen, John Reynolds",2017,,"open coastal meadow, near beach",,"Inventory work conducted by Andrew Simon, John Reynolds and Harvey Janszen in partnership with Valdes Island Conservancy and Lyackson First Nation; Survey Dates: June 24 2017, July 28 2017, & September 5 2017",,,coordinates generalized,Andrew Simon - 2017–2018 Valdes Island Species Inventory
VASCULAR PLANTS,Juniperus communis,Canada,British Columbia,Gulf Islands,Valdes Island,Shingle Point,49.0418,-123.643081,,,,"Andrew Simon, Harvey Janszen, John Reynolds",2017,,open coastal meadow,,"Inventory work conducted by Andrew Simon, John Reynolds and Harvey Janszen in partnership with Valdes Island Conservancy and Lyackson First Nation; Survey Dates: June 24 2017, July 28 2017, & September 5 2017",,,coordinates generalized,Andrew Simon - 2017–2018 Valdes Island Species Inventory
VASCULAR PLANTS,Juniperus maritima,Canada,British Columbia,Gulf Islands,Valdes Island,Shingle Point,49.0418,-123.643081,,,,"Andrew Simon, Harvey Janszen, John Reynolds",2017,,open coastal meadow,,"Inventory work conducted by Andrew Simon, John Reynolds and Harvey Janszen in partnership with Valdes Island Conservancy and Lyackson First Nation; Survey Dates: June 24 2017, July 28 2017, & September 5 2017",,,coordinates generalized,Andrew Simon - 2017–2018 Valdes Island Species Inventory
VASCULAR PLANTS,Lathyrus nevadensis var. pilosellus,Canada,British Columbia,Gulf Islands,Valdes Island,Shingle Point,49.0418,-123.643081,,,,"Andrew Simon, Harvey Janszen, John Reynolds",2017,,conifer forest trail opening up on woodland margin near Shingle Point,,"Inventory work conducted by Andrew Simon, John Reynolds and Harvey Janszen in partnership with Valdes Island Conservancy and Lyackson First Nation; Survey Dates: June 24 2017, July 28 2017, & September 5 2017",,,coordinates generalized,Andrew Simon - 2017–2018 Valdes Island Species Inventory
VASCULAR PLANTS,Leymus mollis,Canada,British Columbia,Gulf Islands,Valdes Island,Shingle Point,49.0418,-123.643081,,,,"Andrew Simon, Harvey Janszen, John Reynolds",2017,,on beach,,"Inventory work conducted by Andrew Simon, John Reynolds and Harvey Janszen in partnership with Valdes Island Conservancy and Lyackson First Nation; Survey Dates: June 24 2017, July 28 2017, & September 5 2017",,,coordinates generalized,Andrew Simon - 2017–2018 Valdes Island Species Inventory
VASCULAR PLANTS,Pyrus sp.,Canada,British Columbia,Gulf Islands,Valdes Island,Shingle Point,49.0418,-123.643081,,,,"Andrew Simon, Harvey Janszen, John Reynolds",2017,,forest margin opening up on coastal meadow,,"Inventory work conducted by Andrew Simon, John Reynolds and Harvey Janszen in partnership with Valdes Island Conservancy and Lyackson First Nation; Survey Dates: June 24 2017, July 28 2017, & September 5 2017",,,coordinates generalized,Andrew Simon - 2017–2018 Valdes Island Species Inventory
VASCULAR PLANTS,Silene coronaria,Canada,British Columbia,Gulf Islands,Valdes Island,Shingle Point,49.0418,-123.643081,,,,"Andrew Simon, Harvey Janszen, John Reynolds",2017,,"open coastal meadow at Shingle Point, clearcut",,"Inventory work conducted by Andrew Simon, John Reynolds and Harvey Janszen in partnership with Valdes Island Conservancy and Lyackson First Nation; Survey Dates: June 24 2017, July 28 2017, & September 5 2017",,,coordinates generalized,Andrew Simon - 2017–2018 Valdes Island Species Inventory
VASCULAR PLANTS,Sonchus asper,Canada,British Columbia,Gulf Islands,Valdes Island,Shingle Point,49.0418,-123.643081,,,,"Andrew Simon, Harvey Janszen, John Reynolds",2017,,open coastal meadow at Shingle Point,,"Inventory work conducted by Andrew Simon, John Reynolds and Harvey Janszen in partnership with Valdes Island Conservancy and Lyackson First Nation; Survey Dates: June 24 2017, July 28 2017, & September 5 2017",,,coordinates generalized,Andrew Simon - 2017–2018 Valdes Island Species Inventory
VASCULAR PLANTS,Torilis japonica,Canada,British Columbia,Gulf Islands,Valdes Island,Shingle Point,49.0418,-123.643081,,,,"Andrew Simon, Harvey Janszen, John Reynolds",2017,,along skidder trail in mixed forest near access to Shingle Point,,"Inventory work conducted by Andrew Simon, John Reynolds and Harvey Janszen in partnership with Valdes Island Conservancy and Lyackson First Nation; Survey Dates: June 24 2017, July 28 2017, & September 5 2017",,,coordinates generalized,Andrew Simon - 2017–2018 Valdes Island Species Inventory
VASCULAR PLANTS,Vicia sativa,Canada,British Columbia,Gulf Islands,Valdes Island,Shingle Point,49.0418,-123.643081,,,,"Andrew Simon, Harvey Janszen, John Reynolds",2017,,at forest margin near Shingle Point,,"Inventory work conducted by Andrew Simon, John Reynolds and Harvey Janszen in partnership with Valdes Island Conservancy and Lyackson First Nation; Survey Dates: June 24 2017, July 28 2017, & September 5 2017",,,coordinates generalized,Andrew Simon - 2017–2018 Valdes Island Species Inventory
LICHENS,Hypogymnia tubulosa,Canada,British Columbia,Gulf Islands,Valdes Island,Wakes Cove,49.125254,-123.703346,,,,"Andrew Simon, Harvey Janszen, John Reynolds",2017,,coastal woodland,corticolous on Douglas-fir twigs,"Inventory work conducted by Andrew Simon, John Reynolds and Harvey Janszen in partnership with Valdes Island Conservancy and Lyackson First Nation; Survey Dates: June 24 2017, July 28 2017, & September 5 2017",,,coordinates generalized,Andrew Simon - 2017–2018 Valdes Island Species Inventory
VASCULAR PLANTS,Amelanchier alnifolia,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Andrew Simon, Harvey Janszen, John Reynolds",2017,,seral stage forest,,"Inventory work conducted by Andrew Simon, John Reynolds and Harvey Janszen in partnership with Valdes Island Conservancy and Lyackson First Nation; Survey Dates: June 24 2017, July 28 2017, & September 5 2017",,reported as Amelanchier florida,,Andrew Simon - 2017–2018 Valdes Island Species Inventory
LICHENS,Usnea dasopoga,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Andrew Simon, Harvey Janszen, John Reynolds",2017,,conifer forest trail,corticolous on fallen conifer branch,"Inventory work conducted by Andrew Simon, John Reynolds and Harvey Janszen in partnership with Valdes Island Conservancy and Lyackson First Nation; Survey Dates: June 24 2017, July 28 2017, & September 5 2017",,reported as Usnea dasopoga f. filipendula,,Andrew Simon - 2017–2018 Valdes Island Species Inventory
LICHENS,Usnea perplexans,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Andrew Simon, Harvey Janszen, John Reynolds",2017,,coastal woodland,on conifer branch,"Inventory work conducted by Andrew Simon, John Reynolds and Harvey Janszen in partnership with Valdes Island Conservancy and Lyackson First Nation; Survey Dates: June 24 2017, July 28 2017, & September 5 2017",,reported as Usnea substerilis,,Andrew Simon - 2017–2018 Valdes Island Species Inventory
BIRDS,Phalacrocorax pelagicus,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Andrew Simon, Harvey Janszen, John Reynolds",2017,,nesting in sandstone bluffs west of Valdes,,"Inventory work conducted by Andrew Simon, John Reynolds and Harvey Janszen in partnership with Valdes Island Conservancy and Lyackson First Nation; Survey Dates: June 24 2017, July 28 2017, & September 5 2017",,,,Andrew Simon - 2017–2018 Valdes Island Species Inventory
BRYOPHYTES,Atrichum undulatum,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Andrew Simon, Harvey Janszen, John Reynolds",2017,,alongside skidder road,over compacted soil,"Inventory work conducted by Andrew Simon, John Reynolds and Harvey Janszen in partnership with Valdes Island Conservancy and Lyackson First Nation; Survey Dates: June 24 2017, July 28 2017, & September 5 2017",,,,Andrew Simon - 2017–2018 Valdes Island Species Inventory
BRYOPHYTES,Plagiothecium undulatum,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Andrew Simon, Harvey Janszen, John Reynolds",2017,,conifer forest floor,terricolous,"Inventory work conducted by Andrew Simon, John Reynolds and Harvey Janszen in partnership with Valdes Island Conservancy and Lyackson First Nation; Survey Dates: June 24 2017, July 28 2017, & September 5 2017",,,,Andrew Simon - 2017–2018 Valdes Island Species Inventory
BRYOPHYTES,Dicranoweisia cirrata,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Andrew Simon, Harvey Janszen, John Reynolds",2017,,"ruderal, coastal bluff",on decaying wood,"Inventory work conducted by Andrew Simon, John Reynolds and Harvey Janszen in partnership with Valdes Island Conservancy and Lyackson First Nation; Survey Dates: June 24 2017, July 28 2017, & September 5 2017",,,,Andrew Simon - 2017–2018 Valdes Island Species Inventory
