area,Family,TaxonName,iNatTaxon,HJ_comment,FPNW_note,critical_comments,reviewed
saanich,Amaranthaceae,Sarcocornia perennis,Salicornia perennis,Salt marshes and beaches along the coast; locally abundant in suitable habitats. CDC Explorer lists as Sarcocornia pacifica (Standl.) A.J. Scott. H&C second edition = Sarcocornia perennis (Mill.) A.J. Scott - now revised to Salicornia pacifica Standl.,"recorded by HJ: ‘Salicornia pacifica’; “FPNW2 appears to be following FNA (2003) which reports Sarcocornia perennis (prostrate, with woody stems readily rooting in the substrate) from BC and S. pacifica (procumbent to erect shrubs in which woody stems usually do not root) to include east coast of North America (New Hampshire south to Florida) , California and Mexico, but NOT BC. http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=129207; VASCAN has updated their names to Salicornia pacifica following a more recent treatment by Piirainen et al. 2017 that proposes a new infrageneric classification for Salicornia (incl. Sarcocornia) and shows Salicornia pacifica present in BC.Salicornia perennis is excluded. http://data.canadensys.net/vascan/search?q=sarcocorniaSo, you could move ahead of the pack and call your material Salicornia pacifica Standley sensu Piirianen et al. 2017 OR you could use the synonym Sarcocornia pacifica. I’ll propose the name change (Sarcocornia pacifica to Salicornia pacifica) for fall review, but it would not show up in Species Explorer/E-Flora until next year.” –MD",,
saanich,Amaranthaceae,Suaeda calceoliformis,Suaeda calceoliformis,"Check vouchers. H&C2018 and FofNA say no, maritima only in east. No Saanich Peninsula records calceoliformis CPNWH or CDC Explorer. Several Alexander Archipelago records. Point Roberts and Whidby Island.",,,
saanich,Amaryllidaceae,Allium acuminatum,Allium acuminatum,On sandy or rocky soil in exposed places; very common throughout.,,,AS
saanich,Amaryllidaceae,Allium amplectens,Allium amplectens,"Open, dry ground; frequent in Ten Mile Point and occasional throughout the area of study. HLR Mill Hill report in BEN344.",,,AS
saanich,Amaryllidaceae,Allium cernuum,Allium cernuum,"Dry, open, grassy places; common throughout in suitable habitats.",,,AS
saanich,Amaryllidaceae,Allium geyeri var. tenerum,Allium geyeri tenerum,"Damp, open ground; occasional at Ten Mile Point, Cattle Point, Portage Inlet, Uplands, mouth of Millstream Creek and Sidney.",,typo correction,TL
saanich,Amaryllidaceae,Allium vineale,Allium vineale,"Great Chain Island, north side, east of Oak Bay. Gull nesting island devoid of almost everything but annual weeds and grasses. Melburn collections Upland Park. Cruickshank iNaturalist observation Trial Island Ecological Reserve 2018.",,,
saanich,Amaryllidaceae,Galanthus nivalis,Galanthus nivalis,"Colwood, Department of National Defence, Royal Roads. Habitat: Under Acer macrophyllum and Thuja plicata, moist/mesic. Description: naturalized HLR. HLR also reports G. elwesii",,,
saanich,Amaryllidaceae,Narcissus incomparabilis,Narcissus × incomparabilis,"Airport fields FL 2014. Many clumps in the airport field, mostly inside the wire fence; leaves erect, glaucous; tepals cream, corona yellow; corona less than half the length of the tepals; hybrid between Narcissus poeticus and Narcissus pseudonarcissus; combining the flower features of the parents; either planted and naturalized and expanded from plantings or invasive from discarded bulbs; often cultivated; sterile; variable flowers in this population. On Lomer & Penny's non-established list.",,,
saanich,Anacardiaceae,Toxicodendron diversilobum,Toxicodendron diversilobum,"Dry woods and exposed rocky places. A number of records came from Saanich Arm, where it was collected by J. R. Anderson in 1896-1917; recently reported by F. King 1963 from Prospect Lake and the Highland area. GD and A&OC collections McCurdy Point just across Saanich Inlet from Gowland Todd.",,,
saanich,Apiaceae,Aegopodium podagraria,Aegopodium podagraria,Zimmerman Mt Douglas Park iNaturalist observation 2020. Appears to be naturalized. Several other iNaturalist observations for Victoria and Oak Bay. Several Vancouver herbarium records.,,,"HR, TL"
saanich,Apiaceae,Anethum graveolens,Anethum graveolens,Marr Colwood: Coburg Peninsula; Esquimalt Lagoon; S end of Lagoon Road on the ocean side. 2007. Established?,"FPNW2 ""waif""",,
saanich,Apiaceae,Angelica genuflexa,Angelica genuflexa,"Moist places; sporadic; Cordova Bay, Gordon Head, Elk Lake, and Goldstream.",,,
saanich,Apiaceae,Anthriscus caucalis,Anthriscus caucalis,"FL Mt Douglas lookout 2004, Fenneman Island View Beach 2006, Bennett & Mulder Beacon Hill Park 2010, Marr Hartland landfill 2007, HLR Bear Mt, Mt Finlayson 1996.",,,AS
saanich,Apiaceae,Carum carvi,Carum carvi,Native of Europe; roadsides and meadows; sporadic throughout.,,,
saanich,Apiaceae,Cicuta douglasii,Cicuta douglasii,"Edges of streams and ditches; Beaver and Swan Lakes, Rithet's Bog, and the Highland district; abundant locally; this plant is highly poisonous to man and live stock.",,,
saanich,Apiaceae,Conioselinum pacificum,Conioselinum gmelinii,Sandy beaches and bluffs; locally abundant in suitable habitats.,,,
saanich,Apiaceae,Conium maculatum,Conium maculatum,"Native of Eurasia; roadsides, ditches, and disturbed places; poisonous; established as a weed in many areas throughout; the hemlock of classical antiquity.",,,
saanich,Apiaceae,Daucus carota,Daucus carota,"Native of Eurasia; open, grassy places; very common throughout.",,,
saanich,Apiaceae,Daucus pusillus,Daucus pusillus,"Dry, open places; occasional; Saanich and Thetis Lake Park.",,,
saanich,Apiaceae,Foeniculum vulgare,Foeniculum vulgare,Native of Europe; roadsides and waste places; widely introduced throughout.,,,
saanich,Apiaceae,Glehnia leiocarpa,Glehnia littoralis leiocarpa,"Sandy beaches; Saanichton Bay, Saanichton Spit, Sidney Island and Island View Beach.",,,
saanich,Apiaceae,Heracleum mantegazzianum,Heracleum mantegazzianum,"TCB Helmcken Street at Camden Ave. 1978, Marr Camden Ave 2004.",,,
saanich,Apiaceae,Heracleum maximum,Heracleum maximum,"Moist, low ground; common throughout.",,,
saanich,Apiaceae,Lilaeopsis occidentalis,Lilaeopsis occidentalis,TCB West Chatham Island 1992. Shepard Trial Island 1991. Cruickshank iNaturalist observation Trial Island 2011 and 2018.,,,
saanich,Apiaceae,Lomatium dissectum,Lomatium dissectum,"Dry, open ground, rocky slopes, and talus; occasional in suitable habitats.",,,
saanich,Apiaceae,Lomatium macrocarpum,Lomatium macrocarpum,"Dry, rocky areas; rare; known only from Mount Finlayson, where it was collected by C. F. Newcombe in 1916; record confirmed by C. V. Piper; not collected since. No coast collections found.",,,
saanich,Apiaceae,Lomatium nudicaule,Lomatium nudicaule,"Dry, open places and rocky outcrops; common on suitable habitats throughout.",,,
saanich,Apiaceae,Lomatium utriculatum,Lomatium utriculatum,Open slopes and rocky outcrops; common throughout in suitable habitat; the commonest Lomatium in the area.,,,
saanich,Apiaceae,Myrrhis odorata,Myrrhis odorata,Beamish Brentwood Edge of garden along edge of bog 1961. No information on naturalization.,,,
saanich,Apiaceae,Oenanthe sarmentosa,Oenanthe sarmentosa,"Low, wet places along streams and around sloughs; common throughout.",,,
saanich,Apiaceae,Osmorhiza berteroi,Osmorhiza berteroi,Woodlands; common throughout.,,,
saanich,Apiaceae,Osmorhiza purpurea,Osmorhiza purpurea,"Wet, wooded areas; sporadic throughout.",,,
saanich,Apiaceae,Pastinaca sativa,Pastinaca sativa,"Native of Europe; occasional; common cultivated parsnip, sometimes escaped and established along roadsides, ditches, and disturbed sites.",,,
saanich,Apiaceae,Perideridia montana,Perideridia gairdneri,Open ground; woodland and wet meadows; sporadic throughout. HJ Bear Hill observation moderatly abundant in moss balds Aug 5/03.,,,
saanich,Apiaceae,Perideridia oregana,Perideridia oregana,No nearby collections found.,,,
saanich,Apiaceae,Petroselinum crispum,Petroselinum crispum,"TCB Ogden Point 1987, FL Helijet parking area 2002. Cruickshank Sidney Spit iNaturalist observaton 2017. On Lomer & Penny's non-established list.",,,
saanich,Apiaceae,Sanicula arctopoides,Sanicula arctopoides,"Beaches and coastal bluffs; sporadic; Beacon Hill, Clover Point, Cattle Point, Harling Point, Bentick Island, Trial Island and Foul Bay.",,,
saanich,Apiaceae,Sanicula bipinnatifida,Sanicula bipinnatifida,Open to partly wooded areas; occasional throughout.,,,
saanich,Apiaceae,Sanicula crassicaulis,Sanicula crassicaulis,Wet to dry wooded places; common throughout.,,,
saanich,Apiaceae,Sanicula europaea,Sanicula europaea,"FL Goldstream 2008, AC Goldstream 1981.",not in FPNW2,,
saanich,Apiaceae,Sanicula graveolens,Sanicula graveolens,"Open and partly wooded areas; occasional in Lost and Prospect Lakes, Mount Douglas, Mt Finlayson and the Goldstream area.",,,
saanich,Apiaceae,Scandix pecten-veneris,Scandix pecten-veneris,G Hardy East Saanich 1944. No recent collections.,,,
saanich,Apiaceae,Sium suave,Sium suave,Swampy places and shallow water; common throughout in suitable habitat.,,,
saanich,Apiaceae,Yabea microcarpa,Yabea microcarpa,Miskelly&Miskelly Gowland Tod Provincial Park trails 2013.,,,
saanich,Apocynaceae,Apocynum androsaemifolium,Apocynum androsaemifolium,"Dry, open ground; most common in Prospect Lake, Thetis Lake Park, and the Highland district; occasional in Royal Oak. A&OC Spencer Pond, Langford 1987.",,,
saanich,Apocynaceae,Apocynum cannabinum,Apocynum cannabinum,"Dry, sandy places; rare; known only from Victoria, where it was collected by W. A. Newcombe in 1915.",,,
saanich,Apocynaceae,Vinca major,Vinca major,"Native of Europe; roadsides, neglected lots, and gardens; common; a garden escapee in the Victoria and Saanich areas.",,,
saanich,Apocynaceae,Vinca minor,Vinca minor,Native of Eurasia; neglected lots and roadsides; a garden escapee; occasional throughout.,,,
saanich,Aquifoliaceae,Ilex aquifolium,Ilex aquifolium,"Adventive in moist woods. Victoria, Esquimalt, Oak Bay, Cordova Bay.",,,
saanich,Araceae,Arum italicum,Arum italicum,"FL Cedar Hill Golf Course 2014. Garden escape noted on Vancouver Island by Jamie Fenneman and Adolf Ceska, 2013 CDC update. Several iNaturalist reports Victoria, Oak Bay, Brentwood.",,,
saanich,Araceae,Lemna minor,Lemna minor,Lakes and ponds throughout. Many reports may be in error (name misapplied to native L. minuta) Re-check.,,,
saanich,Araceae,Lemna trisulca,Lemna trisulca,Ponds and lakes; known only from Elk Lake; most likely poorly collected. Misspelled as triscula in original publicartion.,,,
saanich,Araceae,Lysichiton americanus,Lysichiton americanus,"Boggy, wet places, lakeshores; throughout in suitable habitats.",,,
saanich,Araceae,Spirodela polyrrhiza,Spirodela polyrhiza,"Standing fresh water; Swan, Beaver, and Elk Lakes.",,,
saanich,Araceae,Wolffia columbiana,Wolffia columbiana,"Calm, standing fresh water, Elk Lake, Beaver Lake, Blenkinsop Lake, Swan Lake",,,
saanich,Araliaceae,Hedera colchica,Hedera colchica,Zika N end of Rithets Bog 2007. On Lomer & Penny's non-established list.,,,
saanich,Araliaceae,Hedera helix,Hedera helix,Native of Europe; escaped from cultivation; common throughout.,,,
saanich,Araliaceae,Hedera hibernica,Hedera hibernica,Zika Fort Rodd Hill 2006. Spreading in Uplands Park.,,,
saanich,Araliaceae,Oplopanax horridus,Oplopanax horridus,"Damp, alluvial flats; rare; known only from the Goldstream area, where it was collected by A. F. Szczawinski in 1955.",,,
saanich,Aristolochiaceae,Asarum caudatum,Asarum caudatum,"Moist, shaded woods; restricted mainly to Goldstream Park. Anderson 1896, AC confirmation 1971.",,,
saanich,Asparagaceae,Asparagus officinalis,Asparagus officinalis,"Occasionally escaping, waste ground. North Saanich, Gordon Head.",,,
saanich,Asparagaceae,Brodiaea coronaria,Brodiaea coronaria,"Dry, open, grassy slopes and rocky outcrops",,,
saanich,Asparagaceae,Brodiaea rosea var. rosea,Brodiaea coronaria rosea,"Soper Mill Hill, Langford 1969. Mund Langford iNaturalist report 2019. Johnson Mt McDonald, Langford iNaturalist report 2020. Beange John Dean Park iNaturalist report 2020.",,,
saanich,Asparagaceae,Camassia leichtlinii ssp. suksdorfii,Camassia leichtlinii suksdorfii,Open to semishaded and grassy places; roadsides; common throughout. C. cusickii extensivly planted at Blanchard and Saanich Road - not persisting well?,,,
saanich,Asparagaceae,Camassia quamash ssp. maxima,Camassia quamash maxima,Parklands and grassy open places; common throughout.,,,
saanich,Asparagaceae,Hyacinthoides hispanica,Hyacinthoides hispanica,Krajina & Spilsbury Anderson Hill 1950. Hett Goldstream dump 1962. Persisting from cultivation.,,,
saanich,Asparagaceae,Hyacinthoides massartiana,Hyacinthoides × massartiana,"Persisting from cultivation, FL Flower Island 2012.",,,
saanich,Asparagaceae,Hyacinthoides non-scripta,Hyacinthoides non-scripta,TCB Uplands Park 1993.,,,
saanich,Asparagaceae,Maianthemum dilatatum,Maianthemum dilatatum,Woods and recent clearings; common throughout.,,,
saanich,Asparagaceae,Maianthemum racemosum ssp. amplexicaule,Maianthemum racemosum amplexicaule,Damp woods; thickets and clearings; occasional throughout.,,,
saanich,Asparagaceae,Maianthemum stellatum,Maianthemum stellatum,"Wet, open places; occasional throughout.",,,
saanich,Asparagaceae,Muscari armeniacum,Muscari armeniacum,"Several Lomer collections of M. neglectum Victoria, Oak Bay, Saanich. Garden escape. Field work confirmed that the vast majority of Muscari escapes are Muscari armeniacum. The two other species, Muscari neglectum and Muscari aucheri, are uncommon (H. Roemer, pers. comm. 2019). Muscari botryoides commonly cultivated and persisting.",,,
saanich,Asparagaceae,Muscari neglectum,Muscari neglectum,"FL Victoria Airport 1996, FL Southgate St 2011, FL Oak Bay 2012.",,,
saanich,Asparagaceae,Ornithogalum umbellatum,Ornithogalum umbellatum,"Rocky outcrops Mt Douglas, Uplands Park. Persisting from cultivation.",,,
saanich,Asparagaceae,Triteleia grandiflora,Triteleia grandiflora,"Open, grassy places; a number of collections in the past indicate that this plant was particularly abundant in Beacon Hill, Oak Bay, and the Uplands; today the species is rare or even extinct in most area. || var. howellii Howell's Triteleia - var grandiflora Douglas's Triteleia",,,
saanich,Asparagaceae,Triteleia hyacinthina,Triteleia hyacinthina,"Damp, open, grassy places; very common in the past, particularly in Beacon Hill, Oak Bay, and Saanich.",,,
saanich,Aspleniaceae,Asplenium trichomanes,Asplenium trichomanes,"Cliff crevices and talus slopes; rare; collected at Shoal Bay by J. R. Anderson in 1915, Hebda Partridge Hills on Todd Inlet 1991 open SW-facing, xeric, acidic, basaltic rock with a slope of 10-35 degrees.",,,
saanich,Asteraceae,Achillea filipendulina,Achillea filipendulina,"Marr Lattoria Road recent disturbed ground, Colwood 2007.",,"powerlineR/W, Francis-King P","HR, TL"
saanich,Asteraceae,Achillea millefolium,Achillea millefolium,"Fields and roadsides, common throughout; taxonomically difficult autopolyploid. H&C2018 doesn't treat subspecies or varieties.",,,"HR, TL"
saanich,Asteraceae,Adenocaulon bicolor,Adenocaulon bicolor,"Moist, shady woods; common throughout.",,,AS
saanich,Asteraceae,Agoseris glauca var. glauca,Agoseris glauca glauca,"Check at V. CPNWH no area records, CDC explorer no area records.",,,
saanich,Asteraceae,Agoseris grandiflora var. leptophylla,Agoseris grandiflora leptophylla,"Eastham Thetis Lake 1941, A&OC View Royal waterfront 1976, RTO Wesley Hill, Royal Oak 1988, A&OC Oldfield Road 1976, A&OC Mt Douglas 1976. Apparently overlooked in original publication.",,,"AS, HR, TL"
saanich,Asteraceae,Agoseris heterophylla,Agoseris heterophylla,"Dry, open grassy places; locally abundant; Victoria, Saanich, Langford, and the Highland district.",,,"AS, HR, TL"
saanich,Asteraceae,Ambrosia chamissonis,Ambrosia chamissonis,Sandy beaches; locally abundant.,,,TL
saanich,Asteraceae,Ambrosia trifida,Ambrosia trifida,Native of Europe; moist soil and waste places; occasional weed in the area. No vouchers found. On Lomer & Penny's non-established list.,,,
saanich,Asteraceae,Anaphalis margaritacea,Anaphalis margaritacea,Open woods and roadbanks; common throughout.,,,TL
saanich,Asteraceae,Anisocarpus madioides,Anisocarpus madioides,"Open woods, sporadic in Brentwood, Goldstream, Chatham Islands, and Highlands.",,,"AS, TL commas added after Goldstream and Chatham Islands"
saanich,Asteraceae,Antennaria anaphaloides,Antennaria anaphaloides,Grassy foothills; rare; Highland district. No vouchers located.,,,TL
saanich,Asteraceae,Antennaria dimorpha,Antennaria dimorpha,Krajina & Spilsbury Mt. Douglas 1950.,,UBC Herbarium V53806,TL
saanich,Asteraceae,Antennaria neglecta,Antennaria neglecta,"Open woods, grassy places; sporadic throughout. Check at V. no records on CDC Explorer for area.",,,
saanich,Asteraceae,Antennaria racemosa,Antennaria racemosa,"Moist, open woods; rare; Goldstream and Langford. A&OC Observatory Hill 1977.",,,
saanich,Asteraceae,Anthemis arvensis,Anthemis arvensis,Native of Europe; naturalized and occasional in fields and waste places.,,,
saanich,Asteraceae,Anthemis cotula,Anthemis cotula,Native of Europe; common weed throughout.,,,
saanich,Asteraceae,Arctium lappa,Arctium lappa,Native of Eurasia; occasional weed along roadsides and waste places.,,,
saanich,Asteraceae,Arctium minus,Arctium minus,Native of Eurasia; sporadic weed along roadsides and waste places. A. tomentosum possible rare introduction.,,,
saanich,Asteraceae,Arnica cordifolia,Arnica cordifolia,"Open woods; rare; restricted to the Mount Finlayson area. No voucher found, no Saanich Peninsula collections known.",,,
saanich,Asteraceae,Artemisia absinthium,Artemisia absinthium,Native of Europe; occasional in fields and waste places throughout.,,,
saanich,Asteraceae,Artemisia biennis,Artemisia biennis,"Waste places in sandy soil; rare; Saanich. Goddard Elk Lake 1934, Fenneman garden weed off Gladiola Ave. 2009.",,,
saanich,Asteraceae,Artemisia campestris var. scouleriana,Artemisia campestris pacifica,"Open places; occasional; circumboreal; Victoria, Oak Bay; Saanich, and Island View Beach. A&OC report A. borealis = A.c. var. b. from D'Arcy 1977.",,,
saanich,Asteraceae,Artemisia suksdorfii,Artemisia suksdorfii,Sandy beaches; locally abundant throughout.,,,AS
saanich,Asteraceae,Artemisia vulgaris,Artemisia vulgaris,Native of Europe; sporadically established in waste places.,,,
saanich,Asteraceae,Balsamorhiza deltoidea,Balsamorhiza deltoidea,"Open, dry, grassy places; sporadic; Beacon Hill, Victoria, Royal Oak, Langford, and Thetis Lake Park, where it is most common. Hartwell & Donovan Mill Hill.",,,
saanich,Asteraceae,Bellis perennis,Bellis perennis,Native of Europe; lawns and waste places; common throughout.,,,AS
saanich,Asteraceae,Bidens amplissima,Bidens amplissima,"JP Todd Creek 2014, McCoy Colwood lake, Langford Lake, Glen Lake, Florence Lake 2012, Elk Lake, Beaver Lake, Rithet's Bog, Blenkinsop Lake, Colqiitz River, Cedar Hill Golf Course, Bow Pond, Swan Lake, Panama Flats.",,,
saanich,Asteraceae,Bidens cernua,Bidens cernua,Wet ground; widespread throughout.,,,AS
saanich,Asteraceae,Calendula officinalis,Calendula officinalis,Native of Europe; casual garden escapee; Victoria. Marr opposite Saanich Community Church 2007. FL Cleared rubbly area in vacant lot Gonzales Bay.,,,
saanich,Asteraceae,Canadanthus modestus,Canadanthus modestus,"Moist woodland; rare; known only from Goldstream, where it was collected by M. C. Melburn in 1961. Voucher not found.",,,
saanich,Asteraceae,Centaurea calcitrapa,Centaurea calcitrapa,European and African appearing on ballast. No voucher found. On Lomer & Penny's non-established list.,,,
saanich,Asteraceae,Centaurea cyanus,Centaurea cyanus,"Native of Europe; fields, roadsides, and waste places; cultivated as an ornamental and now established throughout.",,,
saanich,Asteraceae,Centaurea diffusa,Centaurea diffusa,Marr roadside Colwood 2007. iNaturalist observation Esquimalt 2020.,,,
saanich,Asteraceae,Centaurea jacea,Centaurea jacea,GD excluded one collection at Cedar Hill.,,,
saanich,Asteraceae,Centaurea melitensis,Centaurea melitensis,Native of Europe; listed in A Preliminary Catalogue of the Flora of Vancouver and Queen Charlotte Islands; Esquimalt; specimen not examined. No voucher found.,,,
saanich,Asteraceae,Centaurea montana,Centaurea montana,"Krajina, Spilsbury and Szczawinski Finlayson Point 1950. Bennet Avebury Ave. 2015. Many iNaturalist reports for peninsula throughout.",,,
saanich,Asteraceae,Centaurea nigra,Centaurea nigra,Native of Europe; fields and waste places; sporadic throughout. Marr Galloping Goose Trail 2007.,,,
saanich,Asteraceae,Centaurea nigrescens,Centaurea nigrescens,Native of Europe; published in the Provincial Museum Report (1921) as occurring in Victoria; specimen not examined. Fenneman Metchosin 2006.,,,
saanich,Asteraceae,Centaurea stoebe,Centaurea stoebe,Native of Europe; roadsides and waste places; sporadic weed throughout.,,,
saanich,Asteraceae,Cichorium intybus,Cichorium intybus,Native of Eurasia; roadsides and waste places; common throughout.,,,
saanich,Asteraceae,Cirsium arvense,Cirsium arvense,Native of Eurasia; a noxious weed of fields and waste places throughout.,,,
saanich,Asteraceae,Cirsium brevistylum,Cirsium brevistylum,"Moist places and ditches; sporadic; Victoria, Elk Lake, Langford, and Goldstream.",,,
saanich,Asteraceae,Cirsium edule var. macounii,Cirsium edule macounii,"Wet meadows and moist, open woods; occasional in Goldstream and Langford.",not in FPNW2,,
saanich,Asteraceae,Cirsium vulgare,Cirsium vulgare,Native of Europe; widely established as a weed throughout.,,,
saanich,Asteraceae,Conyza canadensis,Erigeron canadensis,Waste places and disturbed soil; occasional throughout.,,,
saanich,Asteraceae,Cota tinctoria,Cota tinctoria,Native of Europe; an occasional escapee from cultivation.,,,
saanich,Asteraceae,Cotula coronopifolia,Cotula coronopifolia,Native of South Africa; tidal flats and moist places; common in Sidney and Goldstream and sporadic throughout in suitable habitats.,,,
saanich,Asteraceae,Crepis capillaris,Crepis capillaris,"Native of Europe; established as a weed of pastures, lawns, and waste places throughout.",,,
saanich,Asteraceae,Crepis intermedia,Crepis intermedia,Melburn's Island View Beach collections misidentified; not present GD..,,,
saanich,Asteraceae,Crepis modocensis,Crepis modocensis,Melburn's Island View Beach collections misidentified; not present GD.,,,
saanich,Asteraceae,Crepis runcinata,Crepis runcinata,Melburn's Island View Beach collections misidentified; not present GD.,,,
saanich,Asteraceae,Crocidium multicaule,Crocidium multicaule,"Sandy places; rare; collected by M. C. Melburn at Mount Finlayson in 1960 and A. F. Szczawinski at Island View Beach in 1968. A&OC Skirt Mountain 1975, 2018. A&OC Joycelyn Hill 1989.",,,
saanich,Asteraceae,Doronicum pardalianches,Doronicum pardalianches,Native of Europe; rare; occasional escapee from cultivation.,,,
saanich,Asteraceae,Erigeron philadelphicus,Erigeron philadelphicus,"Moist, disturbed soil; occasional; Uplands, Patricia Bay, and Sidney; noticeably decreasing in its distribution.",,,
saanich,Asteraceae,Eriophyllum lanatum var. leucophyllum,Eriophyllum lanatum leucophyllum,"Dry, open places; common throughout; var. leocophyllum ??",,,
saanich,Asteraceae,Eucephalus engelmannii,Eucephalus engelmannii,Listed in Henry's Flora as occurring in Victoria and Colwood; specimens not examined. CDC Explorer no area records.,,,
saanich,Asteraceae,Eurybia radulina,Eurybia radulina,"Armstrong Francis-King regional Park 1974, Pike Lake collector? 1969, Armstrong Thetis Lake 1975, Miskelly Trevlac Pond 2001.",,,
saanich,Asteraceae,Filago pyramidata,Filago pyramidata,"Roadside Pat Bay Highway, Sidney. Check vulgaris or pyramidata",,,
saanich,Asteraceae,Gaillardia aristata,Gaillardia aristata,Dry meadows and open places; occasional; known from Victoria and Goldstream Park; not collected since 1919.,,,
saanich,Asteraceae,Gamochaeta ustulata,Gamochaeta ustulata,"Sandy, open places; sporadic throughout.",,,
saanich,Asteraceae,Gnaphalium palustre,Gnaphalium palustre,"Moist, open places; common throughout.",,,
saanich,Asteraceae,Gnaphalium uliginosum,Gnaphalium uliginosum,"Native of Europe; streambanks and waste places; Beaver Lake, Mount Douglas, and John Dean Parks.",,,
saanich,Asteraceae,Grindelia hirsutula,Grindelia hirsutula,Widespread throughout. Perviously reported as G. stricta DC. var. stricta,,,
saanich,Asteraceae,Grindelia integrifolia,Grindelia integrifolia,In a variety of habitats along the Coast including roadsides.,,,
saanich,Asteraceae,Helenium autumnale,Helenium autumnale,"Moist, low ground; sporadic throughout.",,,
saanich,Asteraceae,Helianthus maximiliani,Helianthus maximiliani,"Rare; known only from the Outer Wharf, Victoria, where it was collected by J. Macoun in 1913; record listed in A Preliminary Catalogue of the Flora of Vancouver and Queen Charlotte Islands most likely refers to the same specimen.",,,
saanich,Asteraceae,Helianthus tuberosus,Helianthus tuberosus,"FL Dallas Rd seashore 2007, TCB Beacon Hill Park shoreline 1989.",,,
saanich,Asteraceae,Hemizonella minima,Hemizonella minima,"Hardy Mt Finlayson 1952, HLR Mt Work 1996. Empress Mt record ? Outside range.",,,
saanich,Asteraceae,Hieracium albiflorum,Hieracium albiflorum,"Open woods and moist, grassy slopes; common throughout.",,,
saanich,Asteraceae,Hieracium aurantiacum,Pilosella aurantiaca,"Native of Europe; this stoloniferous, noxious weed has recently escaped from cultivation in Victoria and is spreading rapidly.",,,
