area,Family,TaxonName,iNatTaxon,HJ_comment,FPNW_note,critical_comments,reviewed
sji,Apiaceae,Sanicula arctopoides,Sanicula arctopoides,"Rare hybrid, an apparent cross of S.crassicaulis and S.arctopoides only known from a Lyall collections on San Juan and Whidbey 1858. Not recently relocated.",,,
sji,Apiaceae,Sanicula bipinnatifida,Sanicula bipinnatifida,"Dry, glacial outwash meadows; scattered colonies along southern edge of islands from Point Colville, Lopez to Kanaka Bay, San Juan.",,,
sji,Apiaceae,Sanicula crassicaulis,Sanicula crassicaulis,"Dry transitional forest, rocky slopes above salt water. Vars tripartita and crassicaulis both present.",,,
sji,Apiaceae,Sium suave,Sium suave,"Locally numerous in muddy places and shallow water of Sportsman and Egg Lakes, San Juan.",,,
sji,Apiaceae,Torilis arvensis,Torilis arvensis,"Roadsides, grassy thickets, Orcas, San Juan, Skull",,,
sji,Apiaceae,Yabea microcarpa,Yabea microcarpa,Damp meadows and vernal pools; rare; historically known from two sites on San Juan. No recent records. Peck Friday Harbour 1923.,,,
sji,Apocynaceae,Apocynum androsaemifolium,Apocynum androsaemifolium,"Localized on dry, rocky slopes and open woods of Mt Constitution and in meadow habitat near false Bay, San Juan.",,,
sji,Apocynaceae,Vinca major,Vinca major,Marginally escaping and spreading on larger islands.,,,
sji,Aquifoliaceae,Ilex aquifolium,Ilex aquifolium,Cultivated; infrequently naturalized in forest near settlements.,,,
sji,Araceae,Arum italicum,Arum italicum,"Cultivated; escaped or long persistant along Deadman Bay, San Juan. iNaturalist observation Fisherman BaySpit Preserve, Lopez 2021. Zika Buck Bay, Orcas 2021.",,,
sji,Araceae,Lemna minor,Lemna minor,Abundant floating aquatic.,,,
sji,Araceae,Lemna trisulca,Lemna trisulca,"Small ponds and lake margins, uncommon.",,,
sji,Araceae,Lemna turionifera,Lemna turionifera,"Egg Lake and pond at Cattle point San Juan Island, Zika 2007. Also Orcas and Matia.",,,
sji,Araceae,Lysichiton americanus,Lysichiton americanus,"Damp valley bottoms and shaded fens, in Humic Gleyed soils; common.",,,
sji,Araceae,Spirodela polyrrhiza,Spirodela polyrhiza,"Shallow, boggy lakes; Blakely, San Juan and Orcas Islands.",,,
sji,Araceae,Wolffia borealis,Wolffia borealis,"Egg Lake, Zika 1999. Pond, northeast side of Mitchell Bay Road San Juan Island Zika 2016.",,,
sji,Araceae,Wolffia columbiana,Wolffia columbiana,"Zika collections Orcas and San Juan 2007, 2016.",,,
sji,Araliaceae,Hedera helix,Hedera helix,Often planted and commonly spreading.,,,
sji,Araliaceae,Hedera hibernica,Hedera hibernica,Introduced and widespread. Reported as H. helix ssp. hibernica,,,
sji,Araliaceae,Oplopanax horridus,Oplopanax horridus,"Forestry introduction in stream valleys near Cascade lake, Orcas; for a time established there but no longer present.",,,
sji,Aristolochiaceae,Asarum caudatum,Asarum caudatum,"Mature coniferous or mixed forest; mesic, humid sites, often in ravines, rare on Orcas and San Juan.",,,
sji,Asparagaceae,Asparagus officinalis,Asparagus officinalis,"Occasional weed; strand and roadsides, mostly on Lopez Island.",,,
sji,Asparagaceae,Brodiaea coronaria,Brodiaea coronaria,Locally abundant; dry meadows.,,,
sji,Asparagaceae,Brodiaea rosea var. rosea,Brodiaea coronaria rosea,"Frye San Juan 1904, Foster 1904, Rigg 1908.",,,
sji,Asparagaceae,Camassia leichtlinii ssp. suksdorfii,Camassia leichtlinii suksdorfii,Meadows throughout; abundant.,,,
sji,Asparagaceae,Camassia quamash ssp. maxima,Camassia quamash maxima,Locally common on Mt Dallas;scattered but widespread elsewhere.,,,
sji,Asparagaceae,Hyacinthoides hispanica,Hyacinthoides hispanica,Introduced garden species; excaping and occasionally persisting in residential waste places.,,,
sji,Asparagaceae,Maianthemum dilatatum,Maianthemum dilatatum,"Fairly common, although local; valleys, bluffs and woods.",,,
sji,Asparagaceae,Maianthemum racemosum ssp. amplexicaule,Maianthemum racemosum amplexicaule,Rare; Sucia and Lopez Islands. Moist woods.,,,
sji,Asparagaceae,Maianthemum stellatum,Maianthemum stellatum,"Locally common in low, moist, partly shaded sites with fertile soil. Dense colonies located at Davis Head, Lopez Island, the southend of Cascade Lake, Cattle Point and elsewhere.",,,
sji,Asparagaceae,Muscari armeniacum,Muscari armeniacum,Escaped along roadsides and other ruderal areas as well as persisting in abandoned gardens. Zika and Atkinson San Juan collections. A&S1993 report M .botryoides. Several iNaturalist observations for area.,,,
sji,Asparagaceae,Triteleia grandiflora,Triteleia grandiflora,var. howellii principally on San Juan Island in Mt Dallas-Cady Mountain district; scattered on prairies to the south and rare on Orcas Island.,,,
sji,Asparagaceae,Triteleia hyacinthina,Triteleia hyacinthina,"Fairly common on dry, grassy prairies; San Juan Island, middle elevations on Mt Constitution.",,,
sji,Aspleniaceae,Asplenium trichomanes,Asplenium trichomanes,"Rare; shaded, wet rock crevices; Mt. Constitution, Mt. Dallas and Willow Island. Zika Turtleback, Orcas 2021.",,,
sji,Asteraceae,Achillea millefolium,Achillea millefolium,"Sandy beaches, dry roadsides and meadows throughout.",,,
sji,Asteraceae,Adenocaulon bicolor,Adenocaulon bicolor,Abundant; deep woods.,,,
sji,Asteraceae,Agoseris grandiflora var. leptophylla,Agoseris grandiflora leptophylla,"Fairly common throughout on prairies, locally common on Mt Constitution.",,,
sji,Asteraceae,Agoseris heterophylla,Agoseris heterophylla,Occasional in less disturbed meadows; San Juan to Stuart.,,,
sji,Asteraceae,Ambrosia chamissonis,Ambrosia chamissonis,Common on strand throughout. Some collections at WTU recorded as Franseria bipinnatifida Nutt.,,,
sji,Asteraceae,Anaphalis margaritacea,Anaphalis margaritacea,Abundant; widespread roadsides and meadows.,,,
sji,Asteraceae,Anisocarpus madioides,Anisocarpus madioides,"Common throughout; dry, open Douglas-fir woodlands, usually near salt water.",,,
sji,Asteraceae,Antennaria microphylla,Antennaria microphylla,Local; Mt Constitution; stony ground. Reported as A. rosea in WPofSJI,,,
sji,Asteraceae,Antennaria racemosa,Antennaria racemosa,Summit of Mt Constitution Frye 1904.,,,
sji,Asteraceae,Anthemis arvensis,Anthemis arvensis,Occasional in towns.,,,
sji,Asteraceae,Anthemis cotula,Anthemis cotula,"Ruderal sites, variably occasional to locally common in towns.",,,
sji,Asteraceae,Arctium minus,Arctium minus,Occasional in waste places.,,,
sji,Asteraceae,Artemisia absinthium,Artemisia absinthium,"Occasional adventive on sandy soils, San Juan.",,,
sji,Asteraceae,Artemisia campestris var. scouleriana,Artemisia campestris pacifica,"Locally common; maritime rock outcrops, gravelly moderatly disturbed prairies.",,,
sji,Asteraceae,Artemisia suksdorfii,Artemisia suksdorfii,Fairly common; glacial outwash bluffs and beaches.,,,
sji,Asteraceae,Artemisia tilesii,Artemisia tilesii,"Localized but well represented on high, rocky ridges of Mt Constitution.",,,
sji,Asteraceae,Artemisia vulgaris,Artemisia vulgaris,Hedgerows and waste places; occasional.,,,
sji,Asteraceae,Bellis perennis,Bellis perennis,Common lawn weed.,,,
sji,Asteraceae,Bidens beckii,Bidens beckii,NE shore of Killebrew Lake Zika 2005,,,
sji,Asteraceae,Calendula officinalis,Calendula officinalis,"Adventive in gravelly alley, Friday Harbour. Zika 1999. Represented by herbarium collections but not considered established.",,,
sji,Asteraceae,Carduus nutans,Carduus nutans,"Zika 2001 uncommon; adventive on brushy slope N end of First Street, Friday Harbour, San Juan. Collected from same area Kibbe 1908.",,,
sji,Asteraceae,Centaurea × pratensis,Centaurea nigrescens,Towns and roadsides; widespread mostly on Lopez but well established and increasing on San Juan.,not in FPNW2,,
sji,Asteraceae,Centaurea cyanus,Centaurea cyanus,"Occasional escape, chefly Friday Harbour.",,,
sji,Asteraceae,Centaurea diffusa,Centaurea diffusa,"Dry, grazed fields; formerly present north San Juan.",,,
sji,Asteraceae,Centaurea gerstlaueri,Centaurea gerstlaueri,"Near Roche Harbour Peck 1923, Zika 2002. Zika Killebrew Lake Road and Eastsound, Orcas 2005.",,,
sji,Asteraceae,Centaurea jacea,Centaurea jacea,"Peck Roche Harbour date? Several collections Cindy Roche in Roche Harbour area. Atkinson English Camp, San Juan 1992.",,,
sji,Asteraceae,Centaurea melitensis,Centaurea melitensis,PZ Sucia Island 2020. Hardwick Cypress Island just outside area 2016.,,,
sji,Asteraceae,Centaurea montana,Centaurea montana,Occasional garden escape; persistant; chiefly San Juan.,,,
sji,Asteraceae,Centaurea stoebe,Centaurea stoebe,"Locally common Friday Harbour; occasional elsewhere. Earliest collection Peck, Shaw Island 1923. Olga, Orcas Tolle 2019 iNaturalist observation. DeVito Cattle Point, San Juan 2020 iNaturalist observation.",,,
sji,Asteraceae,Centaurea varnensis,Centaurea varnensis,Zika Cattle Point 2007. Atkinson Friday Harbour 1992. Hybrid of C. diffusa x C. stoebe subsp. micranthos.,,,
sji,Asteraceae,Chondrilla juncea,Chondrilla juncea,Historically present on Orcas; weedy fields.,,,
sji,Asteraceae,Cichorium intybus,Cichorium intybus,Common.,,,
sji,Asteraceae,Cirsium arvense,Cirsium arvense,"Aggressive, abundant weed.",,,
sji,Asteraceae,Cirsium brevistylum,Cirsium brevistylum,"Common; forest margines, cut-over areas and roadsides.",,,
sji,Asteraceae,Cirsium vulgare,Cirsium vulgare,Waste places; common throughout.,,,
sji,Asteraceae,Conyza canadensis,Erigeron canadensis,"Sun baked, sandy or gravelly soils; weedy; occasional.",,,
sji,Asteraceae,Coreopsis lanceolata,Coreopsis lanceolata,"San Juan Islands National Wildlife Refuge and Wilderness Area. Skull Island. 40 foot high island with many Juniperus trees, abundant Camassia leichtlinii and Plectritis congesta. Numerous bedrock outcrops with ledges. Locally frequent in open grass at top of island. Hahn 2008. Reported as Coreopsis grandiflora Hogg ex Sweet × Coreopsis lanceolata L.",,,
sji,Asteraceae,Cotula coronopifolia,Cotula coronopifolia,Brackish marshes; occasional.,,,
sji,Asteraceae,Crepis capillaris,Crepis capillaris,"Abundant; roadsides, vacant lots and meadows.",,,
sji,Asteraceae,Crepis nicaeensis,Crepis nicaeensis,Roadsides and gardens; occasional.,,,
sji,Asteraceae,Crocidium multicaule,Crocidium multicaule,"Rare; rocky outcrops, bluffs and strand. Collected by Lyall Orcas 1858. C. pugetnse St.John type specimen from Whidby Island 1897.",,,
sji,Asteraceae,Erigeron compositus,Erigeron compositus,Rare and local near the summit of Mt Constitution on steep[ rocky cliffs. HJ obs 1984.,,,
sji,Asteraceae,Erigeron philadelphicus,Erigeron philadelphicus,"Peck San Juan, Friday Harbour roadside 1923.",,,
sji,Asteraceae,Erigeron speciosus,Erigeron speciosus,"Rare; known from Lyall's 1858 collection on steep, rocky cliffs near the summit of Mt Constitution.",,,
sji,Asteraceae,Eriophyllum lanatum var. leucophyllum,Eriophyllum lanatum leucophyllum,"Common; open, rocky sites or gravelly outwash meadows.",,,
sji,Asteraceae,Eurybia merita,Eurybia merita,"Rare in summit area of Mt Constitution; steep, rocky cliffs and talus. Reported as Aster sibiricus var mertius",,,
sji,Asteraceae,Eurybia radulina,Eurybia radulina,Beattie Orcas 1909.,,,
sji,Asteraceae,Filago arvensis,Filago arvensis,Gravelly meadows with prior grazing. Locally abundant around Cattle Point and American Camp.,,,
sji,Asteraceae,Filago pyramidata,Filago pyramidata,"F. germanica reported. Moist, open places and fields. Comp. F. pyramidata",,,
sji,Asteraceae,Gamochaeta ustulata,Gamochaeta ustulata,"Common; waste areas, forest margins and meadows.",,,
sji,Asteraceae,Gnaphalium palustre,Gnaphalium palustre,"Vernal pools, puddles and other damp, open places; common.",,,
sji,Asteraceae,Gnaphalium uliginosum,Gnaphalium uliginosum,"Open ruderal sites, especially lawns or cut-over areas.",,,
sji,Asteraceae,Grindelia hirsutula,Grindelia hirsutula,Common throughout.,,,
sji,Asteraceae,Grindelia integrifolia,Grindelia integrifolia,"Coastal bluffs, beaches, salt marshes and meadows to high elevation meadows on Mt Constitution.",,,
sji,Asteraceae,Grindelia squarrosa,Grindelia squarrosa,"Shaded rocky talus and cliffs, local on Mt Constitution.",,,
sji,Asteraceae,Hemizonella minima,Hemizonella minima,"Henderson 1892 Mt Constitution, Giblin McConnell Island 2006. Also reported from Waldron.",,,
sji,Asteraceae,Hieracium albiflorum,Hieracium albiflorum,"Common; dry, open coniferous forest and margins.",,,
sji,Asteraceae,Hieracium flagellare,Pilosella flagellaris,Zika Mt Baker Rd. near airstrip Orcas 2003.,,,
sji,Asteraceae,Hieracium scouleri,Hieracium scouleri,Meadows and forest edges; known from historic report in Yellow-Wasp group. DT 1956. reported as H. albertinium Farr.,,,
sji,Asteraceae,Hieracium stoloniflorum,Pilosella stoloniflora,"Atkinson gravelly roadside Friday Harbour, San Juan 1984.",,,
sji,Asteraceae,Hypochaeris glabra,Hypochaeris glabra,Locally abundant; sandy meadows; most common on San Juan.,,,
sji,Asteraceae,Hypochaeris radicata,Hypochaeris radicata,Abundant; disturbed sites and meadows.,,,
sji,Asteraceae,Jacobaea maritima,Jacobaea maritima,"Zika Wild plants on cliff face 10 feet above ground level; full sun, with Sonchus, Orcas Ferry landing 2003.",,,
sji,Asteraceae,Jacobaea vulgaris,Jacobaea vulgaris,Spreading along forest margins and in cut-over areas.,,,
sji,Asteraceae,Jaumea carnosa,Jaumea carnosa,"Salt marshes; fairly common, forming dense colonies.",,,
sji,Asteraceae,Lactuca ludoviciana,Lactuca ludoviciana,"Along banks at False Bay, San Juan. Denton 1974.",,,
sji,Asteraceae,Lactuca serriola,Lactuca serriola,"Common to abundant; hard-packed, sun-baked soils.",,,
sji,Asteraceae,Lapsana communis,Lapsana communis,"Aggressive weed, common.",,,
sji,Asteraceae,Leontodon autumnalis,Scorzoneroides autumnalis,"Occasional on San Juan, chiefly near American Camp.",,,
sji,Asteraceae,Leontodon saxatilis,Leontodon saxatilis,"Vernal pools and damp, open ruderal sites; widespread but irregular.",,,
sji,Asteraceae,Leucanthemum maximum,Leucanthemum maximum,Cultivated and sometimes escaping and persisting.in Eagle Cove area.,,,
sji,Asteraceae,Leucanthemum vulgare,Leucanthemum vulgare,Abundant and escaping; common in roadside vegetation.,,,
sji,Asteraceae,Logfia minima,Logfia minima,"PZ 2007 Cattle Point Road, San Juan. Dry roadsides bordering cattle pasture, with Centaurea x psammogena, Daucus carota, Hypericum perforatum, Cirsium vulgare. Dunwddie 2018 Skull Island.",,,
sji,Asteraceae,Madia exigua,Madia exigua,Fairly common; sloping grass prairies and rocky outcrops.,,,
sji,Asteraceae,Madia glomerata,Madia glomerata,Roadsides to meadows; ocasional.,,,
sji,Asteraceae,Madia gracilis,Madia gracilis,"Fairly common and widespread, dry upland meadows.",,,
sji,Asteraceae,Madia sativa,Madia sativa,Gravelly roadsides to strand; occasional.,,,
sji,Asteraceae,Matricaria discoidea,Matricaria discoidea,"Sandy roadsides, waste ground or gravel pits.",,,
sji,Asteraceae,Mauranthemum paludosum,Mauranthemum paludosum,"Atkinson gravel roadside Friday Harbour, San Juan 1992.",,,
sji,Asteraceae,Microseris bigelovii,Microseris bigelovii,Vernally moist depressions or seeps on dunes or coastal bluff. Peck 1923 Shaw and San Juan. Not recently located.,,,
sji,Asteraceae,Mycelis muralis,Mycelis muralis,Abundant; woods.,,,
sji,Asteraceae,Packera indecora,Packera indecora,"Mt Constitution Riggs 1908, Henderson 1892. Summit Lake, sphagnum bogs and lake edges. One site on San Juan. Collections at WTU labeled indecora. Kibbe collection 1908 at WWB labeled P.pauciflora (Pursh) Á. Löve & D. Löve",,,
sji,Asteraceae,Packera macounii,Packera macounii,"Locally common, Mt Constitution; rocky slopes and dry forest margin; also Blakely, Brown, Shaw and San Juan.",,,
sji,Asteraceae,Petasites frigidus var. palmatus,Petasites frigidus palmatus,"Rare; single site Friday Harbour along roadside just east of ferry landing. Moist shady, rocky road cut, north-northeasterly exposure, with Myosotis arvensis and Anchusa officinalis.",,,
sji,Asteraceae,Pseudognaphalium stramineum,Pseudognaphalium stramineum,Dry forest margins and cut-over areas; occasional.,,,
sji,Asteraceae,Pseudognaphalium thermale,Pseudognaphalium thermale,"Dry, open places, cut-over land; occasional.",,,
sji,Asteraceae,Psilocarphus elatior,Psilocarphus elatior,"Peck Friday Harbour, San Juan 1923.",,,
sji,Asteraceae,Psilocarphus tenellus,Psilocarphus tenellus,Vernal pools to roadside gravel; widespread and fairly common on San Juan.,,,
sji,Asteraceae,Senecio sylvaticus,Senecio sylvaticus,"Adventive; dry, gravelley or rocky sites, cut-over areas.",,,
sji,Asteraceae,Senecio vulgaris,Senecio vulgaris,"Common; rocky meadows, waste places and gardens.",,,
sji,Asteraceae,Solidago lepida var. lepida,Solidago lepida lepida,"Fairly common; roadsides, fields and strand.",,,
sji,Asteraceae,Solidago simplex var. simplex,Solidago simplex simplex,Rocky talus high on Mt Constitution; local. Reported as S. spathulata DC. var. s.,,,
sji,Asteraceae,Soliva sessilis,Soliva sessilis,"San Juan, Turn, Jones, Matia Islands. Dunwiddie Sucia Island 2020 on iNaturalist. Zika Ferry landing, Orcas 2021.",,,
sji,Asteraceae,Sonchus arvensis ssp. uliginosus,Sonchus arvensis uliginosus,"Widespread but uncommon; landward edges of salt marshes and other low, wet sites.",,,
sji,Asteraceae,Sonchus asper,Sonchus asper,Common weed; waste places throughout.,,,
sji,Asteraceae,Sonchus oleraceus,Sonchus oleraceus,Common weed.,,,
sji,Asteraceae,Symphyotrichum boreale,Symphyotrichum boreale,Rare; sphagnum bogs on Orcas. Reported as Aster junciformis.,,,
sji,Asteraceae,Symphyotrichum bracteolatum,Symphyotrichum bracteolatum,Wet open places or ditches; often in thickeds; common.,,,
sji,Asteraceae,Symphyotrichum chilense,Symphyotrichum chilense,"Moist, open places and ditches; rare on San Juan. Atkinson 1992 Symphyotrichum hallii (A. Gray) G.L. Nesom restricted location.",,,
sji,Asteraceae,Symphyotrichum spathulatum,Symphyotrichum spathulatum,"Gregg Friday Harbor, 2 mi S of Limekiln Light, San Juan Island 1962 voucher at FMNH",,,
sji,Asteraceae,Symphyotrichum subspicatum,Symphyotrichum subspicatum,"Mesic sites, usually near salt water; fairly common and widespread.",,,
sji,Asteraceae,Tanacetum balsamita,Tanacetum balsamita,Escaped or adventive along sidewalks in Friday Harbour.,,,
sji,Asteraceae,Tanacetum parthenium,Tanacetum parthenium,"Cultivated and escaping, chiefly in towns; Atkinson Cattle Point, San Juan 1992",,,
sji,Asteraceae,Tanacetum vulgare,Tanacetum vulgare,Occasional on roadsides; chiefly on Lopez.,,,
sji,Asteraceae,Taraxacum erythrospermum,Taraxacum erythrospermum,Occasional; open rocky outcrops to waste places. Marx San Juan and Orcas 2009.,,,
sji,Asteraceae,Taraxacum officinale,Taraxacum officinale,Common.,,,
sji,Asteraceae,Tragopogon dubius,Tragopogon dubius,Occasional; upland meadow; chiefly Orcas and San Juan.,,,
sji,Asteraceae,Tragopogon porrifolius,Tragopogon porrifolius,Widespread; roadsides.,,,
sji,Asteraceae,Tragopogon pratensis,Tragopogon pratensis,"Roadcuts and open, rocky slopes, occasional on Orcas.",,,
sji,Asteraceae,Tripleurospermum inodorum,Tripleurospermum inodorum,Sandy roadsides or gravel pits; weedy; occasional.,,,
sji,Asteraceae,Uropappus lindleyi,Uropappus lindleyi,"dry, rocky edge of forest and meadow; rare; known from historic reports in Wasp-Yellow group. DT 1956",,,
sji,Athyriaceae,Athyrium distentifolium ssp. americanum,Athyrium distentifolium americanum,"Rare, wet rock seeps, upper elevations, Mt Constitution. Originally collected by Pope 1904.",,,
sji,Athyriaceae,Athyrium filix-femina ssp. cyclosorum,Athyrium filix-femina cyclosorum,"Common; moist woods, fens and open wet waste places.",,,
sji,Berberidaceae,Achlys triphylla,Achlys triphylla,"iNaturalist report from Rocky Bay, San Juan 2019. Atkinson & Sharpe dedicated searches have not located this species on the San Juan Islands. A. californica known from Whidbey Island 2015.",,,
sji,Berberidaceae,Berberis aquifolium,Berberis aquifolium,"Open, rocky slopes near salt water or forest margins.",,,
sji,Berberidaceae,Berberis nervosa,Berberis nervosa,"Abundant, forming extensive colonies in shady woods.",,,
sji,Betulaceae,Alnus rubra,Alnus rubra,"Disturbed, open places, margins and wet places; common.",,,
sji,Betulaceae,Alnus viridis ssp. sinuata,Alnus alnobetula sinuata,"Local on summit of Mt Constitution; open rocky slopes. Disjunct at Spenser Spit State Park, Lopez Island. Dunwiddie Matia Island 2008.",,,
sji,Betulaceae,Betula papyrifera,Betula papyrifera,"Streams, valleys, riparian habitat; occasional. Little Patos Island Dunwiddie 2018.",,,
sji,Betulaceae,Betula pendula,Betula pendula,"Atkinson Friday Harbour, San Juan.",,,
sji,Betulaceae,Corylus cornuta ssp. californica,Corylus cornuta californica,Introduced but apparently rare as a native in the Wasp Island group. Yellow Island Habegger 1996.,,,
sji,Blechnaceae,Struthiopteris spicant,Struthiopteris spicant,"Deep, moist coniferous woods. Uncommon but widespread. Most common on Blakely and Orcas Islands.",,,
