iNaturalist taxon name,iNaturalist taxon ID,Taxon name,ambiguousNameMatch,nameStatus,Author,Observation count,Coordinates,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,First Reported By,First Source,First Institution Code,First Place Name,First Catalogue Number,First observationId,First Date Reported,Last Reported By,Last Source,Last Institution Code,Last Place Name,Last Catalogue Number,Last observationId,Last Date Reported,Food Value,Medicinal Value,Spiritual Value,Material Value,Trade Value,Indicator Value,Hulquminum Name,Hulquminum Authority
Clione limacina,55297,Clione limacina,0,accepted,"(Phipps, 1774)",1,"{""iNat:37294883"":null}",Animalia,Mollusca,,,Gastropoda,Heterobranchia,,Pteropoda,Gymnosomata,,Clionoidea,Clionidae,,,Clione,limacina,,,,,,iNat:37294883,2020-01-05T00:00:00.000Z,,,,,,iNat:37294883,2020-01-05T00:00:00.000Z,,,,,,,,
Coanicardita ventricosa,1223439,Coanicardita ventricosa,0,accepted,"(Gould, 1850)",1,"{""d45cdf91-60c0-4c3a-93d7-afcab276509a"":null}",Animalia,Mollusca,,,Bivalvia,Autobranchia,,Carditida,,,Carditoidea,Carditidae,Scalaricarditinae,,Coanicardita,ventricosa,Dan Quayle,RBCM,,,989-00278-006,d45cdf91-60c0-4c3a-93d7-afcab276509a,1959-12-11T00:00:00.000Z,Dan Quayle,RBCM,,,989-00278-006,d45cdf91-60c0-4c3a-93d7-afcab276509a,1959-12-11T00:00:00.000Z,,,,,,,,
Compsomyax subdiaphana,957357,Compsomyax subdiaphana,0,accepted,"(Carpenter, 1864)",3,"{""896e2759-9a5b-4b91-998b-1171c15b2c9e"":null,""c14bbd9c-91f9-40cf-bd23-4014b3e655e6"":null,""9944f39a-9f43-4a68-afb7-a04c591b3b27"":null}",Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Venerida,,,Veneroidea,Veneridae,Clementiinae,,Compsomyax,subdiaphana,Dan Quayle,RBCM,,,989-00278-012,896e2759-9a5b-4b91-998b-1171c15b2c9e,1959-12-11T00:00:00.000Z,,RBCM,,,976-01146-006,c14bbd9c-91f9-40cf-bd23-4014b3e655e6,1961-06-22T00:00:00.000Z,,,,,,,,
Coryphella trilineata,1392222,Coryphella trilineata,0,accepted,"(O'Donoghue, 1921)",68,"{""imerss.org:PMLS:420"":null,""imerss.org:PMLS:514"":null,""imerss.org:PMLS:1049"":null,""imerss.org:PMLS:1413"":null,""imerss.org:PMLS:2021"":null,""imerss.org:PMLS:2220"":null,""imerss.org:PMLS:2929"":null,""imerss.org:PMLS:3937"":null,""imerss.org:PMLS:5227"":null,""imerss.org:PMLS:5409"":null,""imerss.org:PMLS:5892"":null,""imerss.org:PMLS:6012"":null,""imerss.org:PMLS:6120"":null,""imerss.org:PMLS:6511"":null,""imerss.org:PMLS:6679"":null,""imerss.org:PMLS:7030"":null,""imerss.org:PMLS:7434"":null,""imerss.org:PMLS:8324"":null,""imerss.org:PMLS:8948"":null,""imerss.org:PMLS:10209"":null,""imerss.org:PMLS:10279"":null,""imerss.org:PMLS:10440"":null,""imerss.org:PMLS:10881"":null,""imerss.org:PMLS:11037"":null,""imerss.org:PMLS:11140"":null,""imerss.org:PMLS:11328"":null,""imerss.org:PMLS:11642"":null,""imerss.org:PMLS:11944"":null,""imerss.org:PMLS:12653"":null,""imerss.org:PMLS:12877"":null,""imerss.org:PMLS:14210"":null,""imerss.org:PMLS:14400"":null,""imerss.org:PMLS:14886"":null,""imerss.org:PMLS:15184"":null,""imerss.org:PMLS:15503"":null,""imerss.org:PMLS:15962"":null,""imerss.org:PMLS:16701"":null,""imerss.org:PMLS:17329"":null,""imerss.org:PMLS:18189"":null,""imerss.org:PMLS:18427"":null,""iNat:128527371"":null,""iNat:128527435"":null,""iNat:129150961"":null,""iNat:129151027"":null,""iNat:129151033"":null,""iNat:129151045"":null,""iNat:129284405"":null,""iNat:166657436"":null,""iNat:24750315"":null,""iNat:30009612"":null,""iNat:68751817"":null,""iNat:68751818"":null,""iNat:68751819"":null,""iNat:68751954"":null,""iNat:68752665"":null,""iNat:68793034"":null,""iNat:68793035"":null,""iNat:68793036"":null,""iNat:68793037"":null,""iNat:68793275"":null,""iNat:68793508"":null,""iNat:68793509"":null,""iNat:68793510"":null,""iNat:68793511"":null,""iNat:69243372"":null,""iNat:69243373"":null,""iNat:164549618"":null,""iNat:164580515"":null}",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,,Fionoidea,Coryphellidae,,,Coryphella,trilineata,Andy Lamb,PMLS,,,,imerss.org:PMLS:420,1985-08-02T00:00:00.000Z,,,,,,iNat:166657436,2023-05-28T00:00:00.000Z,,,,,,,,
Coryphella trophina,1376715,Coryphella trophina,0,accepted,"(Bergh, 1890)",42,"{""imerss.org:PMLS:419"":null,""imerss.org:PMLS:513"":null,""imerss.org:PMLS:652"":null,""imerss.org:PMLS:2219"":null,""imerss.org:PMLS:2419"":null,""imerss.org:PMLS:3245"":null,""imerss.org:PMLS:3333"":null,""imerss.org:PMLS:3807"":null,""imerss.org:PMLS:4027"":null,""imerss.org:PMLS:4366"":null,""imerss.org:PMLS:4527"":null,""imerss.org:PMLS:4770"":null,""imerss.org:PMLS:8408"":null,""imerss.org:PMLS:8601"":null,""imerss.org:PMLS:8947"":null,""imerss.org:PMLS:10119"":null,""imerss.org:PMLS:10604"":null,""imerss.org:PMLS:11035"":null,""imerss.org:PMLS:11539"":null,""imerss.org:PMLS:11641"":null,""imerss.org:PMLS:13422"":null,""imerss.org:PMLS:14764"":null,""imerss.org:PMLS:14885"":null,""imerss.org:PMLS:14983"":null,""imerss.org:PMLS:15280"":null,""imerss.org:PMLS:15502"":null,""imerss.org:PMLS:15620"":null,""imerss.org:PMLS:16168"":null,""imerss.org:PMLS:16337"":null,""imerss.org:PMLS:17631"":null,""imerss.org:PMLS:18187"":null,""imerss.org:PMLS:18238"":null,""imerss.org:PMLS:18514"":null,""imerss.org:PMLS:18630"":null,""iNat:2976615"":null,""iNat:31489535"":null,""iNat:31489536"":null,""iNat:31489541"":null,""iNat:31489544"":null,""iNat:68751258"":null,""iNat:68751510"":null,""iNat:68752664"":null}",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,,Fionoidea,Coryphellidae,,,Coryphella,trophina,Andy Lamb,PMLS,,,,imerss.org:PMLS:419,1985-08-02T00:00:00.000Z,Stefania Gorgopa,PMLS,,,,imerss.org:PMLS:18630,2019-05-05T00:00:00.000Z,,,,,,,,
Coryphella verrucosa,633193,Coryphella verrucosa,0,accepted,"(M. Sars, 1829)",41,"{""imerss.org:PMLS:1048"":null,""imerss.org:PMLS:2511"":null,""imerss.org:PMLS:2687"":null,""imerss.org:PMLS:2928"":null,""imerss.org:PMLS:5408"":null,""imerss.org:PMLS:6678"":null,""imerss.org:PMLS:9559"":null,""imerss.org:PMLS:9916"":null,""imerss.org:PMLS:10208"":null,""imerss.org:PMLS:10278"":null,""imerss.org:PMLS:10439"":null,""imerss.org:PMLS:10512"":null,""imerss.org:PMLS:10605"":null,""imerss.org:PMLS:10709"":null,""imerss.org:PMLS:10880"":null,""imerss.org:PMLS:11036"":null,""imerss.org:PMLS:11327"":null,""imerss.org:PMLS:12048"":null,""imerss.org:PMLS:12565"":null,""imerss.org:PMLS:12652"":null,""imerss.org:PMLS:12749"":null,""imerss.org:PMLS:12876"":null,""imerss.org:PMLS:17328"":null,""imerss.org:PMLS:18188"":null,""imerss.org:PMLS:18280"":null,""iNat:186891665"":null,""iNat:31489537"":null,""iNat:68751254"":null,""iNat:68751255"":null,""iNat:68751506"":null,""iNat:68751938"":null,""iNat:68751940"":null,""iNat:68752652"":null,""iNat:68752653"":null,""iNat:68752655"":null,""iNat:68752656"":null,""iNat:68793028"":null,""iNat:68793265"":null,""iNat:68793494"":null,""iNat:97205563"":null,""iNat:136884698"":null}",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,,Fionoidea,Coryphellidae,,,Coryphella,verrucosa,Andy Lamb,PMLS,,,,imerss.org:PMLS:1048,1994-09-10T00:00:00.000Z,,,,,,iNat:186891665,2023-10-08T00:00:00.000Z,,,,,,,,
Crassadoma gigantea,54526,Crassadoma gigantea,0,accepted,"(J.E. Gray, 1825)",236,"{""imerss.org:PMLS:21"":null,""imerss.org:PMLS:69"":null,""imerss.org:PMLS:251"":null,""imerss.org:PMLS:306"":null,""imerss.org:PMLS:404"":null,""imerss.org:PMLS:496"":null,""imerss.org:PMLS:572"":null,""imerss.org:PMLS:643"":null,""imerss.org:PMLS:722"":null,""imerss.org:PMLS:803"":null,""imerss.org:PMLS:873"":null,""imerss.org:PMLS:942"":null,""imerss.org:PMLS:1036"":null,""imerss.org:PMLS:1122"":null,""imerss.org:PMLS:1264"":null,""imerss.org:PMLS:1400"":null,""imerss.org:PMLS:1491"":null,""imerss.org:PMLS:1592"":null,""imerss.org:PMLS:1685"":null,""imerss.org:PMLS:1774"":null,""imerss.org:PMLS:2024"":null,""imerss.org:PMLS:2108"":null,""imerss.org:PMLS:2223"":null,""imerss.org:PMLS:2314"":null,""imerss.org:PMLS:2422"":null,""imerss.org:PMLS:2596"":null,""imerss.org:PMLS:2688"":null,""imerss.org:PMLS:2749"":null,""imerss.org:PMLS:2803"":null,""imerss.org:PMLS:2907"":null,""imerss.org:PMLS:3033"":null,""imerss.org:PMLS:3132"":null,""imerss.org:PMLS:3224"":null,""imerss.org:PMLS:3427"":null,""imerss.org:PMLS:3557"":null,""imerss.org:PMLS:3685"":null,""imerss.org:PMLS:3798"":null,""imerss.org:PMLS:3925"":null,""imerss.org:PMLS:4010"":null,""imerss.org:PMLS:4129"":null,""imerss.org:PMLS:4240"":null,""imerss.org:PMLS:4353"":null,""imerss.org:PMLS:4435"":null,""imerss.org:PMLS:4518"":null,""imerss.org:PMLS:4636"":null,""imerss.org:PMLS:4750"":null,""imerss.org:PMLS:4869"":null,""imerss.org:PMLS:4972"":null,""imerss.org:PMLS:5066"":null,""imerss.org:PMLS:5209"":null,""imerss.org:PMLS:5302"":null,""imerss.org:PMLS:5392"":null,""imerss.org:PMLS:5498"":null,""imerss.org:PMLS:5582"":null,""imerss.org:PMLS:5672"":null,""imerss.org:PMLS:5770"":null,""imerss.org:PMLS:5872"":null,""imerss.org:PMLS:5999"":null,""imerss.org:PMLS:6102"":null,""imerss.org:PMLS:6220"":null,""imerss.org:PMLS:6309"":null,""imerss.org:PMLS:6405"":null,""imerss.org:PMLS:6505"":null,""imerss.org:PMLS:6578"":null,""imerss.org:PMLS:6671"":null,""imerss.org:PMLS:6774"":null,""imerss.org:PMLS:6885"":null,""imerss.org:PMLS:7012"":null,""imerss.org:PMLS:7139"":null,""imerss.org:PMLS:7296"":null,""imerss.org:PMLS:7419"":null,""imerss.org:PMLS:7529"":null,""imerss.org:PMLS:7633"":null,""imerss.org:PMLS:7735"":null,""imerss.org:PMLS:7840"":null,""imerss.org:PMLS:7931"":null,""imerss.org:PMLS:8040"":null,""imerss.org:PMLS:8131"":null,""imerss.org:PMLS:8231"":null,""imerss.org:PMLS:8317"":null,""imerss.org:PMLS:8396"":null,""imerss.org:PMLS:8497"":null,""imerss.org:PMLS:8591"":null,""imerss.org:PMLS:8682"":null,""imerss.org:PMLS:8778"":null,""imerss.org:PMLS:8858"":null,""imerss.org:PMLS:8938"":null,""imerss.org:PMLS:9010"":null,""imerss.org:PMLS:9100"":null,""imerss.org:PMLS:9186"":null,""imerss.org:PMLS:9263"":null,""imerss.org:PMLS:9338"":null,""imerss.org:PMLS:9434"":null,""imerss.org:PMLS:9543"":null,""imerss.org:PMLS:9658"":null,""imerss.org:PMLS:9778"":null,""imerss.org:PMLS:9898"":null,""imerss.org:PMLS:9999"":null,""imerss.org:PMLS:10106"":null,""imerss.org:PMLS:10197"":null,""imerss.org:PMLS:10268"":null,""imerss.org:PMLS:10335"":null,""imerss.org:PMLS:10431"":null,""imerss.org:PMLS:10588"":null,""imerss.org:PMLS:10690"":null,""imerss.org:PMLS:10855"":null,""imerss.org:PMLS:11015"":null,""imerss.org:PMLS:11126"":null,""imerss.org:PMLS:11309"":null,""imerss.org:PMLS:11435"":null,""imerss.org:PMLS:11527"":null,""imerss.org:PMLS:11632"":null,""imerss.org:PMLS:11728"":null,""imerss.org:PMLS:11818"":null,""imerss.org:PMLS:11926"":null,""imerss.org:PMLS:12032"":null,""imerss.org:PMLS:12113"":null,""imerss.org:PMLS:12214"":null,""imerss.org:PMLS:12306"":null,""imerss.org:PMLS:12374"":null,""imerss.org:PMLS:12461"":null,""imerss.org:PMLS:12547"":null,""imerss.org:PMLS:12644"":null,""imerss.org:PMLS:12730"":null,""imerss.org:PMLS:12856"":null,""imerss.org:PMLS:12974"":null,""imerss.org:PMLS:13072"":null,""imerss.org:PMLS:13181"":null,""imerss.org:PMLS:13305"":null,""imerss.org:PMLS:13415"":null,""imerss.org:PMLS:13495"":null,""imerss.org:PMLS:13579"":null,""imerss.org:PMLS:13689"":null,""imerss.org:PMLS:13797"":null,""imerss.org:PMLS:13888"":null,""imerss.org:PMLS:13988"":null,""imerss.org:PMLS:14055"":null,""imerss.org:PMLS:14126"":null,""imerss.org:PMLS:14198"":null,""imerss.org:PMLS:14288"":null,""imerss.org:PMLS:14386"":null,""imerss.org:PMLS:14476"":null,""imerss.org:PMLS:14563"":null,""imerss.org:PMLS:14656"":null,""imerss.org:PMLS:14756"":null,""imerss.org:PMLS:14866"":null,""imerss.org:PMLS:14967"":null,""imerss.org:PMLS:15067"":null,""imerss.org:PMLS:15174"":null,""imerss.org:PMLS:15270"":null,""imerss.org:PMLS:15365"":null,""imerss.org:PMLS:15486"":null,""imerss.org:PMLS:15599"":null,""imerss.org:PMLS:15712"":null,""imerss.org:PMLS:15820"":null,""imerss.org:PMLS:15944"":null,""imerss.org:PMLS:16060"":null,""imerss.org:PMLS:16159"":null,""imerss.org:PMLS:16239"":null,""imerss.org:PMLS:16326"":null,""imerss.org:PMLS:16409"":null,""imerss.org:PMLS:16505"":null,""imerss.org:PMLS:16600"":null,""imerss.org:PMLS:16691"":null,""imerss.org:PMLS:16752"":null,""imerss.org:PMLS:16818"":null,""imerss.org:PMLS:16927"":null,""imerss.org:PMLS:17062"":null,""imerss.org:PMLS:17117"":null,""imerss.org:PMLS:17200"":null,""imerss.org:PMLS:17309"":null,""imerss.org:PMLS:17399"":null,""imerss.org:PMLS:17502"":null,""imerss.org:PMLS:17612"":null,""imerss.org:PMLS:17718"":null,""imerss.org:PMLS:17790"":null,""imerss.org:PMLS:17842"":null,""imerss.org:PMLS:17918"":null,""imerss.org:PMLS:17988"":null,""imerss.org:PMLS:18064"":null,""imerss.org:PMLS:18162"":null,""imerss.org:PMLS:18265"":null,""imerss.org:PMLS:18348"":null,""imerss.org:PMLS:18452"":null,""imerss.org:PMLS:18476"":null,""imerss.org:PMLS:18540"":null,""imerss.org:PMLS:18598"":null,""imerss.org:PMLS:18625"":null,""iNat:128527430"":null,""iNat:129151016"":null,""iNat:129151048"":null,""iNat:166657338"":null,""iNat:2854818"":null,""iNat:7647289"":null,""iNat:7674357"":null,""iNat:67834424"":null,""iNat:69845926"":null,""iNat:70487042"":null,""iNat:70500148"":null,""iNat:70500155"":null,""iNat:70864436"":null,""iNat:71173024"":null,""iNat:72907402"":null,""iNat:86788005"":null,""iNat:88328907"":null,""iNat:96543070"":null,""iNat:96543077"":null,""iNat:102593856"":null,""iNat:107457350"":null,""iNat:124076140"":null,""iNat:156181076"":null,""iNat:163264972"":null,""iNat:164549662"":null,""iNat:164555187"":null,""iNat:164580500"":null,""iNat:164585562"":null,""iNat:164755170"":null,""iNat:167489198"":null,""iNat:167489203"":null,""iNat:169325598"":null,""iNat:169897142"":null,""iNat:169897152"":null,""iNat:169897155"":null,""iNat:173354565"":null,""iNat:173366469"":null,""iNat:173366481"":null,""iNat:173548268"":null,""iNat:174578489"":null,""iNat:174579518"":null,""iNat:175875907"":null,""iNat:177622897"":null,""iNat:177622932"":null,""iNat:181865006"":null,""iNat:182593042"":null,""iNat:182740647"":null,""iNat:182740653"":null}",Animalia,Mollusca,,,Bivalvia,Autobranchia,,Pectinida,,,Pectinoidea,Pectinidae,Pedinae,Crassadomini,Crassadoma,gigantea,Andy Lamb,PMLS,,,,imerss.org:PMLS:21,1969-02-21T00:00:00.000Z,,,,,,iNat:182740647,2023-09-10T00:00:00.000Z,,,,,,,,
Crenella decussata,193939,Crenella decussata,0,accepted,"(Montagu, 1808)",1,"{""1e44bd40-d394-4b39-a9ec-45e122d5658d"":null}",Animalia,Mollusca,,,Bivalvia,Autobranchia,,Mytilida,,,Mytiloidea,Mytilidae,Crenellinae,,Crenella,decussata,Dan Quayle,RBCM,,,989-00278-013,1e44bd40-d394-4b39-a9ec-45e122d5658d,1959-12-11T00:00:00.000Z,Dan Quayle,RBCM,,,989-00278-013,1e44bd40-d394-4b39-a9ec-45e122d5658d,1959-12-11T00:00:00.000Z,,,,,,,,
Crepidula nummaria,117325,Crepidula cf. nummaria,0,accepted,,3,"{""imerss.org:PMLS:1041"":null,""imerss.org:PMLS:2915"":null,""imerss.org:PMLS:10002"":null}",Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,,Calyptraeoidea,Calyptraeidae,,,Crepidula,nummaria,Andy Lamb,PMLS,,,,imerss.org:PMLS:1041,1994-09-10T00:00:00.000Z,Andy Lamb,PMLS,,,,imerss.org:PMLS:10002,2009-03-07T00:00:00.000Z,,,,,,,,
Crepidula norrisiarum,485954,Crepidula norrisiarum,0,accepted,"Williamson, 1905",7,"{""imerss.org:PMLS:1861"":null,""imerss.org:PMLS:1938"":null,""imerss.org:PMLS:2015"":null,""imerss.org:PMLS:2914"":null,""imerss.org:PMLS:5216"":null,""imerss.org:PMLS:6002"":null,""imerss.org:PMLS:11932"":null}",Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,,Calyptraeoidea,Calyptraeidae,,,Crepidula,norrisiarum,Charlie Gibbs,PMLS,,,,imerss.org:PMLS:1861,1995-02-26T00:00:00.000Z,Andy Lamb,PMLS,,,,imerss.org:PMLS:11932,2009-10-10T00:00:00.000Z,,,,,,,,
Cryptochiton stelleri,49053,Cryptochiton stelleri,0,accepted,"(Middendorff, 1847)",118,"{""imerss.org:PMLS:153"":null,""imerss.org:PMLS:249"":null,""imerss.org:PMLS:402"":null,""imerss.org:PMLS:494"":null,""imerss.org:PMLS:570"":null,""imerss.org:PMLS:794"":null,""imerss.org:PMLS:870"":null,""imerss.org:PMLS:940"":null,""imerss.org:PMLS:1033"":null,""imerss.org:PMLS:1120"":null,""imerss.org:PMLS:1241"":null,""imerss.org:PMLS:1398"":null,""imerss.org:PMLS:1489"":null,""imerss.org:PMLS:1683"":null,""imerss.org:PMLS:1857"":null,""imerss.org:PMLS:1932"":null,""imerss.org:PMLS:2010"":null,""imerss.org:PMLS:2208"":null,""imerss.org:PMLS:2301"":null,""imerss.org:PMLS:2409"":null,""imerss.org:PMLS:2503"":null,""imerss.org:PMLS:2587"":null,""imerss.org:PMLS:2679"":null,""imerss.org:PMLS:2801"":null,""imerss.org:PMLS:2904"":null,""imerss.org:PMLS:3031"":null,""imerss.org:PMLS:3220"":null,""imerss.org:PMLS:3555"":null,""imerss.org:PMLS:3796"":null,""imerss.org:PMLS:3923"":null,""imerss.org:PMLS:4127"":null,""imerss.org:PMLS:4238"":null,""imerss.org:PMLS:4634"":null,""imerss.org:PMLS:4748"":null,""imerss.org:PMLS:5206"":null,""imerss.org:PMLS:5580"":null,""imerss.org:PMLS:5670"":null,""imerss.org:PMLS:5870"":null,""imerss.org:PMLS:6099"":null,""imerss.org:PMLS:6218"":null,""imerss.org:PMLS:6403"":null,""imerss.org:PMLS:6502"":null,""imerss.org:PMLS:6577"":null,""imerss.org:PMLS:6772"":null,""imerss.org:PMLS:6883"":null,""imerss.org:PMLS:7010"":null,""imerss.org:PMLS:7733"":null,""imerss.org:PMLS:7837"":null,""imerss.org:PMLS:8038"":null,""imerss.org:PMLS:8229"":null,""imerss.org:PMLS:8315"":null,""imerss.org:PMLS:8776"":null,""imerss.org:PMLS:8856"":null,""imerss.org:PMLS:8937"":null,""imerss.org:PMLS:9336"":null,""imerss.org:PMLS:9776"":null,""imerss.org:PMLS:9896"":null,""imerss.org:PMLS:9997"":null,""imerss.org:PMLS:10196"":null,""imerss.org:PMLS:10266"":null,""imerss.org:PMLS:10334"":null,""imerss.org:PMLS:10429"":null,""imerss.org:PMLS:10508"":null,""imerss.org:PMLS:10586"":null,""imerss.org:PMLS:10688"":null,""imerss.org:PMLS:11012"":null,""imerss.org:PMLS:11205"":null,""imerss.org:PMLS:11307"":null,""imerss.org:PMLS:11433"":null,""imerss.org:PMLS:11526"":null,""imerss.org:PMLS:11924"":null,""imerss.org:PMLS:12030"":null,""imerss.org:PMLS:13303"":null,""imerss.org:PMLS:13494"":null,""imerss.org:PMLS:13986"":null,""imerss.org:PMLS:14195"":null,""imerss.org:PMLS:14286"":null,""imerss.org:PMLS:14654"":null,""imerss.org:PMLS:14864"":null,""imerss.org:PMLS:15065"":null,""imerss.org:PMLS:15172"":null,""imerss.org:PMLS:15484"":null,""imerss.org:PMLS:15596"":null,""imerss.org:PMLS:16057"":null,""imerss.org:PMLS:16689"":null,""imerss.org:PMLS:16925"":null,""imerss.org:PMLS:17060"":null,""imerss.org:PMLS:17396"":null,""imerss.org:PMLS:17610"":null,""imerss.org:PMLS:17717"":null,""imerss.org:PMLS:17916"":null,""imerss.org:PMLS:18063"":null,""imerss.org:PMLS:18160"":null,""imerss.org:PMLS:18264"":null,""imerss.org:PMLS:18451"":null,""imerss.org:PMLS:18539"":null,""imerss.org:PMLS:18573"":null,""iNat:3684476"":null,""iNat:6034101"":null,""iNat:129284375"":null,""iNat:186891641"":null,""iNat:14652327"":null,""iNat:43253007"":null,""iNat:43253008"":null,""iNat:70486996"":null,""iNat:70790703"":null,""iNat:72907395"":null,""iNat:77955974"":null,""iNat:82480576"":null,""iNat:110549097"":null,""iNat:164580494"":null,""iNat:164580495"":null,""iNat:164580503"":null,""iNat:174578949"":null,""iNat:177622901"":null,""iNat:177622938"":null,""iNat:177622939"":null,""iNat:182593038"":null}",Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,,Cryptoplacoidea,Acanthochitonidae,Cryptochitoninae,,Cryptochiton,stelleri,Andy Lamb,PMLS,,,,imerss.org:PMLS:153,1973-09-20T00:00:00.000Z,,,,,,iNat:186891641,2023-10-08T00:00:00.000Z,1,1,1,0,1,0,ukws',"(Thom, 2011)"
Cryptonatica aleutica,507519,Cryptonatica aleutica,0,accepted,"(Dall, 1919)",5,"{""imerss.org:PMLS:9552"":null,""imerss.org:PMLS:9670"":null,""imerss.org:PMLS:9911"":null,""imerss.org:PMLS:10114"":null,""imerss.org:PMLS:11027"":null}",Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,,Naticoidea,Naticidae,Naticinae,,Cryptonatica,aleutica,Andy Lamb,PMLS,,,,imerss.org:PMLS:9552,2009-01-30T00:00:00.000Z,Andy Lamb,PMLS,,,,imerss.org:PMLS:11027,2009-04-13T00:00:00.000Z,,,,,,,,
Cumanotus fernaldi,50462,Cumanotus fernaldi,0,accepted,"T.E. Thompson & G.H. Brown, 1984",1,"{""6b3e4b02-321e-4a6d-aa5c-a116ce0a025b"":null}",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,,Fionoidea,Cumanotidae,,,Cumanotus,fernaldi,Philip Lambert,RBCM,,,975-00224-006,6b3e4b02-321e-4a6d-aa5c-a116ce0a025b,1975-06-17T00:00:00.000Z,Philip Lambert,RBCM,,,975-00224-006,6b3e4b02-321e-4a6d-aa5c-a116ce0a025b,1975-06-17T00:00:00.000Z,,,,,,,,
Cuthona divae,47399,Cuthona divae,0,accepted,"(Er. Marcus, 1961)",4,"{""iNat:68751810"":null,""iNat:68751941"":null,""iNat:68751942"":null,""iNat:68793496"":null}",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,,Fionoidea,Cuthonidae,,,Cuthona,divae,,,,,,iNat:68751810,2014-04-08T00:00:00.000Z,,,,,,iNat:68793496,2014-04-09T00:00:00.000Z,,,,,,,,
Cuthonella concinna,521158,Cuthonella concinna,0,accepted,"(Alder & Hancock, 1843)",1,"{""iNat:68751943"":null}",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,,Fionoidea,Cuthonellidae,,,Cuthonella,concinna,,,,,,iNat:68751943,2014-04-08T00:00:00.000Z,,,,,,iNat:68751943,2014-04-08T00:00:00.000Z,,,,,,,,
Cyanoplax dentiens,71241,Cyanoplax dentiens,0,accepted,"(Gould, 1846)",3,"{""iNat:6223676"":null,""iNat:70487008"":null,""iNat:169897171"":null}",Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,,Mopalioidea,Tonicellidae,Tonicellinae,,Cyanoplax,dentiens,,,,,,iNat:6223676,2017-05-14T00:00:00.000Z,,,,,,iNat:169897171,2023-06-27T00:00:00.000Z,,,,,,,,
Cylichna attonsa,49792,Cylichna attonsa,0,accepted,"Carpenter, 1865",1,"{""703b1052-77c6-4a65-8303-af7286123b3d"":null}",Animalia,Mollusca,,,Gastropoda,Heterobranchia,,Cephalaspidea,,,Cylichnoidea,Cylichnidae,,,Cylichna,attonsa,Ian McTaggart-Cowan,RBCM,,,979-03321,703b1052-77c6-4a65-8303-af7286123b3d,1961-06-22T00:00:00.000Z,Ian McTaggart-Cowan,RBCM,,,979-03321,703b1052-77c6-4a65-8303-af7286123b3d,1961-06-22T00:00:00.000Z,,,,,,,,
Dendronotus albopunctatus,50328,Dendronotus albopunctatus,0,accepted,"Robilliard, 1972",1,"{""iNat:3705779"":null}",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,,Dendronotoidea,Dendronotidae,,,Dendronotus,albopunctatus,,,,,,iNat:3705779,2015-04-22T00:00:00.000Z,,,,,,iNat:3705779,2015-04-22T00:00:00.000Z,,,,,,,,
Dendronotus albus,47773,Dendronotus albus,0,accepted,"MacFarland, 1966",15,"{""imerss.org:PMLS:74"":null,""imerss.org:PMLS:417"":null,""imerss.org:PMLS:2020"":null,""imerss.org:PMLS:2417"":null,""imerss.org:PMLS:2926"":null,""imerss.org:PMLS:4447"":null,""imerss.org:PMLS:5315"":null,""imerss.org:PMLS:10877"":null,""imerss.org:PMLS:13899"":null,""imerss.org:PMLS:14209"":null,""imerss.org:PMLS:16700"":null,""imerss.org:PMLS:16945"":null,""iNat:68751256"":null,""iNat:68751944"":null,""iNat:68793266"":null}",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,,Dendronotoidea,Dendronotidae,,,Dendronotus,albus,Andy Lamb,PMLS,,,,imerss.org:PMLS:74,1969-02-22T00:00:00.000Z,Andy Lamb,PMLS,,,,imerss.org:PMLS:16945,2016-02-07T00:00:00.000Z,,,,,,,,
