key,latitude,longitude,iNaturalistTaxonName,CLASS,SUB_CLASS
PMLS:15191,48.938826,-123.501192,Dodecaceria fewkesi,Trincomali,
PMLS:16442,48.938826,-123.501192,Dodecaceria fewkesi,Trincomali,
PMLS:18284,48.94167,-123.51333,Dodecaceria fewkesi,Trincomali,
PMLS:18,48.939813,-123.501514,Eudistylia vancouveri,Trincomali,
PMLS:14401,48.938826,-123.501192,Eudistylia vancouveri,Trincomali,
iNat:6601087,48.9400252565,-123.5011828691,Eudistylia vancouveri,DP,sz
iNat:43026878,48.94021667,-123.50087833,Eudistylia vancouveri,Trincomali,
PMLS:19,48.939813,-123.501514,Schizobranchia insignis,Trincomali,
iNat:7674363,48.9404375172,-123.5040421484,Schizobranchia insignis,RW,se
PMLS:20,48.939813,-123.501514,Chlamys,Trincomali,
PMLS:1149,48.94167,-123.51333,Chlamys,Trincomali,
PMLS:14236,48.938826,-123.501192,Chlamys,Trincomali,
PMLS:21,48.939813,-123.501514,Crassadoma gigantea,Trincomali,
PMLS:1150,48.94167,-123.51333,Crassadoma gigantea,Trincomali,
PMLS:13363,48.939813,-123.501514,Crassadoma gigantea,Trincomali,
PMLS:14237,48.938826,-123.501192,Crassadoma gigantea,Trincomali,
PMLS:14407,48.938826,-123.501192,Crassadoma gigantea,Trincomali,
PMLS:15199,48.938826,-123.501192,Crassadoma gigantea,Trincomali,
PMLS:16444,48.938826,-123.501192,Crassadoma gigantea,Trincomali,
PMLS:18300,48.94167,-123.51333,Crassadoma gigantea,Trincomali,
iNat:7647289,48.940452,-123.50098,Crassadoma gigantea,DP,sz
iNat:7674357,48.9403529512,-123.5052437781,Crassadoma gigantea,WD,mx
PMLS:22,48.939813,-123.501514,Diodora aspera,Trincomali,
PMLS:15204,48.938826,-123.501192,Diodora aspera,Trincomali,
PMLS:23,48.939813,-123.501514,Nucella lamellosa,Trincomali,
PMLS:13369,48.939813,-123.501514,Nucella lamellosa,Trincomali,
PMLS:14244,48.938826,-123.501192,Nucella lamellosa,Trincomali,
PMLS:14411,48.938826,-123.501192,Nucella lamellosa,Trincomali,
PMLS:15205,48.938826,-123.501192,Nucella lamellosa,Trincomali,
PMLS:26,48.939813,-123.501514,Dendronotus iris,Trincomali,
PMLS:1160,48.94167,-123.51333,Dendronotus iris,Trincomali,
PMLS:13375,48.939813,-123.501514,Dendronotus iris,Trincomali,
PMLS:14251,48.938826,-123.501192,Dendronotus iris,Trincomali,
PMLS:14418,48.938826,-123.501192,Dendronotus iris,Trincomali,
PMLS:15212,48.938826,-123.501192,Dendronotus iris,Trincomali,
PMLS:18296,48.94167,-123.51333,Dendronotus iris,Trincomali,
iNat:2975966,48.940211,-123.502679,Dendronotus iris,MF,co
iNat:2975974,48.940211,-123.502679,Dendronotus iris,MF,co
iNat:3706371,48.940923,-123.503053,Dendronotus iris,Trincomali,
iNat:6298902,48.940751115,-123.503059744,Dendronotus iris,DP,sz
iNat:7647300,48.941072,-123.503812,Dendronotus iris,Trincomali,
PMLS:27,48.939813,-123.501514,Dirona albolineata,Trincomali,
PMLS:1162,48.94167,-123.51333,Dirona albolineata,Trincomali,
PMLS:13376,48.939813,-123.501514,Dirona albolineata,Trincomali,
PMLS:14253,48.938826,-123.501192,Dirona albolineata,Trincomali,
PMLS:14420,48.938826,-123.501192,Dirona albolineata,Trincomali,
PMLS:15214,48.938826,-123.501192,Dirona albolineata,Trincomali,
PMLS:16552,48.939813,-123.501514,Dirona albolineata,Trincomali,
PMLS:18678,48.938826,-123.501192,Dirona albolineata,Trincomali,
iNat:2909345,48.940454,-123.502114,Dirona albolineata,Trincomali,
iNat:2976490,48.940211,-123.502679,Dirona albolineata,MF,co
iNat:12684288,48.9411990748,-123.5051679611,Dirona albolineata,Trincomali,
PMLS:28,48.939813,-123.501514,Hermissenda crassicornis,Trincomali,
iNat:6298899,48.940751115,-123.503059744,Hermissenda crassicornis,DP,sz
iNat:7674344,48.9401943895,-123.5016009807,Hermissenda crassicornis,Trincomali,
PMLS:29,48.939813,-123.501514,Scyra acutifrons,Trincomali,
PMLS:1171,48.94167,-123.51333,Scyra acutifrons,Trincomali,
PMLS:13382,48.939813,-123.501514,Scyra acutifrons,Trincomali,
PMLS:14258,48.938826,-123.501192,Scyra acutifrons,Trincomali,
PMLS:14425,48.938826,-123.501192,Scyra acutifrons,Trincomali,
PMLS:15217,48.938826,-123.501192,Scyra acutifrons,Trincomali,
PMLS:18311,48.94167,-123.51333,Scyra acutifrons,Trincomali,
iNat:2976243,48.940211,-123.502679,Scyra acutifrons,MF,co
PMLS:30,48.939813,-123.501514,Phyllolithodes papillosus,Trincomali,
PMLS:13384,48.939813,-123.501514,Phyllolithodes papillosus,Trincomali,
PMLS:14428,48.938826,-123.501192,Phyllolithodes papillosus,Trincomali,
PMLS:15218,48.938826,-123.501192,Phyllolithodes papillosus,Trincomali,
PMLS:31,48.939813,-123.501514,Pagurus armatus,Trincomali,
PMLS:32,48.939813,-123.501514,Balanus nubilus,Trincomali,
PMLS:1178,48.94167,-123.51333,Balanus nubilus,Trincomali,
PMLS:13387,48.939813,-123.501514,Balanus nubilus,Trincomali,
PMLS:14260,48.938826,-123.501192,Balanus nubilus,Trincomali,
PMLS:14431,48.938826,-123.501192,Balanus nubilus,Trincomali,
PMLS:15222,48.938826,-123.501192,Balanus nubilus,Trincomali,
PMLS:16449,48.938826,-123.501192,Balanus nubilus,Trincomali,
PMLS:18305,48.94167,-123.51333,Balanus nubilus,Trincomali,
iNat:2975823,48.940211,-123.502679,Balanus nubilus,MF,co
PMLS:33,48.939813,-123.501514,Pisaster ochraceus,Trincomali,
PMLS:1179,48.94167,-123.51333,Pisaster ochraceus,Trincomali,
PMLS:13388,48.939813,-123.501514,Pisaster ochraceus,Trincomali,
PMLS:14261,48.938826,-123.501192,Pisaster ochraceus,Trincomali,
PMLS:14432,48.938826,-123.501192,Pisaster ochraceus,Trincomali,
PMLS:15223,48.938826,-123.501192,Pisaster ochraceus,Trincomali,
PMLS:18322,48.94167,-123.51333,Pisaster ochraceus,Trincomali,
iNat:3369533,48.9400488121,-123.5011955442,Pisaster ochraceus,DP,sz
iNat:6309348,48.9413184049,-123.5050821304,Pisaster ochraceus,Trincomali,
iNat:7647291,48.940508,-123.501151,Pisaster ochraceus,Trincomali,
iNat:7674354,48.940719403,-123.5047287939,Pisaster ochraceus,MF,co
iNat:12970639,48.9405771681,-123.5033499606,Pisaster ochraceus,RW,se
iNat:14775044,48.9411225762,-123.504135881,Pisaster ochraceus,Trincomali,
iNat:14775045,48.9409058785,-123.5032883029,Pisaster ochraceus,Trincomali,
iNat:15702527,48.9412373833,-123.5042914491,Pisaster ochraceus,Trincomali,
iNat:15702538,48.9411716928,-123.5035445099,Pisaster ochraceus,Trincomali,
iNat:15702546,48.941018255,-123.5033943062,Pisaster ochraceus,Trincomali,
iNat:15726101,48.940653,-123.502224,Pisaster ochraceus,Trincomali,
iNat:24588676,48.9395333333,-123.501725,Pisaster ochraceus,Trincomali,
iNat:25859725,48.940278,-123.500556,Pisaster ochraceus,Trincomali,
iNat:45326864,48.939770155,-123.500968192,Pisaster ochraceus,Trincomali,
PMLS:34,48.939813,-123.501514,Pisaster brevispinus,Trincomali,
PMLS:1180,48.94167,-123.51333,Pisaster brevispinus,Trincomali,
PMLS:13389,48.939813,-123.501514,Pisaster brevispinus,Trincomali,
PMLS:14262,48.938826,-123.501192,Pisaster brevispinus,Trincomali,
PMLS:14433,48.938826,-123.501192,Pisaster brevispinus,Trincomali,
PMLS:15224,48.938826,-123.501192,Pisaster brevispinus,Trincomali,
PMLS:16450,48.938826,-123.501192,Pisaster brevispinus,Trincomali,
PMLS:16556,48.939813,-123.501514,Pisaster brevispinus,Trincomali,
PMLS:18321,48.94167,-123.51333,Pisaster brevispinus,Trincomali,
iNat:4052572,48.94108,-123.501348,Pisaster brevispinus,Trincomali,
iNat:7647280,48.940113,-123.500722,Pisaster brevispinus,Trincomali,
iNat:12744163,48.9408929968,-123.5044072864,Pisaster brevispinus,MF,co
iNat:15726106,48.9411596545,-123.5038597402,Pisaster brevispinus,Trincomali,
iNat:24797936,48.9395912861,-123.5048467601,Pisaster brevispinus,Trincomali,
iNat:30009624,48.9389215184,-123.5022889613,Pisaster brevispinus,Trincomali,
PMLS:36,48.939813,-123.501514,Orthasterias koehleri,Trincomali,
PMLS:1182,48.94167,-123.51333,Orthasterias koehleri,Trincomali,
PMLS:13391,48.939813,-123.501514,Orthasterias koehleri,Trincomali,
PMLS:14264,48.938826,-123.501192,Orthasterias koehleri,Trincomali,
PMLS:14435,48.938826,-123.501192,Orthasterias koehleri,Trincomali,
PMLS:18320,48.94167,-123.51333,Orthasterias koehleri,Trincomali,
iNat:2976217,48.940211,-123.502679,Orthasterias koehleri,MF,co
iNat:3706322,48.9402414,-123.5043485,Orthasterias koehleri,RW,se
PMLS:37,48.939813,-123.501514,Dermasterias imbricata,Trincomali,
PMLS:1183,48.94167,-123.51333,Dermasterias imbricata,Trincomali,
PMLS:13392,48.939813,-123.501514,Dermasterias imbricata,Trincomali,
PMLS:14265,48.938826,-123.501192,Dermasterias imbricata,Trincomali,
PMLS:14436,48.938826,-123.501192,Dermasterias imbricata,Trincomali,
PMLS:15226,48.938826,-123.501192,Dermasterias imbricata,Trincomali,
PMLS:16451,48.938826,-123.501192,Dermasterias imbricata,Trincomali,
PMLS:16558,48.939813,-123.501514,Dermasterias imbricata,Trincomali,
PMLS:18318,48.94167,-123.51333,Dermasterias imbricata,Trincomali,
iNat:2975990,48.940211,-123.502679,Dermasterias imbricata,MF,co
iNat:7673053,48.940109823,-123.5029742717,Dermasterias imbricata,MF,co
iNat:10686862,48.9392617252,-123.5014225916,Dermasterias imbricata,Trincomali,
iNat:24798607,48.9395912861,-123.5048467601,Dermasterias imbricata,Trincomali,
iNat:30009601,48.9389215184,-123.5022889613,Dermasterias imbricata,Trincomali,
iNat:45326872,48.9402798406,-123.5025131443,Dermasterias imbricata,Trincomali,
PMLS:38,48.939813,-123.501514,Henricia aspera,Trincomali,
PMLS:1185,48.94167,-123.51333,Henricia aspera,Trincomali,
PMLS:39,48.939813,-123.501514,Pycnopodia helianthoides,Trincomali,
PMLS:1187,48.94167,-123.51333,Pycnopodia helianthoides,Trincomali,
PMLS:13396,48.939813,-123.501514,Pycnopodia helianthoides,Trincomali,
PMLS:14268,48.938826,-123.501192,Pycnopodia helianthoides,Trincomali,
PMLS:14438,48.938826,-123.501192,Pycnopodia helianthoides,Trincomali,
PMLS:15228,48.938826,-123.501192,Pycnopodia helianthoides,Trincomali,
PMLS:16559,48.939813,-123.501514,Pycnopodia helianthoides,Trincomali,
PMLS:18323,48.94167,-123.51333,Pycnopodia helianthoides,Trincomali,
iNat:2976203,48.940211,-123.502679,Pycnopodia helianthoides,MF,co
iNat:7659540,48.9411141762,-123.5033400635,Pycnopodia helianthoides,Trincomali,
iNat:12684294,48.9407071879,-123.5046851635,Pycnopodia helianthoides,MF,co
iNat:12970756,48.9402121387,-123.5013874137,Pycnopodia helianthoides,Trincomali,
iNat:14437140,48.9413123767,-123.5054233413,Pycnopodia helianthoides,Trincomali,
iNat:15702550,48.9412719493,-123.5045959358,Pycnopodia helianthoides,Trincomali,
PMLS:40,48.939813,-123.501514,Crossaster papposus,Trincomali,
PMLS:13397,48.939813,-123.501514,Crossaster papposus,Trincomali,
PMLS:41,48.939813,-123.501514,Solaster dawsoni,Trincomali,
PMLS:1188,48.94167,-123.51333,Solaster dawsoni,Trincomali,
PMLS:13398,48.939813,-123.501514,Solaster dawsoni,Trincomali,
PMLS:14269,48.938826,-123.501192,Solaster dawsoni,Trincomali,
PMLS:14439,48.938826,-123.501192,Solaster dawsoni,Trincomali,
PMLS:42,48.939813,-123.501514,Solaster stimpsoni,Trincomali,
PMLS:1189,48.94167,-123.51333,Solaster stimpsoni,Trincomali,
PMLS:13399,48.939813,-123.501514,Solaster stimpsoni,Trincomali,
PMLS:14270,48.938826,-123.501192,Solaster stimpsoni,Trincomali,
PMLS:14440,48.938826,-123.501192,Solaster stimpsoni,Trincomali,
PMLS:43,48.939813,-123.501514,Mesocentrotus franciscanus,Trincomali,
PMLS:1193,48.94167,-123.51333,Mesocentrotus franciscanus,Trincomali,
PMLS:13402,48.939813,-123.501514,Mesocentrotus franciscanus,Trincomali,
PMLS:14272,48.938826,-123.501192,Mesocentrotus franciscanus,Trincomali,
PMLS:14441,48.938826,-123.501192,Mesocentrotus franciscanus,Trincomali,
PMLS:15229,48.938826,-123.501192,Mesocentrotus franciscanus,Trincomali,
PMLS:16452,48.938826,-123.501192,Mesocentrotus franciscanus,Trincomali,
PMLS:16560,48.939813,-123.501514,Mesocentrotus franciscanus,Trincomali,
PMLS:18325,48.94167,-123.51333,Mesocentrotus franciscanus,Trincomali,
iNat:2975842,48.940211,-123.502679,Mesocentrotus franciscanus,MF,co
iNat:2975853,48.940211,-123.502679,Mesocentrotus franciscanus,MF,co
iNat:2975872,48.940211,-123.502679,Mesocentrotus franciscanus,MF,co
iNat:2975984,48.940211,-123.502679,Mesocentrotus franciscanus,MF,co
iNat:24792555,48.9395912861,-123.5048467601,Mesocentrotus franciscanus,Trincomali,
PMLS:44,48.939813,-123.501514,Strongylocentrotus droebachiensis,Trincomali,
PMLS:18324,48.94167,-123.51333,Strongylocentrotus droebachiensis,Trincomali,
PMLS:45,48.939813,-123.501514,Apostichopus californicus,Trincomali,
PMLS:1194,48.94167,-123.51333,Apostichopus californicus,Trincomali,
PMLS:13403,48.939813,-123.501514,Apostichopus californicus,Trincomali,
PMLS:14442,48.938826,-123.501192,Apostichopus californicus,Trincomali,
PMLS:15230,48.938826,-123.501192,Apostichopus californicus,Trincomali,
PMLS:16453,48.938826,-123.501192,Apostichopus californicus,Trincomali,
PMLS:16561,48.939813,-123.501514,Apostichopus californicus,Trincomali,
PMLS:18326,48.94167,-123.51333,Apostichopus californicus,Trincomali,
iNat:3705817,48.9401164003,-123.5017132759,Apostichopus californicus,Trincomali,
iNat:7660496,48.9402414,-123.5043485,Apostichopus californicus,RW,se
iNat:7674343,48.9403212389,-123.5024592876,Apostichopus californicus,Trincomali,
iNat:7674352,48.9410012871,-123.5053296087,Apostichopus californicus,MF,co
iNat:24798608,48.9395912861,-123.5048467601,Apostichopus californicus,Trincomali,
PMLS:46,48.939813,-123.501514,Cucumaria miniata,Trincomali,
PMLS:1195,48.94167,-123.51333,Cucumaria miniata,Trincomali,
PMLS:13404,48.939813,-123.501514,Cucumaria miniata,Trincomali,
PMLS:14443,48.938826,-123.501192,Cucumaria miniata,Trincomali,
PMLS:15231,48.938826,-123.501192,Cucumaria miniata,Trincomali,
PMLS:16454,48.938826,-123.501192,Cucumaria miniata,Trincomali,
PMLS:16562,48.939813,-123.501514,Cucumaria miniata,Trincomali,
iNat:3705818,48.9415399162,-123.5057687759,Cucumaria miniata,Trincomali,
iNat:7647271,48.940508,-123.501924,Cucumaria miniata,Trincomali,
iNat:7660658,48.9400289161,-123.5017521957,Cucumaria miniata,Trincomali,
iNat:12684291,48.9411018254,-123.5033118725,Cucumaria miniata,Trincomali,
iNat:24792366,48.9395912861,-123.5048467601,Cucumaria miniata,Trincomali,
PMLS:47,48.939813,-123.501514,Corella willmeriana,Trincomali,
PMLS:1198,48.94167,-123.51333,Corella willmeriana,Trincomali,
PMLS:13407,48.939813,-123.501514,Corella willmeriana,Trincomali,
PMLS:14445,48.938826,-123.501192,Corella willmeriana,Trincomali,
PMLS:18328,48.94167,-123.51333,Corella willmeriana,Trincomali,
PMLS:48,48.939813,-123.501514,Ascidia paratropa,Trincomali,
PMLS:49,48.939813,-123.501514,Cnemidocarpa finmarkiensis,Trincomali,
PMLS:1199,48.94167,-123.51333,Cnemidocarpa finmarkiensis,Trincomali,
PMLS:13408,48.939813,-123.501514,Cnemidocarpa finmarkiensis,Trincomali,
PMLS:14274,48.938826,-123.501192,Cnemidocarpa finmarkiensis,Trincomali,
PMLS:14446,48.938826,-123.501192,Cnemidocarpa finmarkiensis,Trincomali,
PMLS:15237,48.938826,-123.501192,Cnemidocarpa finmarkiensis,Trincomali,
PMLS:16563,48.939813,-123.501514,Cnemidocarpa finmarkiensis,Trincomali,
PMLS:18329,48.94167,-123.51333,Cnemidocarpa finmarkiensis,Trincomali,
iNat:2976148,48.940211,-123.502679,Cnemidocarpa finmarkiensis,MF,co
iNat:4015210,48.9408568217,-123.5019443034,Cnemidocarpa finmarkiensis,Trincomali,
iNat:7659298,48.9402414,-123.5043485,Cnemidocarpa finmarkiensis,RW,se
PMLS:54,48.939813,-123.501514,Artedius harringtoni,Trincomali,
PMLS:1214,48.94167,-123.51333,Artedius harringtoni,Trincomali,
PMLS:13430,48.939813,-123.501514,Artedius harringtoni,Trincomali,
PMLS:14286,48.938826,-123.501192,Artedius harringtoni,Trincomali,
PMLS:14464,48.938826,-123.501192,Artedius harringtoni,Trincomali,
PMLS:16464,48.938826,-123.501192,Artedius harringtoni,Trincomali,
PMLS:18349,48.94167,-123.51333,Artedius harringtoni,Trincomali,
iNat:30009638,48.9389215184,-123.5022889613,Artedius harringtoni,Trincomali,
PMLS:55,48.939813,-123.501514,Jordania zonope,Trincomali,
PMLS:1215,48.94167,-123.51333,Jordania zonope,Trincomali,
PMLS:13431,48.939813,-123.501514,Jordania zonope,Trincomali,
PMLS:14287,48.938826,-123.501192,Jordania zonope,Trincomali,
PMLS:14465,48.938826,-123.501192,Jordania zonope,Trincomali,
PMLS:15244,48.938826,-123.501192,Jordania zonope,Trincomali,
PMLS:16465,48.938826,-123.501192,Jordania zonope,Trincomali,
PMLS:16572,48.939813,-123.501514,Jordania zonope,Trincomali,
PMLS:18350,48.94167,-123.51333,Jordania zonope,Trincomali,
iNat:2976049,48.940211,-123.502679,Jordania zonope,MF,co
iNat:2976356,48.940211,-123.502679,Jordania zonope,MF,co
iNat:2976649,48.940211,-123.502679,Jordania zonope,MF,co
PMLS:14217,48.938826,-123.501192,Urticina grebelnyi,Trincomali,
PMLS:14387,48.938826,-123.501192,Urticina grebelnyi,Trincomali,
iNat:2975837,48.940211,-123.502679,Urticina grebelnyi,MF,co
iNat:3706034,48.9401395387,-123.5023784637,Urticina grebelnyi,Trincomali,
iNat:6298901,48.940751115,-123.503059744,Urticina grebelnyi,DP,sz
iNat:7660200,48.9400130412,-123.5019457336,Urticina grebelnyi,Trincomali,
iNat:12970658,48.9401543379,-123.5011183618,Urticina grebelnyi,DP,sz
iNat:45326902,48.9403545137,-123.5007747776,Urticina grebelnyi,Trincomali,
PMLS:1125,48.94167,-123.51333,Urticina clandestina,Trincomali,
PMLS:13346,48.939813,-123.501514,Urticina clandestina,Trincomali,
PMLS:14218,48.938826,-123.501192,Urticina clandestina,Trincomali,
PMLS:14388,48.938826,-123.501192,Urticina clandestina,Trincomali,
PMLS:18281,48.94167,-123.51333,Urticina clandestina,Trincomali,
iNat:2976318,48.940211,-123.502679,Urticina clandestina,MF,co
iNat:2976389,48.940211,-123.502679,Urticina clandestina,MF,co
iNat:7647277,48.940508,-123.501237,Urticina clandestina,Trincomali,
iNat:12970638,48.9404080366,-123.5029315351,Urticina clandestina,Trincomali,
PMLS:15189,48.938826,-123.501192,Tubulanus sexlineatus,Trincomali,
