Taxon,Author,Subtaxon Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Origin,Status,Reporting,Documenting,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,GBIF ID,First Documented,Documenter,iNaturalist Link,Notes,ID,Stats Code
Ceratagallia californica,(Baker),,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Auchenorrhycna,Cicadoidea,Cicadellidae,,Ceratagallia,,native,,reported,unobserved,1989-08-19,Geoffrey G.E. Scudder,CNC,CNC 984914,,,,,,,ART
Colladonus arctostaphyli,Downes,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Auchenorrhyncha,Membracoidea,Cicadellidae,,Colladonus,,native,,reported,unobserved,1980-09-01,Geoffrey G.E. Scudder,SEM,???,,,,,,787517,ART
Colladonus montanus reductus,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Auchenorrhycna,Cicadoidea,Cicadellidae,,Colladonus,,native,,reported,unobserved,1990-09-30,Geoffrey G.E. Scudder,SEM,SEM-UBC CICA-0093,,,,,reported as Colladonus reductus,,ART
Deltocephalus fuscinervosus,Van Duzee,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Auchenorrhycna,Cicadoidea,Cicadellidae,,Deltocephalus,,native,,reported,unobserved,1986-10-13,Geoffrey G.E. Scudder,SEM,SEM-UBC CICA-0112,,,,,,,ART
Deltocephalus vanduzei,Gillette & Baker,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Auchenorrhycna,Cicadoidea,Cicadellidae,,Deltocephalus,,native,,reported,unobserved,1986-10-13,Geoffrey G.E. Scudder,CNC,CNC 754585,,,,,,,ART
Deltocephalus vanfus,Kramer,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Auchenorrhycna,Cicadoidea,Cicadellidae,,Deltocephalus,,native,,reported,unobserved,1990-09-01,Geoffrey G.E. Scudder,SEM,SEM-UBC CICA-0117,,,,,,,ART
Dikraneura absenta,DeLong & Cvaldwell,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Auchenorrhycna,Cicadoidea,Cicadellidae,,Dikraneura,,native,,reported,unobserved,1989-06-25,Geoffrey G.E. Scudder,CNC,CNC#HEM 406255,,,,,,,ART
Dikraneura rufula,Gillette,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Auchenorrhycna,Cicadoidea,Cicadellidae,,Dikraneura,,native,,reported,unobserved,1990-09-01,Geoffrey G.E. Scudder,SEM,SEM-UBC CICA-0121,,,,,,,ART
Draeculacephala robinsoni,Hamilton,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Auchenorrhycna,Cicadoidea,Cicadellidae,,Draeculacephala,,native,,new 2019,unobserved,2019-08-20,Chris G. Ratzlaff,CGR,,,,,,,,ART
Empoasca sp.,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Auchenorrhyncha,Membracoidea,Cicadellidae,,Empoasca,,,,new 2017,observed,,,,,,2017-05-13,Scott Gilmore,https://www.inaturalist.org/observations/6223422,,518476,ART
Idiocerus iodes,Hamilton,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Auchenorrhycna,Cicadoidea,Cicadellidae,,Idiocerus,,native,,reported,unobserved,1983-05-01,Geoffrey G.E. Scudder,CNC,CNC#HEM 405740,,,,,,,ART
Okanagana rimosa,(Say),,cicada,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Auchenorrhyncha,Cicadoidea,Cicadidae,Tibicininae,Okanagana,Tibicinini,native,,reported,unobserved,1984-07-01,J. Scudder,SEM,SEM-UBC CIC-0004,,,,,,176579,ART
Ceraleptus pacificus,Barber,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Coreoidea,Coreidae,Pseudophloeinae,Ceraleptus,Pseudophloeini,native,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,533261,ART
Coriomeris insularis,Dolling & Yonke,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Coreoidea,Coreidae,Pseudophloeinae,Coriomeris,Pseudophloeini,native,,reported,unobserved,1970-08-30,Geoffrey G.E. Scudder,RBCM,ENT991-133485,,,,,,217596,ART
Leptoglossus occidentalis,Heidemann,,western conifer seed bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Coreoidea,Coreidae,Coreinae,Leptoglossus,Anisoscelini,native,,confirmed,observed,1975-10-25,J. Scudder,SEM,SEM-UBC HET-3658,,2015-07-02,Andrew Simon,http://www.inaturalist.org/observations/1728336,I found this insect moving about on the seeds of dock (Rumex sp),67771,ART
Callicorixa vulnerata,(Uhler),,water boatman,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Corixoidea,Corixidae,Corixinae,Callicorixa,Corixini,native,,reported,unobserved,1972-03-18,Geoffrey G.E. Scudder,SEM,SEM-UBC COR-0892,,,,,,498430,ART
Corisella inscripta,(Uhler),,water boatman,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Corixoidea,Corixidae,Corixinae,Corisella,Corixini,native,,reported,unobserved,1982-04-09,Geoffrey G.E. Scudder,SEM,SEM-UBC COR-2076,,,,,,498432,ART
Hesperocorixa atopodonta,(Hungerford),,water boatman,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Corixoidea,Corixidae,Corixinae,Hesperocorixa,Corixini,native,,reported,unobserved,1984-03-05,Geoffrey G.E. Scudder,SEM,SEM-UBC COR-2293,,,,,,221231,ART
Hesperocorixa laevigata,(Uhler),,water boatman,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Corixoidea,Corixidae,Corixinae,Hesperocorixa,Corixini,native,,reported,unobserved,1982-04-09,Geoffrey G.E. Scudder,SEM,SEM-UBC COR-2546,,,,,,221236,ART
Hesperocorixa vulgaris,(Hungerford),,water boatman,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Corixoidea,Corixidae,Corixinae,Hesperocorixa,Corixini,native,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,221243,ART
Sigara omani,(Hungerford),,water boatman,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Corixoidea,Corixidae,Corixinae,Sigara,Corixini,native,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,450962,ART
Cymus luridus,Stål,,true bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Lygaeoidea,Cymidae,,Cymus,,native,,reported,unobserved,1974-06-16,Geoffrey G.E. Scudder,SEM,SEM-UBC HET-2861,,,,,,453839,ART
Delphacodes lutulentella,Muir & Gifford,,delphacid planthopper,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Auchenorrhyncha,Fulgoroidea,Delphacidae,Delphacinae,Delphacodes,Delphacini,native,,reported,unobserved,1989-06-24,Geoffrey G.E. Scudder,SEM,SEM-UBC DEL-0041,,,,,,498435,ART
Javesella lutulentella,(Muir & Gifford),,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Auchenorrhycna,Fulgoroidea,Delphacidae,,Javesella,,native,,reported,unobserved,1989-06-24,Geoffrey G.E. Scudder,SEM,SEM-UBC DEL-0041,,,,,,,ART
Liburniella ornata,,,ornate planthopper,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Auchenorrhyncha,Fulgoroidea,Delphacidae,Delphacinae,Liburniella,Delphacini,exotic,,new 2019,observed,2019-08-21,Chris G. Ratzlaff,CGR,,,2019-08-21,Chris Ratzlaff,https://www.inaturalist.org/observations/44952769,,326721,ART
Nothodelphax consimilis,,,delphacid planthopper,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Auchenorrhyncha,Fulgoroidea,Delphacidae,,Delphacodes,,native,,reported,unobserved,1973-07-19,Geoffrey G.E. Scudder,SEM,SEM-UBC DEL-0027,,,,,reported as Delphacodes consimilis,,ART
Nothodelphax consimilis,(Van Duzee),,delphacid planthopper,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Auchenorrhyncha,Fulgoroidea,Delphacidae,Delphacinae,Nothodelphax,Delphacini,native,,reported,unobserved,1973-07-19,Geoffrey G.E. Scudder,SEM,SEM-UBC DEL-0027,,,,,,500961,ART
Nothodelphax occlusa,(Van Duzee),,delphacid planthopper,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Auchenorrhyncha,Fulgoroidea,Delphacidae,Delphacinae,Nothodelphax,Delphacini,native,,reported,unobserved,1982-05-09,Geoffrey G.E. Scudder,SEM,SEM-UBC DEL-0103,,,,,,498415,ART
Stenocranus felti,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Auchenorrhyncha,Fulgoroidea,Delphacidae,Stenocraninae,Stenocranus,,native,,new 2019,observed,2019-08-22,Chris G. Ratzlaff,CGR,,,2019-08-22,Chris Ratzlaff,https://www.inaturalist.org/observations/44952768,,451288,ART
Omolicna sp.,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Auchenorrhyncha,Fulgoroidea,Derbidae,Derbinae,Omolicna,Cenchreini,native,,reported,unobserved,1981-04-18,Richard Cannings,RBCM,ENT991-148232,,,,,,340042,ART
Periphyllus testudinaceus,(Fernie),,Common Maple Aphid,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Sternorrhyncha,Aphidoidea,Drepanosiphidae,,Periphyllus,,exotic,,reported,unobserved,2000-05-18,C.-K. Chan,CNC,CNCHEM033498,,,,,,,ART
Tuberculatus columbiae,Richards,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Sternorrhyncha,Aphidoidea,Drepanosiphidae,,Tuberculatus,,native,,reported,unobserved,2000-05-18,C.-K. Chan,CNC,CNCHEM033483,,,,,,,ART
Geocoris bullatus,(Say),,big-eyed bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Lygaeoidea,Geocoridae,Geocorinae,Geocoris,,native,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,296394,ART
Aquarius remigis,,,common water strider,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Gerroidea,Gerridae,Gerrinae,Aquarius,Gerrini,native,,new 2018,observed,,,,,,2018-07-02,Christian Adler,https://www.inaturalist.org/observations/16739770,,59651,ART
Gerris buenoi,Kirkaldy,,water strider,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Gerroidea,Gerridae,Gerrinae,Gerris,Gerrini,native,,reported,unobserved,1982-05-09,Geoffrey G.E. Scudder,SEM,SEM-UBC GER-3314,,,,,,220375,ART
Gerris incognitus,Drake & Hottes,,water strider,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Gerroidea,Gerridae,Gerrinae,Gerris,Gerrini,native,,reported,unobserved,1971-04-03,Geoffrey G.E. Scudder,SEM,SEM-UBC GER-1450,,,,,,209850,ART
Gerris incurvatus,Drake & Hottes,,water strider,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Gerroidea,Gerridae,Gerrinae,Gerris,Gerrini,native,,reported,unobserved,1985-04-05,Geoffrey G.E. Scudder,SEM,SEM-UBC GER-2105,,,,,,878056,ART
Gerris pingreensis,Drake & Hottes,,water strider,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Gerroidea,Gerridae,Gerrinae,Gerris,Gerrini,native,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,453233,ART
Limnoporus notabilis,Drake & Hottes,,water strider,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Gerroidea,Gerridae,Gerrinae,Limnoporus,Gerrini,native,,reported,unobserved,1977-04-09,Geoffrey G.E. Scudder,SEM,SEM-UBC GER-2972,,,,,,366934,ART
Neophyllura arbuti,(Schwarz),,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Sternorrhyncha,Psylloidea,Liviidae,,Neophyllura,,native,,reported,unobserved,1928-06-27,unknown,EMEC,EMEC715578,,,,,,,ART
Kleidocerys franciscanus,(Stal),,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Lygaeoidea,Lygaeidae,Ischnorhynchinae,Kleidocerys,,native,,reported,unobserved,1984-07-19,Geoffrey G.E. Scudder,SEM,SEM-UBC LYG-0003,,,,,,,ART
Kleidocerys resedae,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Lygaeoidea,Lygaeidae,Ischnorhynchinae,Kleidocerys,,native,,confirmed,observed,1969-05-18,Geoffrey G.E. Scudder,RBCM,ENT017-011892,,2017-05-14,Scott Gilmore,https://www.inaturalist.org/observations/6345410,,555944,ART
Lygaeus kalmii,,,small milkweed bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Lygaeoidea,Lygaeidae,Lygaeinae,Lygaeus,,native,,new 2015,observed,,,,,,2015-08-28,Andrew Simon,http://www.inaturalist.org/observations/1930975,,62045,ART
Neacoryphus bicrucis,(Say),,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Lygaeoidea,Lygaeidae,Lygaeinae,Neacoryphus,,native,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,261608,ART
Nysius niger,Baker,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Lygaeoidea,Lygaeidae,Orsillinae,Nysius,Nysiini,native,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,453993,ART
Nysius tenellus,Barber,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Lygaeoidea,Lygaeidae,Orsillinae,Nysius,Nysiini,native,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,296406,ART
Platycotis vittata,(Fabricius),,oak tree hopper,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Auchenorrhyncha,Membracoidea,Membracidae,Membracinae,Platycotis,Hoplophorionini,native,,confirmed,observed,1982-08-25,Geoffrey G.E. Scudder,SEM,SEM-UBC HOM-0030,,2017-05-13,Scott Gilmore,https://www.inaturalist.org/observations/6203555,syn. Platycotis quadrivittata,48679,ART
Mesovelia mulsanti,White,,water treader,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Mesovelioidea,Mesoveliidae,,Mesovelia,,native,,reported,unobserved,1984-09-01,Geoffrey G.E. Scudder,SEM,SEM-UBC HET-5809,,,,,,224954,ART
Asciodema obsoleta,(Fieber),,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Miroidea,Miridae,Phylinae,Asciodema,Phylini,exotic,,reported,unobserved,1989-06-24,Geoffrey G.E. Scudder,CNCI,AMNH_PBI000 85885,,,,,,,ART
Atractotomus cooperi,Stonedahl,,plant bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Miroidea,Miridae,Phylinae,Atractotomus,Nasocorini,native,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,1030945,ART
Blepharidopterus angulatus,(Fallén),,plant bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Miroidea,Miridae,Orthotylinae,Blepharidopterus,Orthotylini,exotic,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,481398,ART
Blepharidopterus provancheri,(Burque),,plant bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Miroidea,Miridae,Orthotylinae,Blepharidopterus,Orthotylini,native,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,453803,ART
Campyloneura virgula,(Herrich-Schaeffer),,plant bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Miroidea,Miridae,Bryocorinae,Campyloneura,Eccritotarsini,exotic,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,360042,ART
Ceratocapsus apicatus,(Van Duzee),,plant bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Miroidea,Miridae,Orthotylinae,Ceratocapsus,Ceratocapsini,native,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,511474,ART
Ceratocapsus cunealis,Henry,,plant bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Miroidea,Miridae,Orthotylinae,Ceratocapsus,Ceratocapsini,native,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,,ART
Ceratocapsus denticulatus,Knight,,plant bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Miroidea,Miridae,Orthotylinae,Ceratocapsus,Ceratocapsini,native,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,1026418,ART
Compsidolon salicellum,(Herrich-Schaeffer),,plant bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Miroidea,Miridae,Phylinae,Compsidolon,Phylini,exotic,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,481115,ART
Deraeocoris brevis,(Uhler),,plant bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Miroidea,Miridae,Deraeocorinae,Deraeocoris,Deraeocorini,native,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,453847,ART
Deraeocoris incertus,Knight,,plant bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Miroidea,Miridae,Deraeocorinae,Deraeocoris,Deraeocorini,native,,reported,unobserved,1973-07-20,Geoffrey G.E. Scudder,SEM,??,,,,,,498436,ART
Deraeocoris rubroclarus,Knight,,plant bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Miroidea,Miridae,Deraeocorinae,Deraeocoris,Deraeocorini,native,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,1021379,ART
Deraeocoris sp.,,,plant bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Miroidea,Miridae,Deraeocorinae,Deraeocoris,Deraeocorini,,,new 2017,observed,,,,,,2017-05-13,Scott Gilmore,https://www.inaturalist.org/observations/6223435,,173953,ART
Dicyphus discrepans,Knight,,plant bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Miroidea,Miridae,Bryocorinae,Dicyphus,Dicyphini,native,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,354555,ART
Lopidea ampla,Van Duzee,,plant bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Miroidea,Miridae,Orthotylinae,Lopidea,Orthotylini,native,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,551347,ART
Lopus decolor,(Fallén),,plant bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Miroidea,Miridae,Phylinae,Lopus,Cremnorrhinini,exotic,,confirmed,observed,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,2016-07-07,Andrew Simon,http://www.inaturalist.org/observations/3641743,The sap-sucking Lopus decolor observed feeding on Meadow fescue (Schedonorus pratensis),391877,ART
Lygus convexicollis,Reuter,,plant bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Miroidea,Miridae,Mirinae,Lygus,Mirini,native,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,554236,ART
Lygus humeralis,Knight,,plant bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Miroidea,Miridae,Mirinae,Lygus,Mirini,native,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,1029853,ART
Lygus shulli,Knight,,plant bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Miroidea,Miridae,Mirinae,Lygus,Mirini,native,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,453940,ART
Malacocoris chlorizans,(Panzer),,plant bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Miroidea,Miridae,Orthotylinae,Malacocoris,Orthotylini,exotic,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,481040,ART
Mecomma gilvipes,(Stål),,plant bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Miroidea,Miridae,Orthotylinae,Mecomma,Orthotylini,native,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,453949,ART
Nonlygus nubilatus,(Knight),,plant bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Miroidea,Miridae,Mirinae,Nonlygus,Mirini,native,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,480967,ART
Orthocephalus coriaceus,(Fabricius),,plant bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Miroidea,Miridae,Orthotylinae,Orthocephalus,Halticini,exotic,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,522997,ART
Orthops scutellatus,Uhler,,plant bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Miroidea,Miridae,Mirinae,Orthops,Mirini,native,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,362169,ART
Orthotylus albocostatus,"Van Duzee, 1918",,plant bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Miroidea,Miridae,Orthotylinae,Orthotylus,Orthotylini,native,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,reported as Melanotrichus albocostatus,741018,ART
Orthotylus concolor,"(Kirschbaum, 1856)",,plant bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Miroidea,Miridae,Orthotylinae,Orthotylus,Orthotylini,exotic,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,reported as Melanotrichus concolor,887633,ART
Orthotylus flavosparsus,"(C.Sahlberg, 1841)",,plant bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Miroidea,Miridae,Orthotylinae,Orthotylus,Orthotylini,native,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,reported as Melanotrichus flavosparsus,577805,ART
Orthotylus virescens,"(Douglas & Scott, 1865)",,plant bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Miroidea,Miridae,Orthotylinae,Orthotylus,Orthotylini,exotic,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,reported as Melanotrichus virescens,887646,ART
Paraproba cincta,"Van Duzee, 1917",,plant bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Miroidea,Miridae,Orthotylinae,Paraproba,Orthotylini,native,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,,ART
Phytocoris eurekae,Bliven,,plant bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Miroidea,Miridae,Mirinae,Phytocoris,Mirini,native,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,1029859,ART
Phytocoris inops,Uhler,,plant bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Miroidea,Miridae,Mirinae,Phytocoris,Mirini,native,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,1026433,ART
Phytocoris juliae,Stonedahl,,plant bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Miroidea,Miridae,Mirinae,Phytocoris,Mirini,native,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,1026961,ART
Phytocoris neglectus,Knight,,plant bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Miroidea,Miridae,Mirinae,Phytocoris,Mirini,native,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,454027,ART
Phytocoris tiliae,(Fabricius),,plant bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Miroidea,Miridae,Mirinae,Phytocoris,Mirini,exotic,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,624545,ART
