id,institutionCode,collectionCode,ownerInstitutionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,higherClassification,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,subgenus,specificEpithet,verbatimTaxonRank,infraspecificEpithet,taxonRank,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,eventID,informationWithheld,dataGeneralizations,dynamicProperties,associatedOccurrences,associatedSequences,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,preparations,locationID,continent,waterBody,islandGroup,island,country,stateProvince,county,municipality,locality,locationRemarks,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordID,references,Name,Description,geometry,_93,Name Status,Referred iNaturalist Id,Referred iNaturalist Name
274540,MSC,Lichen,NA,5f30e2b3-b8ac-4f8e-8d85-718a8d09f07f,PreservedSpecimen,NA,MSC0079133,NA,Fungi|Dikarya|Ascomycota|Pezizomycotina|Lecanoromycetes|Lecanoromycetidae|Lecanorales|Sphaerophoraceae|Sphaerophorus,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Sphaerophoraceae,Sphaerophorus globosus,52635,(Hudson) Vain.,Sphaerophorus,NA,globosus,NA,NA,Species,"Ohlsson, Karl E",1973,NA,NA,NA,NA,NA,"Ohlsson, Karl E",628,1969-07-11,1969,7,11,192,NA,11 July 1969,3169,Dense Thuja-Abies forest; On Tsuga,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canada,British Columbia,NA,NA,Black Tusk Area in Garibaldi Provincial Park,NA,NA,NA,NA,NA,OrigDegMin?,NA,NA,NA,914,NA,NA,NA,NA,NA,NA,NA,NA,2018-04-25 21:11:58,http://creativecommons.org/licenses/by-nc/3.0/,NA,NA,87a76aa7-1743-4b49-a67d-d4d3449e2238,https://lichenportal.org/portal/collections/individual/index.php?occid=274540,Biodiversity Squamish boundary is the northern section south to Porteau Cove PP Border,,c(-123.0999985, 49.9500008),accepted,55241,Sphaerophorus globosus
274554,MSC,Lichen,NA,5f30e2b3-b8ac-4f8e-8d85-718a8d09f07f,PreservedSpecimen,NA,MSC0079146,NA,Fungi|Dikarya|Ascomycota|Pezizomycotina|Lecanoromycetes|Lecanoromycetidae|Lecanorales|Sphaerophoraceae|Sphaerophorus,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Sphaerophoraceae,Sphaerophorus globosus,52635,(Hudson) Vain.,Sphaerophorus,NA,globosus,NA,NA,Species,"Ohlsson, Karl E",1973,NA,NA,NA,NA,NA,"Ohlsson, Karl E",716,1969-07-12,1969,7,12,193,NA,12 July 1969,3174,"A sparse second growth of Thuja, Pinus, and Abies; On dead Tsuga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canada,British Columbia,NA,NA,"Alice Lake Provincial Park on Alice Lake, about 14 miles north of Squamish",NA,NA,NA,NA,NA,OrigDegMin?,NA,NA,NA,183,213,NA,NA,NA,NA,NA,NA,NA,2018-04-25 21:11:58,http://creativecommons.org/licenses/by-nc/3.0/,NA,NA,32094704-a539-44fd-a904-696fa19e67d5,https://lichenportal.org/portal/collections/individual/index.php?occid=274554,Biodiversity Squamish boundary is the northern section south to Porteau Cove PP Border,,c(-123.1166687, 49.7666664),accepted,55241,Sphaerophorus globosus
274555,MSC,Lichen,NA,5f30e2b3-b8ac-4f8e-8d85-718a8d09f07f,PreservedSpecimen,NA,MSC0079147,NA,Fungi|Dikarya|Ascomycota|Pezizomycotina|Lecanoromycetes|Lecanoromycetidae|Lecanorales|Sphaerophoraceae|Sphaerophorus,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Sphaerophoraceae,Sphaerophorus globosus,52635,(Hudson) Vain.,Sphaerophorus,NA,globosus,NA,NA,Species,"Ohlsson, Karl E",1973,NA,NA,NA,NA,NA,"Ohlsson, Karl E",731,1969-07-12,1969,7,12,193,NA,12 July 1969,3175,"A sparse second growth of Thuja, Pinus, and Abies; On a dead tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canada,British Columbia,NA,NA,"Alice Lake Provincial Park on Alice Lake, about 14 miles north of Squamish",NA,NA,NA,NA,NA,OrigDegMin?,NA,NA,NA,183,213,NA,NA,NA,NA,NA,NA,NA,2018-04-25 21:11:58,http://creativecommons.org/licenses/by-nc/3.0/,NA,NA,268cddbe-1bb5-4cdd-a46c-c452b7e28a70,https://lichenportal.org/portal/collections/individual/index.php?occid=274555,Biodiversity Squamish boundary is the northern section south to Porteau Cove PP Border,,c(-123.1166687, 49.7666664),accepted,55241,Sphaerophorus globosus
274559,MSC,Lichen,NA,5f30e2b3-b8ac-4f8e-8d85-718a8d09f07f,PreservedSpecimen,NA,MSC0079150,NA,Fungi|Dikarya|Ascomycota|Pezizomycotina|Lecanoromycetes|Lecanoromycetidae|Lecanorales|Sphaerophoraceae|Sphaerophorus,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Sphaerophoraceae,Sphaerophorus globosus,52635,(Hudson) Vain.,Sphaerophorus,NA,globosus,NA,NA,Species,"Ohlsson, Karl E",1973,NA,NA,NA,NA,NA,"Ohlsson, Karl E",896,1969-07-17,1969,7,17,198,NA,17 July 1969,3185,Pseudotsuga common on the lower slopes; On Pseudotsuga,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canada,British Columbia,NA,NA,About 1/2 miles southwest of Port Mellon,NA,NA,NA,NA,NA,OrigDegMin?,NA,NA,NA,305,NA,NA,NA,NA,NA,NA,NA,NA,2018-04-25 21:11:58,http://creativecommons.org/licenses/by-nc/3.0/,NA,NA,3498c3a8-3427-4a71-9fbd-ece7afb6f78b,https://lichenportal.org/portal/collections/individual/index.php?occid=274559,Biodiversity Squamish boundary is the northern section south to Porteau Cove PP Border,,c(-123.5, 49.5166664),accepted,55241,Sphaerophorus globosus
276134,MSC,Lichen,NA,5f30e2b3-b8ac-4f8e-8d85-718a8d09f07f,PreservedSpecimen,NA,MSC0080596,NA,Fungi|Dikarya|Ascomycota|Pezizomycotina|Lecanoromycetes|Lecanoromycetidae|Peltigerales|Peltigerineae|Koerberiaceae|Vestergrenopsis,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Koerberiaceae,Vestergrenopsis isidiata,56016,(Degel.) E. Dahl,Tingiopsidium,NA,isidiata,NA,NA,Species,"Ohlsson, Karl E",11 July 1969,NA,NA,NA,NA,NA,"Ohlsson, Karl E",593,1969-07-11,1969,7,11,192,NA,11 July 1969,NA,Talus slope within a dense Abies and Thuja forest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canada,British Columbia,NA,NA,Black Tusk Area in Garibaldi Provincial Park,NA,NA,NA,NA,NA,OrigDegMin?,NA,NA,NA,1219,NA,NA,NA,NA,NA,NA,NA,NA,2015-01-08 11:51:04,http://creativecommons.org/licenses/by-nc/3.0/,NA,NA,a0bc3d38-dc56-4182-b82e-278be58d2948,https://lichenportal.org/portal/collections/individual/index.php?occid=276134,Biodiversity Squamish boundary is the northern section south to Porteau Cove PP Border,,c(-123.0833359, 49.9500008),unaccepted,1045659,Tingiopsidium isidiatum
277285,MSC,Lichen,NA,5f30e2b3-b8ac-4f8e-8d85-718a8d09f07f,PreservedSpecimen,NA,MSC0081636,NA,Fungi|Dikarya|Ascomycota|Pezizomycotina|Lecanoromycetes|Lecanoromycetidae|Lecanorales|Cladoniaceae|Cladonia,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia symphycarpa,53480,(Ehrh. ex Schrad.) Fr.,Cladonia,NA,symphycarpa,NA,NA,Species,"Ohlsson, Karl E",11 July 1969,NA,NA,NA,NA,NA,"Ohlsson, Karl E",570,1969-07-11,1969,7,11,192,NA,11 July 1969,NA,Talus slope within a dense Abies and Thuja forest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canada,British Columbia,NA,NA,Black Tusk Area in Garibaldi Provincial Park.,NA,NA,NA,NA,NA,OrigDegMin?,NA,NA,NA,1219,NA,NA,NA,NA,NA,NA,NA,NA,2015-01-08 11:51:04,http://creativecommons.org/licenses/by-nc/3.0/,NA,NA,4a236c4d-778c-4341-b316-07956d820105,https://lichenportal.org/portal/collections/individual/index.php?occid=277285,Biodiversity Squamish boundary is the northern section south to Porteau Cove PP Border,,c(-123.0833359, 49.9500008),accepted,217160,Cladonia symphycarpa
277837,MSC,Lichen,NA,5f30e2b3-b8ac-4f8e-8d85-718a8d09f07f,PreservedSpecimen,NA,MSC0082132,NA,Fungi|Dikarya|Ascomycota|Pezizomycotina|Lecanoromycetes|Lecanoromycetidae|Lecanorales|Cladoniaceae|Cladonia,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia cariosa,53383,(Ach.) Sprengel,Cladonia,NA,cariosa,NA,NA,Species,"Ohlsson, Karl E",11 July 1969,NA,NA,NA,NA,NA,"Ohlsson, Karl E",607,1969-07-11,1969,7,11,192,NA,11 July 1969,NA,Talus slope within a dense Abies and Thuja forest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canada,British Columbia,NA,NA,Black Tusk area in Garibaldi Provincial Park,NA,NA,NA,NA,NA,OrigDegMin?,NA,NA,NA,1219,NA,NA,NA,NA,NA,NA,NA,NA,2018-04-25 21:11:58,http://creativecommons.org/licenses/by-nc/3.0/,NA,NA,0860a338-3b8f-432c-97a3-3672efef19b4,https://lichenportal.org/portal/collections/individual/index.php?occid=277837,Biodiversity Squamish boundary is the northern section south to Porteau Cove PP Border,,c(-123.0833359, 49.9500008),accepted,179750,Cladonia cariosa
281387,MSC,Lichen,NA,5f30e2b3-b8ac-4f8e-8d85-718a8d09f07f,PreservedSpecimen,NA,MSC0090157,NA,Fungi|Dikarya|Ascomycota|Pezizomycotina|Lecanoromycetes|Lecanoromycetidae|Lecideales|Lecideaceae,Fungi,Ascomycota,Lecanoromycetes,Lecideales,Lecideaceae,Lecidea,52005,Ach.,Lecidea,NA,NA,NA,NA,Genus,"Ohlsson, Karl E",11 July 1969,NA,NA,NA,NA,NA,"Ohlsson, Karl E",569,1969-07-11,1969,7,11,192,NA,11 July 1969,NA,Within a dense Abies and Thuja forest; Tallus slope,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canada,British Columbia,NA,NA,British Columbia ; Black Tusk Area in Garibaldi Provincial Park,NA,NA,NA,NA,NA,On Sheet,NA,NA,NA,1219,NA,NA,NA,NA,NA,NA,NA,NA,2015-01-08 11:51:04,http://creativecommons.org/licenses/by-nc/3.0/,NA,NA,5aa1828c-3179-4c42-990e-ceeb0555a315,https://lichenportal.org/portal/collections/individual/index.php?occid=281387,Biodiversity Squamish boundary is the northern section south to Porteau Cove PP Border,,c(-123.0833359, 49.9500008),accepted,154107,Lecidea
281389,MSC,Lichen,NA,5f30e2b3-b8ac-4f8e-8d85-718a8d09f07f,PreservedSpecimen,NA,MSC0090159,NA,Fungi|Dikarya|Ascomycota|Pezizomycotina|Lecanoromycetes|Lecanoromycetidae|Lecideales|Lecideaceae,Fungi,Ascomycota,Lecanoromycetes,Lecideales,Lecideaceae,Lecidea,52005,Ach.,Lecidea,NA,NA,NA,NA,Genus,"Ohlsson, Karl E",11 July 1969,NA,NA,NA,NA,NA,"Ohlsson, Karl E",578,1969-07-11,1969,7,11,192,NA,11 July 1969,NA,Within a dense Abies and Thuja forest; Talus slope,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canada,British Columbia,NA,NA,British Columbia ; Black Tusk Area in Garibaldi Provincial Park,NA,NA,NA,NA,NA,On Sheet,NA,NA,NA,1219,NA,NA,NA,NA,NA,NA,NA,NA,2015-01-08 11:51:04,http://creativecommons.org/licenses/by-nc/3.0/,NA,NA,bb1887a6-0720-49b2-93d1-d2e8b783b73b,https://lichenportal.org/portal/collections/individual/index.php?occid=281389,Biodiversity Squamish boundary is the northern section south to Porteau Cove PP Border,,c(-123.0833359, 49.9500008),accepted,154107,Lecidea
281422,MSC,Lichen,NA,5f30e2b3-b8ac-4f8e-8d85-718a8d09f07f,PreservedSpecimen,NA,MSC0090199,NA,Fungi|Dikarya|Ascomycota|Pezizomycotina|Lecanoromycetes|Ostropomycetidae|Baeomycetales|Trapeliaceae|Rimularia,Fungi,Ascomycota,Lecanoromycetes,Trapeliales,Trapeliaceae,Rimularia actinostoma,125754,Coppins & Fryday,Rimularia,NA,actinostoma,NA,NA,Species,"Coppins, B. J",16 March 2005,NA,NA,NA,NA,NA,"Ohlsson, Karl E",898,1969-07-17,1969,7,17,198,NA,17 July 1969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canada,British Columbia,NA,NA,British Columbia ; About 1/2 miles SW of Port Mellon. Pseudotsuga common on the lower slopes,NA,NA,NA,NA,NA,On Sheet,NA,NA,NA,305,NA,NA,NA,NA,NA,NA,NA,NA,2015-01-08 11:51:04,http://creativecommons.org/licenses/by-nc/3.0/,NA,NA,4aeb370f-6f3b-40a8-a5c4-0941cfae082b,https://lichenportal.org/portal/collections/individual/index.php?occid=281422,Biodiversity Squamish boundary is the northern section south to Porteau Cove PP Border,,c(-123.5, 49.5166664),accepted,532211,Rimularia actinostoma
281510,MSC,Lichen,NA,5f30e2b3-b8ac-4f8e-8d85-718a8d09f07f,PreservedSpecimen,NA,MSC0090694,NA,Fungi|Dikarya|Ascomycota|Pezizomycotina|Lecanoromycetes|Lecanoromycetidae|Lecanorales|Lecanoraceae,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Lecanora,51988,Ach.,Lecanora,NA,NA,NA,NA,Genus,"Ohlsson, Karl E",11 July 1969,NA,NA,NA,NA,NA,"Ohlsson, Karl E",529,1969-07-11,1969,7,11,192,NA,11 July 1969,NA,Populus growing along stream,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canada,British Columbia,NA,NA,British Colombia; Black Tusk Area in Garibaldi Provincial Park. Open cut over area with small groves along stream,NA,NA,NA,NA,NA,NA,NA,NA,NA,610,NA,NA,NA,NA,NA,NA,NA,NA,2015-01-08 11:51:04,http://creativecommons.org/licenses/by-nc/3.0/,NA,NA,80f7ec76-5e3a-4e33-98d8-f9f534e3fd4a,https://lichenportal.org/portal/collections/individual/index.php?occid=281510,Biodiversity Squamish boundary is the northern section south to Porteau Cove PP Border,,c(-123.1166687, 49.9500008),accepted,50252,Lecanora
388553,MIN,NA,NA,4b10a00d-bdef-4977-a2b6-2c5b927ff5f5,PreservedSpecimen,c11eb5c3-4c8b-4f92-bd3d-bbebaa2c41d7,825384,NA,Fungi|Dikarya|Ascomycota|Pezizomycotina|Lecanoromycetes|Lecanoromycetidae|Lecanorales|Parmeliaceae|Parmelioideae|Alectoria,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Alectoria sarmentosa,53101,(Ach.) Ach.,Alectoria,NA,sarmentosa,NA,NA,Species,NA,NA,NA,NA,NA,NA,NA,"Egan, R.",12124,1980-07-13,1980,7,13,195,NA,13/Jul/1980,NA,NA,NA,NA,NA,NA,NA,herbariumSpecimenDuplicate: https://lichenportal.org/portal/collections/individual/index.php?guid=urn:catalog:BG:L:33142 | herbariumSpecimenDuplicate: https://lichenportal.org/portal/collections/individual/index.php?guid=2d644d4d-79c6-44df-83d1-23937097a895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canada,British Columbia,NA,NA,"W Vancouver, Crest Trail; Cypress Provincial Park",NA,WGS84,2602,NA,bkschuh (2020-12-10 08:16:55),NA,georef batch tool 2020-12-10; GeoLocate,NA,"copied from duplicate WIS WIS-L-0119289; Cypress Provincial Park, West Vancouver, BC, Canada. Near Cypress Ski Area",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-08 15:05:52,http://creativecommons.org/publicdomain/zero/1.0/,NA,NA,54f9d399-9b6c-46d8-ba3b-f8ff510823b7,https://lichenportal.org/portal/collections/individual/index.php?occid=388553,Biodiversity Squamish boundary is the northern section south to Porteau Cove PP Border,,c(-123.199924, 49.396922),accepted,126626,Alectoria sarmentosa
390095,MIN,NA,NA,4b10a00d-bdef-4977-a2b6-2c5b927ff5f5,PreservedSpecimen,da2354b4-fc19-4c78-9549-ebb41c0e5667,830489,NA,Fungi|Dikarya|Ascomycota|Pezizomycotina|Lecanoromycetes|Lecanoromycetidae|Rhizocarpales|Rhizocarpaceae|Rhizocarpon,Fungi,Ascomycota,Lecanoromycetes,Rhizocarpales,Rhizocarpaceae,Rhizocarpon geographicum,55533,(L.) DC.,Rhizocarpon,NA,geographicum,NA,NA,Species,NA,NA,NA,NA,NA,NA,NA,"Ohlsson, K.",530,1969-07-11,1969,7,11,192,NA,11/Jul/1969,NA,NA,NA,NA,NA,NA,NA,herbariumSpecimenDuplicate: https://lichenportal.org/portal/collections/individual/index.php?guid=ae5b880c-cf18-4ecb-8920-161900f2b6b8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canada,British Columbia,NA,NA,Black Tusk Area; Garibaldi Provincial Park,NA,NA,NA,NA,NA,NA,NA,NA,copied from duplicate MSC MSC0076735;,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-08 14:54:58,http://creativecommons.org/publicdomain/zero/1.0/,NA,NA,a87ec03f-0e30-4980-88cc-28aaf8a12c34,https://lichenportal.org/portal/collections/individual/index.php?occid=390095,Biodiversity Squamish boundary is the northern section south to Porteau Cove PP Border,,c(-123.1166992, 49.9500008),accepted,1424333,Rhizocarpon geographicum
421789,MIN,NA,NA,4b10a00d-bdef-4977-a2b6-2c5b927ff5f5,PreservedSpecimen,929e5f07-7432-447c-927b-c11977ceba53,888045,NA,Fungi|Dikarya|Ascomycota|Pezizomycotina|Lecanoromycetes|Lecanoromycetidae|Teloschistales|Teloschistineae|Teloschistaceae|Caloplacoideae|Caloplaca,Fungi,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,Caloplaca ammiospila,56215,(Wahlenb.) H. Olivier,Blastenia,NA,ammiospila,NA,NA,Species,NA,NA,NA,NA,NA,NA,NA,"Ohlsson, K.",574,1969-07-11,1969,7,11,192,NA,11/Jul/1969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canada,British Columbia,NA,NA,Black Tusk Area; Garibaldi Provincial Park,NA,NA,NA,"49�57'N, 123�05'W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-06-02 12:52:01,http://creativecommons.org/publicdomain/zero/1.0/,NA,NA,6d14a3e7-3b08-47f3-bc71-55446fcaf9b5,https://lichenportal.org/portal/collections/individual/index.php?occid=421789,Biodiversity Squamish boundary is the northern section south to Porteau Cove PP Border,,c(-123.0833333, 49.95),unaccepted,508845,Blastenia ammiospila
426266,MIN,NA,NA,4b10a00d-bdef-4977-a2b6-2c5b927ff5f5,PreservedSpecimen,d02abeb0-5bf4-4e5b-9bf4-e7bb6ec379bd,893453,NA,Fungi|Dikarya|Ascomycota|Pezizomycotina|Lecanoromycetes|Lecanoromycetidae|Peltigerales|Peltigerineae|Peltigeraceae|Lobarioideae|Lobaria,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Lobaria linita,55930,(Ach.) Rabenh.,Lobaria,NA,linita,NA,NA,Species,NA,NA,NA,NA,NA,NA,NA,"Egan, R.",12135,1980-07-13,1980,7,13,195,NA,13/Jul/1980,NA,NA,NA,NA,NA,NA,NA,herbariumSpecimenDuplicate: https://lichenportal.org/portal/collections/individual/index.php?guid=8b70a04f-89d2-4a02-8d65-f03c3d627bda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canada,British Columbia,NA,NA,"W Vancouver, Crest Trail; Cupress Provincial Park",NA,WGS84,500,NA,NA,NA,NA,NA,copied from duplicate ASU 580490;,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-08 15:05:52,http://creativecommons.org/publicdomain/zero/1.0/,NA,NA,b2336dc7-ff2e-44f3-99f2-8ebbbe6cf6f0,https://lichenportal.org/portal/collections/individual/index.php?occid=426266,Biodiversity Squamish boundary is the northern section south to Porteau Cove PP Border,,c(-123.18704, 49.40293),accepted,224041,Lobaria linita
893687,NY,NA,NA,e9a774a0-6a99-4b5f-aedf-0ee44fb521d1,PreservedSpecimen,e331e09c-1552-44e8-afb9-8a94e7bc3075,01136386,NA,Fungi|Dikarya|Ascomycota|Pezizomycotina|Coniocybomycetes|Coniocybomycetes_subclass_incertae_sedis|Coniocybales|Coniocybaceae|Chaenotheca,Fungi,Ascomycota,Coniocybomycetes,Coniocybales,Coniocybaceae,Chaenotheca furfuracea,52576,(L.) Tibell,Chaenotheca,NA,furfuracea,NA,NA,Species,NA,NA,NA,NA,NA,NA,NA,W. R. Buck,54742,2009-05-11,2009,5,11,13,13,11 May 2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,packeted,NA,North America,NA,NA,NA,Canada,British Columbia,Squamish-Lillooet Reg. Distr.,NA,"near N end of Howe Sound, Stawamus Chief Provincial Park, along Lower Falls Trail from Shannon Falls Provincial Park to bridge over Olesen Creek",NA,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,NA,ca. 656 ft,NA,en,NA,2022-11-01 13:27:18,http://creativecommons.org/licenses/by-nc/3.0/,NA,NA,92b44194-d927-4f0c-b9e2-8d39f4785969,https://lichenportal.org/portal/collections/individual/index.php?occid=893687,Biodiversity Squamish boundary is the northern section south to Porteau Cove PP Border,,c(-123.15667, 49.67333),accepted,117939,Chaenotheca furfuracea
894062,NY,NA,NA,e9a774a0-6a99-4b5f-aedf-0ee44fb521d1,PreservedSpecimen,3ad9baa8-8315-484d-8806-44a4e2cd7d93,01136399,NA,Fungi|Dikarya|Ascomycota|Pezizomycotina|Lecanoromycetes|Ostropomycetidae|Pertusariales|Megasporaceae,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Megasporaceae,Aspicilia,51974,A. Massal.,Aspicilia,NA,NA,NA,NA,Genus,NA,NA,NA,NA,NA,NA,NA,W. R. Buck,54782,2009-05-11,2009,5,11,13,13,11 May 2009,NA,granitic outcrops,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,packeted,NA,North America,NA,NA,NA,Canada,British Columbia,Squamish-Lillooet Reg. Distr.,NA,"Murrin Provincial Park, around Browning Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en,NA,2022-11-01 13:27:18,http://creativecommons.org/licenses/by-nc/3.0/,NA,NA,1d43c154-b96e-4869-bc24-55267a808fee,https://lichenportal.org/portal/collections/individual/index.php?occid=894062,Biodiversity Squamish boundary is the northern section south to Porteau Cove PP Border,,c(-123.2044, 49.6456),accepted,175944,Aspicilia
894079,NY,NA,NA,e9a774a0-6a99-4b5f-aedf-0ee44fb521d1,PreservedSpecimen,14c18310-09e4-4a33-bf43-7fa7ae4bba42,01136385,NA,Fungi|Dikarya|Ascomycota|Pezizomycotina|Lecanoromycetes|Lecanoromycetidae|Lecanorales|Parmeliaceae|Parmelioideae|Hypogymnia,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Hypogymnia apinnata,54397,Goward & McCune,Hypogymnia,NA,apinnata,NA,NA,Species,J. C. Lendemer,2009,NA,NA,NA,NA,NA,W. R. Buck,54737,2009-05-11,2009,5,11,13,13,11 May 2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,packeted,NA,North America,NA,NA,NA,Canada,British Columbia,Squamish-Lillooet Reg. Distr.,NA,"near N end of Howe Sound, Stawamus Chief Provincial Park, along Lower Falls Trail from Shannon Falls Provincial Park to bridge over Olesen Creek",NA,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,NA,ca. 656 ft,NA,en,NA,2022-11-01 13:27:18,http://creativecommons.org/licenses/by-nc/3.0/,NA,NA,c0b439ac-ec09-4a60-82a6-fea5968dd430,https://lichenportal.org/portal/collections/individual/index.php?occid=894079,Biodiversity Squamish boundary is the northern section south to Porteau Cove PP Border,,c(-123.15667, 49.67333),accepted,222045,Hypogymnia apinnata
894080,NY,NA,NA,e9a774a0-6a99-4b5f-aedf-0ee44fb521d1,PreservedSpecimen,6a7b1a28-72f0-4fd4-94e1-a407c0f20e1b,01136391,NA,Fungi|Dikarya|Ascomycota|Pezizomycotina|Lecanoromycetes|Lecanoromycetidae|Lecanorales|Parmeliaceae|Parmelioideae|Hypogymnia,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Hypogymnia enteromorpha,54401,(Ach.) Nyl.,Hypogymnia,NA,enteromorpha,NA,NA,Species,J. C. Lendemer,2009,NA,NA,NA,NA,NA,W. R. Buck,54749,2009-05-11,2009,5,11,13,13,11 May 2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,packeted,NA,North America,NA,NA,NA,Canada,British Columbia,Squamish-Lillooet Reg. Distr.,NA,"near N end of Howe Sound, Stawamus Chief Provincial Park, along Lower Falls Trail from Shannon Falls Provincial Park to bridge over Olesen Creek",NA,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,NA,ca. 656 ft,NA,en,NA,2022-11-01 13:27:18,http://creativecommons.org/licenses/by-nc/3.0/,NA,NA,f9261d93-f2fa-43c1-bdcb-ba1d881bf95c,https://lichenportal.org/portal/collections/individual/index.php?occid=894080,Biodiversity Squamish boundary is the northern section south to Porteau Cove PP Border,,c(-123.15667, 49.67333),accepted,222048,Hypogymnia enteromorpha
