id,occurrenceID,recordId,type,modified,language,license,rightsHolder,basisOfRecord,institutionID,collectionID,institutionCode,collectionCode,ownerInstitutionCode,informationWithheld,dataGeneralizations,catalogNumber,otherCatalogNumbers,scientificName,acceptedNameUsage,higherClassification,kingdom,phylum,class,order,family,genus,specificEpithet,infraspecificEpithet,taxonRank,scientificNameAuthorship,identificationQualifier,vernacularName,nomenclaturalCode,typeStatus,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,reproductiveCondition,establishmentMeans,occurrenceRemarks,dynamicProperties,recordedBy,recordNumber,fieldNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,higherGeography,countryCode,country,stateProvince,county,locality,habitat,verbatimElevation,minimumElevationInMeters,maximumElevationInMeters,verbatimDepth,minimumDepthInMeters,maximumDepthInMeters,verbatimCoordinates,geodeticDatum,coordinateUncertaintyInMeters,georeferencedBy,georeferenceSources,georeferenceRemarks,Name,Description,geometry,_75,Name Status,Referred iNaturalist Id,Referred iNaturalist Name
1140947,NA,EC667196-72EE-42CF-A469-2151064F1A47,PhysicalObject,NA,en,https://creativecommons.org/publicdomain/zero/1.0/,NA,PreservedSpecimen,NA,NA,NA,NA,NA,NA,NA,V225345,NA,Festuca rubra,Festuca rubra,Poaceae,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Festuca,rubra,NA,species,L.,NA,NA,ICBN,NA,P.M. Peterson,2004,NA,NA,flower,NA,United States National Herbarium (US) Smithsonian Institution.,NA,"P.M. Peterson, Jeffery M. Saarela and S.F. Smith",18755,NA,2004-07-29,2004,7,29,211,211,2004 Jul 29,"Canada, British Columbia",CA,Canada,British Columbia,NA,"North of Vancouver, Cypress Provincial Park, just below Cypress Ski Resort.","Along roadside and edge of forest with Chamaecyparis nootkatensis, Abies grandis, Tsuga heterophylla and Picea sitchensis.",896 m,896,NA,NA,NA,NA,NA,Unknown,NA,David Rowswell,Verbatim from Collector/Sheet,NA,Biodiversity Squamish boundary is the northern section south to Porteau Cove PP Border,,c(-123.195528, 49.393694),accepted,61061,Festuca rubra
1140996,NA,34E63838-4018-451A-A821-662043AA071D,PhysicalObject,NA,en,https://creativecommons.org/publicdomain/zero/1.0/,NA,PreservedSpecimen,NA,NA,NA,NA,NA,Locality and precise coordinates withheld to protect sensitive data.,Latitude and Longitude reduced in precision (rounded down to nearest 0.25 degrees).,V225400,NA,Botrychium spathulatum,Botrychium spathulatum,Ophioglossaceae,Plantae,Tracheophyta,Polypodiopsida,Ophioglossales,Ophioglossaceae,Botrychium,spathulatum,NA,species,W.H. Wagner,NA,NA,ICBN,NA,D.R. Farrar,2008,NA,NA,NA,NA,NA,NA,John Davidson,s.n.,NA,1941,1941,NA,NA,1,1,1941,"Canada, British Columbia",CA,Canada,British Columbia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,27830,NA,NA,NA,Biodiversity Squamish boundary is the northern section south to Porteau Cove PP Border,,c(-123.25, 49.75),accepted,159341,Botrychium spathulatum
1141192,NA,8B7FC9FF-3ADB-4075-845B-0171404FDFDD,PhysicalObject,NA,en,https://creativecommons.org/publicdomain/zero/1.0/,NA,PreservedSpecimen,NA,NA,NA,NA,NA,NA,NA,V225551,NA,Agrostis exarata,Agrostis exarata,Poaceae,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Agrostis,exarata,NA,species,Trin.,NA,NA,ICBN,NA,P.M. Peterson,2004,NA,NA,flower,NA,"Ex. United States National Herbarium (US), Smithsonian Institution.",NA,"P.M. Peterson, Jeffery M. Saarela, S.F. Smith",18751,NA,2004-07-29,2004,7,29,211,211,2004 Jul 29,"Canada, British Columbia",CA,Canada,British Columbia,NA,"North of Vancouver, Cypress Provincial Park, Just below Cypress Ski Resort.","Along roadside and edge of forest with Chamaecyparis nootkatensis, Abies grandis, Tsuga heterophylla and Picea sitchensis.",896 m,896,NA,NA,NA,NA,NA,Unknown,NA,David Rowswell,Verbatim from Collector/Sheet,NA,Biodiversity Squamish boundary is the northern section south to Porteau Cove PP Border,,c(-123.195528, 49.393694),accepted,59088,Agrostis exarata
1141194,NA,C3D91B17-48F4-4700-92E9-1B69D71E859C,PhysicalObject,NA,en,https://creativecommons.org/publicdomain/zero/1.0/,NA,PreservedSpecimen,NA,NA,NA,NA,NA,NA,NA,V225553,NA,Agrostis capillaris,Agrostis capillaris,Poaceae,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Agrostis,capillaris,NA,species,L.,NA,NA,ICBN,NA,P.M. Peterson,2004,NA,NA,flower,NA,"Bubilis or infection? Ex. United States National Herbarium (US), Smithsonian Institution.",NA,"P.M. Peterson, Jeffery M. Saarela, S.F. Smith",18753,NA,2004-07-29,2004,7,29,211,211,2004 Jul 29,"Canada, British Columbia",CA,Canada,British Columbia,NA,"Cypress Provincial Park, north of Vancouver, Just below Cypress Ski Resort.","Along roadside and edge of forest with Chamaecyparis nootkatensis, Abies grandis, Tsuga heterophylla and Picea sitchensis.",896 m,896,NA,NA,NA,NA,NA,Unknown,NA,David Rowswell,Verbatim from Collector/Sheet,NA,Biodiversity Squamish boundary is the northern section south to Porteau Cove PP Border,,c(-123.195528, 49.393694),accepted,75312,Agrostis capillaris
1141225,NA,C2F8B8AD-DBD6-4393-AB2D-EEB9D95D3B43,PhysicalObject,NA,en,https://creativecommons.org/publicdomain/zero/1.0/,NA,PreservedSpecimen,NA,NA,NA,NA,NA,NA,NA,V225589,NA,Pentagramma triangularis ssp. triangularis,Pentagramma triangularis,Pteridaceae,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Pteridaceae,Pentagramma,triangularis,triangularis,subspecies,NA,NA,NA,ICBN,NA,Steve Joya,2008,NA,NA,NA,NA,NA,NA,"Steve Joya, Chris Sears",s.n.,NA,2008-07-20,2008,7,20,202,202,2008 Jul 20,"Canada, British Columbia",CA,Canada,British Columbia,NA,"West Vancouver, Larsen Bay.","Sheltered crevices on seaside cliff, southeast aspect.",NA,NA,NA,NA,NA,NA,NA,Unknown,NA,David Rowswell,Verbatim from Collector/Sheet,NA,Biodiversity Squamish boundary is the northern section south to Porteau Cove PP Border,,c(-123.283056, 49.361944),accepted,52676,Pentagramma triangularis
1141823,NA,AF3F0FAF-0B35-439C-A0FC-6061C0474118,PhysicalObject,NA,en,https://creativecommons.org/publicdomain/zero/1.0/,NA,PreservedSpecimen,NA,NA,NA,NA,NA,NA,NA,V226165,NA,Rhododendron albiflorum,Rhododendron albiflorum,Ericaceae,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Rhododendron,albiflorum,NA,species,Hook.,NA,NA,ICBN,NA,Gerald B. Straley,1997,NA,NA,NA,NA,NA,NA,Gerald B. Straley,9227,NA,1997-07-13,1997,7,13,194,194,1997 Jul 13,"Canada, British Columbia",CA,Canada,British Columbia,NA,"North of West Vancouver, Cypress Bowl ski area, Yew Lake Trail.",Edges of mixed conifer forest.,900 m,900,NA,NA,NA,NA,NA,Unknown,NA,David Rowswell,Verbatim from Collector/Sheet,NA,Biodiversity Squamish boundary is the northern section south to Porteau Cove PP Border,,c(-123.25, 49.383333),accepted,126556,Rhododendron albiflorum
1141824,NA,8E1E53FB-4EBD-4DB1-BC73-2E79885A0063,PhysicalObject,NA,en,https://creativecommons.org/publicdomain/zero/1.0/,NA,PreservedSpecimen,NA,NA,NA,NA,NA,NA,NA,V226166,NA,Sorbus sitchensis,Sorbus sitchensis,Rosaceae,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Sorbus,sitchensis,NA,species,M. Roem.,NA,NA,ICBN,NA,Gerald B. Straley,1997,NA,NA,NA,NA,Shrub to 3 m tall.,NA,Gerald B. Straley,9228,NA,1997-07-13,1997,7,13,194,194,1997 Jul 13,"Canada, British Columbia",CA,Canada,British Columbia,NA,"North of West Vancouver, Cypress Bowl ski area, Yew Lake Trail.",In open areas of mixed conifer forest.,900 m,900,NA,NA,NA,NA,NA,Unknown,NA,David Rowswell,Verbatim from Collector/Sheet,NA,Biodiversity Squamish boundary is the northern section south to Porteau Cove PP Border,,c(-123.25, 49.383333),accepted,48583,Sorbus sitchensis
1141825,NA,912EB6FA-2396-4B92-9DCB-5AF1A2202E52,PhysicalObject,NA,en,https://creativecommons.org/publicdomain/zero/1.0/,NA,PreservedSpecimen,NA,NA,NA,NA,NA,NA,NA,V226167,NA,Cassiope mertensiana ssp. mertensiana,Cassiope mertensiana ssp. mertensiana,Ericaceae,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Cassiope,mertensiana,mertensiana,subspecies,NA,NA,NA,ICBN,NA,Jamie D. Fenneman,2013,NA,NA,NA,NA,NA,NA,Gerald B. Straley,9229,NA,1997-07-13,1997,7,13,194,194,1997 Jul 13,"Canada, British Columbia",CA,Canada,British Columbia,NA,"North of West Vancouver, Cypress Bowl ski area, Yew Lake Trail.",Peaty soil in open mixed conifer forest.,900 m,900,NA,NA,NA,NA,NA,Unknown,NA,David Rowswell,Verbatim from Collector/Sheet,NA,Biodiversity Squamish boundary is the northern section south to Porteau Cove PP Border,,c(-123.25, 49.383333),accepted,60530,Cassiope mertensiana
1141826,NA,716F2D6C-6E0B-4FDA-B940-768530E11C5A,PhysicalObject,NA,en,https://creativecommons.org/publicdomain/zero/1.0/,NA,PreservedSpecimen,NA,NA,NA,NA,NA,NA,NA,V226168,NA,Phyllodoce empetriformis,Phyllodoce empetriformis,Ericaceae,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Phyllodoce,empetriformis,NA,species,(Sm.) D. Don,NA,NA,ICBN,NA,Gerald B. Straley,1997,NA,NA,NA,NA,NA,NA,Gerald B. Straley,9230,NA,1997-07-13,1997,7,13,194,194,1997 Jul 13,"Canada, British Columbia",CA,Canada,British Columbia,NA,"North of West Vancouver, Cypress Bowl ski area, Yew Lake Trail.",Peaty soil in open mixed conifer forest.,900 m,900,NA,NA,NA,NA,NA,Unknown,NA,David Rowswell,Verbatim from Collector/Sheet,NA,Biodiversity Squamish boundary is the northern section south to Porteau Cove PP Border,,c(-123.25, 49.383333),accepted,78560,Phyllodoce empetriformis
1141827,NA,E32820ED-6051-4489-81B1-FA027E58EC51,PhysicalObject,NA,en,https://creativecommons.org/publicdomain/zero/1.0/,NA,PreservedSpecimen,NA,NA,NA,NA,NA,NA,NA,V226169,NA,Luetkea pectinata,Luetkea pectinata,Rosaceae,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Luetkea,pectinata,NA,species,(Pursh) Kuntze,NA,NA,ICBN,NA,Gerald B. Straley,1997,NA,NA,NA,NA,NA,NA,Gerald B. Straley,9233,NA,1997-07-13,1997,7,13,194,194,1997 Jul 13,"Canada, British Columbia",CA,Canada,British Columbia,NA,"North of West Vancouver, Cypress Bowl ski area, Yew Lake Trail.",Peaty soil in open mixed conifer forest.,900 m,900,NA,NA,NA,NA,NA,Unknown,NA,David Rowswell,Verbatim from Collector/Sheet,NA,Biodiversity Squamish boundary is the northern section south to Porteau Cove PP Border,,c(-123.25, 49.383333),accepted,77842,Luetkea pectinata
1141828,NA,9CE1443F-8FE5-4645-BCF2-0189D972B091,PhysicalObject,NA,en,https://creativecommons.org/publicdomain/zero/1.0/,NA,PreservedSpecimen,NA,NA,NA,NA,NA,NA,NA,V226170,NA,Fauria crista-galli,Nephrophyllidium crista-galli,Menyanthaceae,Plantae,Tracheophyta,Magnoliopsida,Asterales,Menyanthaceae,Nephrophyllidium,crista-galli,NA,species,(Menzies ex Hook.) Makino,NA,NA,ICBN,NA,Gerald B. Straley,1997,NA,NA,NA,NA,NA,NA,Gerald B. Straley,9234,NA,1997-07-13,1997,7,13,194,194,1997 Jul 13,"Canada, British Columbia",CA,Canada,British Columbia,NA,"North of West Vancouver, Cypress Bowl ski area, Yew Lake Trail.",Wet boggy areas and edges of ponds in open mixed conifer forest.,900 m,900,NA,NA,NA,NA,NA,Unknown,NA,David Rowswell,Verbatim from Collector/Sheet,NA,Biodiversity Squamish boundary is the northern section south to Porteau Cove PP Border,,c(-123.25, 49.383333),unaccepted,340457,Nephrophyllidium crista-galli
1141829,NA,A35C4E65-3EE9-4AF9-AEB8-7E8817F083D4,PhysicalObject,NA,en,https://creativecommons.org/publicdomain/zero/1.0/,NA,PreservedSpecimen,NA,NA,NA,NA,NA,NA,NA,V226171,NA,Spiraea densiflora,Spiraea splendens,Rosaceae,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Spiraea,densiflora,NA,species,Nutt. ex Greenm.,NA,NA,ICBN,NA,Gerald B. Straley,1997,NA,NA,NA,NA,Low shrub.,NA,Gerald B. Straley,9231,NA,1997-07-13,1997,7,13,194,194,1997 Jul 13,"Canada, British Columbia",CA,Canada,British Columbia,NA,"North of West Vancouver, Cypress Bowl ski area, Yew Lake Trail.",In moist open areas of mixed conifer forest.,900 m,900,NA,NA,NA,NA,NA,Unknown,NA,David Rowswell,Verbatim from Collector/Sheet,NA,Biodiversity Squamish boundary is the northern section south to Porteau Cove PP Border,,c(-123.25, 49.383333),unaccepted,79183,Spiraea splendens
1141864,NA,574A5A01-2B97-49AD-9200-1D1E58F976CA,PhysicalObject,NA,en,https://creativecommons.org/publicdomain/zero/1.0/,NA,PreservedSpecimen,NA,NA,NA,NA,NA,NA,NA,V226206,NA,Anthoxanthum nitens,Anthoxanthum nitens,Poaceae,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Anthoxanthum,nitens,NA,species,(Weber) Y. Schouten & Veldkamp,NA,NA,ICBN,NA,Gerald B. Straley,1997,NA,NA,NA,NA,Common.,NA,Gerald B. Straley,9199,NA,1997-05-18,1997,5,18,138,138,1997 May 18,"Canada, British Columbia",CA,Canada,British Columbia,NA,"Southwest side of town of Squamish, along Squamish River estuary.",In open meadows.,60 m,60,NA,NA,NA,NA,NA,Unknown,NA,David Rowswell,Verbatim from Collector/Sheet,NA,Biodiversity Squamish boundary is the northern section south to Porteau Cove PP Border,,c(-123.133333, 49.75),accepted,75473,Anthoxanthum nitens
1141865,NA,866F60D5-9B29-4281-946E-4AE906CD1C84,PhysicalObject,NA,en,https://creativecommons.org/publicdomain/zero/1.0/,NA,PreservedSpecimen,NA,NA,NA,NA,NA,NA,NA,V226207,NA,Malus fusca,Malus fusca,Rosaceae,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Malus,fusca,NA,species,(Raf.) C.K. Schneid.,NA,NA,ICBN,NA,Gerald B. Straley,1997,NA,NA,NA,NA,Small tree.,NA,Gerald B. Straley,9197,NA,1997-05-18,1997,5,18,138,138,1997 May 18,"Canada, British Columbia",CA,Canada,British Columbia,NA,"Southwest side of town of Squamish, Squamish River estuary.",Along raised wooded trail.,60 m,60,NA,NA,NA,NA,NA,Unknown,NA,David Rowswell,Verbatim from Collector/Sheet,NA,Biodiversity Squamish boundary is the northern section south to Porteau Cove PP Border,,c(-123.133333, 49.75),accepted,77948,Malus fusca
1141867,NA,5584FC98-AB5D-4BB6-B92E-3580A4C90B51,PhysicalObject,NA,en,https://creativecommons.org/publicdomain/zero/1.0/,NA,PreservedSpecimen,NA,NA,NA,NA,NA,NA,NA,V226209,NA,Lathyrus japonicus,Lathyrus japonicus,Fabaceae,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lathyrus,japonicus,NA,species,Willd.,NA,NA,ICBN,NA,Gerald B. Straley,1997,NA,NA,NA,NA,NA,NA,Gerald B. Straley,9198,NA,1997-05-18,1997,5,18,138,138,1997 May 18,"Canada, British Columbia",CA,Canada,British Columbia,NA,"Southwest side of town of Squamish, along Squamish River estuary.","Open exposure, sandy soil.",60 m,60,NA,NA,NA,NA,NA,Unknown,NA,David Rowswell,Verbatim from Collector/Sheet,NA,Biodiversity Squamish boundary is the northern section south to Porteau Cove PP Border,,c(-123.133333, 49.75),accepted,77638,Lathyrus japonicus
1141940,NA,21F6B23A-3D7C-4DE1-97A9-6E1999BD3743,PhysicalObject,NA,en,https://creativecommons.org/publicdomain/zero/1.0/,NA,PreservedSpecimen,NA,NA,NA,NA,NA,NA,NA,V226285,NA,Lonicera involucrata,Lonicera involucrata,Caprifoliaceae,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Lonicera,involucrata,NA,species,(Rich.) Banks ex Spreng.,NA,NA,ICBN,NA,Gerald B. Straley,1997,NA,NA,NA,NA,Large deciduous shrub.,NA,Gerald B. Straley,9200,NA,1997-05-18,1997,5,18,138,138,1997 May 18,"Canada, British Columbia",CA,Canada,British Columbia,NA,"Southwest side of town of Squamish, along Squamish River estuary.",In wooded areas.,60 m,60,NA,NA,NA,NA,NA,Unknown,NA,David Rowswell,Verbatim from Collector/Sheet,NA,Biodiversity Squamish boundary is the northern section south to Porteau Cove PP Border,,c(-123.133333, 49.75),accepted,60881,Lonicera involucrata
1141941,NA,AE9B282B-0AED-4801-A6F2-A65951192B18,PhysicalObject,NA,en,https://creativecommons.org/publicdomain/zero/1.0/,NA,PreservedSpecimen,NA,NA,NA,NA,NA,NA,NA,V226286,NA,Myrica gale,Myrica gale,Myricaceae,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,Myrica,gale,NA,species,L.,NA,NA,ICBN,NA,Gerald B. Straley,1997,NA,NA,NA,NA,Low shrub.,NA,Gerald B. Straley,9201,NA,1997-05-18,1997,5,18,138,138,1997 May 18,"Canada, British Columbia",CA,Canada,British Columbia,NA,"Southwest side of town of Squamish, along Squamish River estuary.",In grassy areas.,60 m,60,NA,NA,NA,NA,NA,Unknown,NA,David Rowswell,Verbatim from Collector/Sheet,NA,Biodiversity Squamish boundary is the northern section south to Porteau Cove PP Border,,c(-123.133333, 49.75),accepted,82203,Myrica gale
1141942,NA,08782C7C-6A04-4DA0-AD02-F1FFE018C3F0,PhysicalObject,NA,en,https://creativecommons.org/publicdomain/zero/1.0/,NA,PreservedSpecimen,NA,NA,NA,NA,NA,NA,NA,V226287,NA,Triglochin maritimum,Triglochin maritima,Juncaginaceae,Plantae,Tracheophyta,Liliopsida,Alismatales,Juncaginaceae,Triglochin,maritimum,NA,species,L.,NA,NA,ICBN,NA,Gerald B. Straley,1997,NA,NA,NA,NA,NA,NA,Gerald B. Straley,9202,NA,1997-05-18,1997,5,18,138,138,1997 May 18,"Canada, British Columbia",CA,Canada,British Columbia,NA,"Southwest side of town of Squamish, Squamish River estuary.",Saline grass/sedge meadows.,60 m,60,NA,NA,NA,NA,NA,Unknown,NA,David Rowswell,Verbatim from Collector/Sheet,NA,Biodiversity Squamish boundary is the northern section south to Porteau Cove PP Border,,c(-123.133333, 49.75),unaccepted,60264,Triglochin maritima
1141943,NA,22FAEF11-AF84-487B-B8B2-1F0BEC09115C,PhysicalObject,NA,en,https://creativecommons.org/publicdomain/zero/1.0/,NA,PreservedSpecimen,NA,NA,NA,NA,NA,NA,NA,V226288,NA,Fritillaria camschatcensis,Fritillaria camschatcensis,Liliaceae,Plantae,Tracheophyta,Liliopsida,Liliales,Liliaceae,Fritillaria,camschatcensis,NA,species,(L.) Ker Gawl.,NA,NA,ICBN,NA,Gerald B. Straley,1997,NA,NA,NA,NA,"Common. Flowers green to dark brown, with foul smell.",NA,Gerald B. Straley,9204,NA,1997-05-18,1997,5,18,138,138,1997 May 18,"Canada, British Columbia",CA,Canada,British Columbia,NA,"Southwest side of town of Squamish, along Squamish River estuary.",In grass/sedge meadow.,60 m,60,NA,NA,NA,NA,NA,Unknown,NA,David Rowswell,Verbatim from Collector/Sheet,NA,Biodiversity Squamish boundary is the northern section south to Porteau Cove PP Border,,c(-123.133333, 49.75),accepted,128770,Fritillaria camschatcensis
1141944,NA,269F9F40-8F8D-4E6F-AB15-8340797A01F4,PhysicalObject,NA,en,https://creativecommons.org/publicdomain/zero/1.0/,NA,PreservedSpecimen,NA,NA,NA,NA,NA,NA,NA,V226289,NA,Maianthemum dilatatum,Maianthemum dilatatum,Asparagaceae,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Maianthemum,dilatatum,NA,species,(Alph. Wood) A. Nelson & J.F. Macbr.,NA,NA,ICBN,NA,Gerald B. Straley,1997,NA,NA,NA,NA,Very vigorous population.,NA,Gerald B. Straley,9203,NA,1997-05-18,1997,5,18,138,138,1997 May 18,"Canada, British Columbia",CA,Canada,British Columbia,NA,"Southwest side of town of Squamish, along Squamish River estuary.","On rotting log, in grassy areas.",60 m,60,NA,NA,NA,NA,NA,Unknown,NA,David Rowswell,Verbatim from Collector/Sheet,NA,Biodiversity Squamish boundary is the northern section south to Porteau Cove PP Border,,c(-123.133333, 49.75),accepted,63939,Maianthemum dilatatum
1141945,NA,AC88420C-DFF5-441C-B0F4-E9B60A66D8DE,PhysicalObject,NA,en,https://creativecommons.org/publicdomain/zero/1.0/,NA,PreservedSpecimen,NA,NA,NA,NA,NA,NA,NA,V226290,NA,Lupinus littoralis,Lupinus littoralis,Fabaceae,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lupinus,littoralis,NA,species,Douglas ex Lindl.,NA,NA,ICBN,NA,Gerald B. Straley,1997,NA,NA,NA,NA,Common.,NA,Gerald B. Straley,9205,NA,1997-05-18,1997,5,18,138,138,1997 May 18,"Canada, British Columbia",CA,Canada,British Columbia,NA,"Squamish, on south side of town, along railroad tracks.",In sandy soil.,60 m,60,NA,NA,NA,NA,NA,Unknown,NA,David Rowswell,Verbatim from Collector/Sheet,NA,Biodiversity Squamish boundary is the northern section south to Porteau Cove PP Border,,c(-123.133333, 49.75),accepted,77872,Lupinus littoralis
1142102,NA,74C2E8B7-0EDB-43CA-A26A-9413047CBD74,PhysicalObject,NA,en,https://creativecommons.org/publicdomain/zero/1.0/,NA,PreservedSpecimen,NA,NA,NA,NA,NA,NA,NA,V226430,NA,Carex pendula,Carex pendula,Cyperaceae,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,pendula,NA,species,Huds.,NA,NA,ICBN,NA,Frank Lomer,2009,NA,NA,NA,NA,Blue-listed. The south end of the Malcolm Knapp Research Forest has the most extensive populations of this species I have encountered. This could be the most important site for Carex amplifolia in the Lower Mainland.,NA,Terry Taylor,00-1,NA,2000-05-03,2000,5,3,124,124,2000 May 03,"Canada, British Columbia",CA,Canada,British Columbia,NA,"West Vancouver, Horseshoe Bay, Marine Drive, Beside electrical substation near park & ride parking lot.",In seepage area beneath Rubus spectabilis.,NA,NA,NA,NA,NA,NA,NA,Unknown,NA,David Rowswell,Verbatim from Collector/Sheet,NA,Biodiversity Squamish boundary is the northern section south to Porteau Cove PP Border,,c(-123.266667, 49.366667),accepted,49365,Carex pendula
1142220,NA,597868E0-FBAE-404D-B1EB-9DA7CAC964CE,PhysicalObject,NA,en,https://creativecommons.org/publicdomain/zero/1.0/,NA,PreservedSpecimen,NA,NA,NA,NA,NA,NA,NA,V225372,NA,Arctostaphylos columbiana,Arctostaphylos columbiana,Ericaceae,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Arctostaphylos,columbiana,NA,species,Piper,NA,NA,ICBN,NA,Katherine I. Beamish,1963,NA,NA,NA,NA,Chrom. n-13.,NA,"Katherine I. Beamish, L. Krause",630003,NA,1963-06-06,1963,6,6,157,157,1963 Jun 06,"Canada, British Columbia",CA,Canada,British Columbia,NA,"Ca. 1.5 miles north of Squamish, Cheakamus Valley, on hill above power tower.","Rock outcrop, south exposure on hill above power tower.",ca. 800 ft,244,NA,NA,NA,NA,NA,Unknown,NA,David Rowswell,Verbatim from Collector/Sheet,NA,Biodiversity Squamish boundary is the northern section south to Porteau Cove PP Border,,c(-123.15, 49.833333),accepted,75505,Arctostaphylos columbiana
1142252,NA,03623CF8-D149-4E03-806F-762C08658F92,PhysicalObject,NA,en,https://creativecommons.org/publicdomain/zero/1.0/,NA,PreservedSpecimen,NA,NA,NA,NA,NA,NA,NA,V158373,NA,Calamagrostis canadensis var. langsdorffii,Calamagrostis canadensis var. langsdorffii,Poaceae,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Calamagrostis,canadensis,langsdorffii,variety,(Link) Inman,NA,NA,ICBN,NA,K.L. Marr,2006,NA,NA,NA,NA,NA,NA,B. Fraser,s.n.,NA,1966-07-21,1966,7,21,202,202,1966 Jul 21,"Canada, British Columbia",CA,Canada,British Columbia,NA,"Garibaldi Park, Warren glacier foreland.",Glacial moraines.,5000 ft,1524,NA,NA,NA,NA,NA,Unknown,NA,David Rowswell,Verbatim from Collector/Sheet,NA,Biodiversity Squamish boundary is the northern section south to Porteau Cove PP Border,,c(-123, 49.866667),accepted,75925,Calamagrostis canadensis
1142640,NA,4DB76B85-3E35-42C3-84B3-43FF87B429EC,PhysicalObject,NA,en,https://creativecommons.org/publicdomain/zero/1.0/,NA,PreservedSpecimen,NA,NA,NA,NA,NA,NA,NA,V219398,NA,Allium cernuum,Allium cernuum,Amaryllidaceae,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Allium,cernuum,NA,species,Roth,NA,NA,ICBN,NA,J. Luitjens,1965,NA,NA,NA,NA,NA,NA,J. Luitjens,504.39,NA,1965-07-09,1965,7,9,190,190,1965 Jul 09,"Canada, British Columbia",CA,Canada,British Columbia,NA,"Near Brittania Beach, Shannon Falls.",Soil patches on rocks near falls.,NA,NA,NA,NA,NA,NA,NA,Unknown,NA,David Rowswell,Verbatim from Collector/Sheet,NA,Biodiversity Squamish boundary is the northern section south to Porteau Cove PP Border,,c(-123.15, 49.666667),accepted,116364,Allium cernuum
1143978,NA,F04E19C6-2794-43E7-85BA-E9C3EF2642FA,PhysicalObject,NA,en,https://creativecommons.org/publicdomain/zero/1.0/,NA,PreservedSpecimen,NA,NA,NA,NA,NA,NA,NA,V150129,NA,Triteleia hyacinthina,Triteleia hyacinthina,Asparagaceae,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Triteleia,hyacinthina,NA,species,(Lindl.) Greene,NA,NA,ICBN,NA,I.K. Bury,1899,NA,NA,NA,NA,Vancouver High School.,NA,I.K. Bury,s.n.,NA,1899-07,1899,7,NA,182,182,1899 Jul,"Canada, British Columbia",CA,Canada,British Columbia,NA,Bowen Island.,Grassy bluffs.,NA,NA,NA,NA,NA,NA,NA,NAD27,NA,Caelin Rose McCarron,BC Geographical Names,NA,Biodiversity Squamish boundary is the northern section south to Porteau Cove PP Border,,c(-123.333333, 49.383333),accepted,57132,Triteleia hyacinthina
1144006,NA,4C9FCD94-101E-41D9-9F5F-645EE7A9CD8B,PhysicalObject,NA,en,https://creativecommons.org/publicdomain/zero/1.0/,NA,PreservedSpecimen,NA,NA,NA,NA,NA,NA,NA,V223485,NA,Triteleia hyacinthina,Triteleia hyacinthina,Asparagaceae,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Triteleia,hyacinthina,NA,species,(Lindl.) Greene,NA,NA,ICBN,NA,M.E.W. Frank,1965,NA,NA,NA,NA,Herbaceous perennial in a solitary colony of several hundred individuals.,NA,M.E.W. Frank,16,NA,1965-05,1965,5,NA,121,121,1965 late May,"Canada, British Columbia",CA,Canada,British Columbia,NA,"West Vancouver, Horseshoe Bay.",Moist humus accumulation on bluff.,NA,NA,NA,NA,NA,NA,NA,Unknown,NA,David Rowswell,Verbatim from Collector/Sheet,NA,Biodiversity Squamish boundary is the northern section south to Porteau Cove PP Border,,c(-123.266667, 49.366667),accepted,57132,Triteleia hyacinthina
