id,time_observed_at,observed_on,user_login,user_name,quality_grade,coordinates_obscured,image_url,positional_accuracy,scientific_name,common_name,captive,taxon_id,taxon_rank,latitude,longitude,private_latitude,private_longitude,phylum
5972207,2014-11-09,2014-11-09,judithofsquamish,judith holm,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/7463830/square.jpeg,85,Xylaria hypoxylon,Candlesnuff Fungus,false,55267,species,49.708624,-123.116784,,,Ascomycota
5972268,2014-11-23,2014-11-23,judithofsquamish,judith holm,needs_id,false,https://inaturalist-open-data.s3.amazonaws.com/photos/7463934/square.jpeg,85,Umbilicariaceae,"Rocktripes, Toadskin Lichens, and allies",false,59970,family,49.713987,-123.106135,,,Ascomycota
5972368,2014-11-23,2014-11-23,judithofsquamish,judith holm,needs_id,false,https://inaturalist-open-data.s3.amazonaws.com/photos/7464137/square.jpeg,,Peltigera aphthosa,freckled pelt lichen,false,119675,species,49.714444,-123.105555,,,Ascomycota
6017891,2015-05-24,2015-05-24,judithofsquamish,judith holm,needs_id,false,https://inaturalist-open-data.s3.amazonaws.com/photos/7530157/square.jpeg,42,Hypogymnia,Tube Lichens,false,117988,genus,49.669083,-123.128371,,,Ascomycota
6157588,2013-09-08,2013-09-08,judithofsquamish,judith holm,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/7720219/square.jpeg,86,Solorina crocea,Chocolate Chip Lichen,false,231135,species,49.855002,-123.035524,,,Ascomycota
6417401,2017-05-28T12:43:43-07:00,2017-05-28,ritaclare,Rita Clare,research,false,https://static.inaturalist.org/photos/8099684/square.jpg,,Scutellinia scutellata,Common Eyelash,false,49137,species,49.37037,-123.2553633333,,,Ascomycota
7552578,2017-08-18T18:40:55-07:00,2017-08-18,dodgyscallop,,needs_id,false,https://static.inaturalist.org/photos/9857870/square.jpg,,Cladonia rangiferina,gray reindeer lichen,false,119778,species,49.4427,-123.3379366667,,,Ascomycota
7552613,2017-08-18T19:08:26-07:00,2017-08-18,dodgyscallop,,needs_id,false,https://static.inaturalist.org/photos/9857907/square.jpg,,Cladonia,Pixie Cup Lichens,false,49490,genus,49.4433966667,-123.337105,,,Ascomycota
7552622,2017-08-18T19:11:23-07:00,2017-08-18,dodgyscallop,,needs_id,false,https://static.inaturalist.org/photos/9857930/square.jpg,,Lecanoromycetes,common lichens,false,54743,class,49.4436383333,-123.33687,,,Ascomycota
8301711,2017-10-07T13:54:01-07:00,2017-10-07,rainwalker,,research,false,https://static.inaturalist.org/photos/11018737/square.jpg,10,Hypomyces lactifluorum,lobster mushroom,false,48215,species,49.6721003205,-123.1588976273,,,Ascomycota
8461852,2014-06-28,2014-06-28,judithofsquamish,judith holm,needs_id,false,https://inaturalist-open-data.s3.amazonaws.com/photos/11279443/square.jpeg,85,Alectoria sarmentosa,Witch's Hair,false,126626,species,49.677421,-123.10951,,,Ascomycota
8462427,2014-06-28,2014-06-28,judithofsquamish,judith holm,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/11280277/square.jpeg,85,Cladonia cornuta,Bighorn Lichen,false,179035,species,49.673421,-123.12114,,,Ascomycota
8469795,2017-10-18T11:53:11-07:00,2017-10-18,keeganjd,Keegan Durovich,needs_id,false,https://inaturalist-open-data.s3.amazonaws.com/photos/11291596/square.jpg,0,Usnea,beard lichens,false,67747,genus,49.73178,-123.0979778333,,,Ascomycota
8582988,2017-10-23T12:32:59-07:00,2017-10-23,dodgyscallop,,needs_id,false,https://static.inaturalist.org/photos/11469402/square.jpg,,Cladonia,Pixie Cup Lichens,false,49490,genus,49.68285,-123.1539778333,,,Ascomycota
8583033,2017-10-23T12:31:22-07:00,2017-10-23,dodgyscallop,,needs_id,false,https://static.inaturalist.org/photos/11469493/square.jpg,,Cladonia,Pixie Cup Lichens,false,49490,genus,49.6828783333,-123.1544805,,,Ascomycota
8583063,2017-10-23T12:25:51-07:00,2017-10-23,dodgyscallop,,research,false,https://static.inaturalist.org/photos/11469588/square.jpg,,Cladonia macilenta,Lipstick Powderhorn,false,117950,species,49.6826033333,-123.1526195,,,Ascomycota
8583070,2017-10-23T12:24:04-07:00,2017-10-23,dodgyscallop,,research,false,https://static.inaturalist.org/photos/11469618/square.jpg,,Cladonia portentosa,Reindeer Lichen,false,119666,species,49.6834116667,-123.1533583333,,,Ascomycota
8583102,2017-10-23T10:48:19-07:00,2017-10-23,dodgyscallop,,needs_id,false,https://static.inaturalist.org/photos/11469711/square.jpg,,Cladoniaceae,spindles and structured lichens,false,49489,family,49.4229616667,-123.232125,,,Ascomycota
8583106,2017-10-23T10:48:27-07:00,2017-10-23,dodgyscallop,,needs_id,false,https://static.inaturalist.org/photos/11469719/square.jpg,,Cladonia,Pixie Cup Lichens,false,49490,genus,49.42297,-123.232095,,,Ascomycota
8583109,2017-10-23T10:47:48-07:00,2017-10-23,dodgyscallop,,needs_id,false,https://static.inaturalist.org/photos/11469724/square.jpg,,Cladonia furcata,many-forked cladonia,false,54607,species,49.4228633333,-123.2320116667,,,Ascomycota
8603166,2017-10-26T14:43:55-07:00,2017-10-26,edefreit,,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/11503832/square.jpeg,4128,Aleuria aurantia,orange peel fungus,false,48716,species,49.7694775434,-123.107101321,,,Ascomycota
8779064,2012-08-09T23:48:00-04:00,2012-08-09,mikeakresh,,needs_id,false,https://inaturalist-open-data.s3.amazonaws.com/photos/11783165/square.jpeg,1296,Parmeliaceae,shield lichens and allies,false,54321,family,49.9498392173,-123.0975580215,,,Ascomycota
8899112,2017-05-07,2017-05-07,judithofsquamish,judith holm,needs_id,false,https://inaturalist-open-data.s3.amazonaws.com/photos/11974938/square.jpeg,342,Alectoria sarmentosa,Witch's Hair,false,126626,species,49.81712,-123.159227,,,Ascomycota
8900627,2014-06-28,2014-06-28,judithofsquamish,judith holm,needs_id,false,https://inaturalist-open-data.s3.amazonaws.com/photos/11977602/square.jpeg,2755,Parmelioideae,typical shield lichens,false,1094690,subfamily,49.674382,-123.112106,,,Ascomycota
8944483,2017-10-29T17:13:00-07:00,2017-10-29,sea2skynaturebc,Vanessa,needs_id,false,https://inaturalist-open-data.s3.amazonaws.com/photos/12051674/square.jpeg,,Pyronemataceae,,false,48718,family,49.7222055556,-123.1330027778,,,Ascomycota
8954900,2017-11-24T12:12:23-08:00,2017-11-24,mrfish33,Mike,needs_id,false,https://inaturalist-open-data.s3.amazonaws.com/photos/12069426/square.jpeg,,Cladonia,Pixie Cup Lichens,false,49490,genus,49.7301292419,-123.1586914063,,,Ascomycota
9001017,2017-11-26T13:29:00-08:00,2017-11-26,squamishobserver,,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/12131998/square.jpg,244,Lobaria pulmonaria,Tree Lungwort,false,48711,species,49.7164884839,-123.1658363342,,,Ascomycota
9001053,2017-11-26T13:35:00-08:00,2017-11-26,squamishobserver,,needs_id,false,https://inaturalist-open-data.s3.amazonaws.com/photos/12132113/square.jpg,244,Hypogymnia,Tube Lichens,false,117988,genus,49.7159020764,-123.1654930115,,,Ascomycota
9439391,2018-01-01T15:36:58-08:00,2018-01-01,rainwalker,,needs_id,false,https://static.inaturalist.org/photos/12833744/square.jpg,77,Helvella,Elfin Saddles,false,49206,genus,49.3726864709,-123.2747885766,,,Ascomycota
9505581,2015-09-03,2015-09-03,elsemikkelsen,Else Mikkelsen,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/12953388/square.jpg,172,Rhytisma punctatum,Speckled Tar Spot,false,333838,species,49.409236,-123.462896,,,Ascomycota
9514730,2015-09-03,2015-09-03,elsemikkelsen,Else Mikkelsen,needs_id,false,https://inaturalist-open-data.s3.amazonaws.com/photos/12969349/square.jpg,345,Cladonia,Pixie Cup Lichens,false,49490,genus,49.408448,-123.457832,,,Ascomycota
9538706,2018-01-20T08:41:14-08:00,2018-01-20,sea2skynaturebc,Vanessa,needs_id,false,https://inaturalist-open-data.s3.amazonaws.com/photos/13011246/square.jpg,5,Usnea,beard lichens,false,67747,genus,49.7137966667,-123.1453638333,,,Ascomycota
9593018,2014-10-19,2014-10-19,hillanddale,,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/13086571/square.jpeg,85,Hypomyces lactifluorum,lobster mushroom,false,48215,species,49.785975,-123.108566,,,Ascomycota
9630295,2010-01-31,2010-01-31,hillanddale,,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/13147711/square.jpeg,171,Lobaria pulmonaria,Tree Lungwort,false,48711,species,49.791571,-123.130474,,,Ascomycota
9844046,2018-02-12,2018-02-12,judithofsquamish,judith holm,needs_id,false,https://inaturalist-open-data.s3.amazonaws.com/photos/13482992/square.jpeg,171,Cladonia,Pixie Cup Lichens,false,49490,genus,49.815325,-123.16294,,,Ascomycota
10279497,2015-04-04,2015-04-04,elsemikkelsen,Else Mikkelsen,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/14230708/square.jpg,691,Rhytisma punctatum,Speckled Tar Spot,false,333838,species,49.408156,-123.461266,,,Ascomycota
10404604,2018-03-24T14:03:55-07:00,2018-03-24,ecologycarly,,needs_id,false,https://static.inaturalist.org/photos/14448018/square.jpg,10,Cladonia portentosa,Reindeer Lichen,false,119666,species,49.33125,-123.2661966667,,,Ascomycota
10758820,2018-04-10,2018-04-10,hillanddale,,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/15042354/square.jpeg,,Verpa bohemica,wrinkled thimble morel,false,126131,species,49.730513,-123.134696,,,Ascomycota
11070295,2018-04-15T14:00:20-07:00,2018-04-15,gwenlh,Gwen L'Hirondelle,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/15622895/square.jpg,1394,Peltigera membranacea,membranous pelt lichen,false,117858,species,49.776325,-123.147068,,,Ascomycota
12402874,2018-05-12T16:45:00-07:00,2018-05-12,iamscientistsam,Sam Herniman,needs_id,false,https://inaturalist-open-data.s3.amazonaws.com/photos/17877509/square.jpg,10,Rhizocarpon,Map Lichens,false,117899,genus,49.330856069,-123.2619796136,,,Ascomycota
13627874,2018-02-10T12:36:38-08:00,2018-02-10,adam_808,Adam Jermakow,research,false,https://static.inaturalist.org/photos/20057907/square.jpeg,688,Icmadophila ericetorum,Candy Lichen,false,119695,species,49.7906356654,-123.1131865829,,,Ascomycota
13752948,2018-06-02,2018-06-02,jennburt,,research,false,https://static.inaturalist.org/photos/20272439/square.jpeg,100,Cladonia macilenta,Lipstick Powderhorn,false,117950,species,49.6303527778,-123.1140055556,,,Ascomycota
13785587,2018-04-17T11:01:18-07:00,2018-04-17,derekkillby,Derek Killby,needs_id,false,https://inaturalist-open-data.s3.amazonaws.com/photos/20329501/square.jpg,34,Lecanora,Rim Lichens,false,50252,genus,49.3732359237,-123.2886360088,,,Ascomycota
13792618,2018-04-09T11:03:37-07:00,2018-04-09,derekkillby,Derek Killby,needs_id,false,https://inaturalist-open-data.s3.amazonaws.com/photos/20341789/square.jpg,25,Cladonia chlorophaea,Cladonia chlorophaea Aggregate,false,1080564,complex,49.3732328257,-123.2896631403,,,Ascomycota
13802249,2018-04-09T11:16:33-07:00,2018-04-09,derekkillby,Derek Killby,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/20358484/square.jpg,22,Peltigera polydactylon,many-fruited pelt lichen,false,69728,species,49.3735881834,-123.2885391139,,,Ascomycota
13802747,2018-04-14T10:00:48-07:00,2018-04-14,derekkillby,Derek Killby,needs_id,false,https://inaturalist-open-data.s3.amazonaws.com/photos/20359269/square.jpg,96,Parmotrema,Ruffle Lichens,false,117867,genus,49.3737413166,-123.2883390199,,,Ascomycota
13803298,2018-03-10T09:17:23-08:00,2018-03-10,derekkillby,Derek Killby,needs_id,false,https://inaturalist-open-data.s3.amazonaws.com/photos/20360157/square.jpg,55,Hypogymnia,Tube Lichens,false,117988,genus,49.3734491116,-123.2886898177,,,Ascomycota
13896616,2018-06-27T15:24:18-07:00,2018-06-27,samthuja,Samantha Leigh,needs_id,false,https://inaturalist-open-data.s3.amazonaws.com/photos/20523956/square.jpeg,,Cladonia,Pixie Cup Lichens,false,49490,genus,49.706943512,-123.1444473267,,,Ascomycota
14005104,2018-06-17T11:13:00-07:00,2018-06-17,jharvey,,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/20715484/square.jpg,,Cladonia bellidiflora,Toy Soldiers,false,123391,species,49.6731083333,-123.122125,,,Ascomycota
14169462,2018-07-03,2018-07-03,judithofsquamish,judith holm,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/21006840/square.jpeg,343,Cladonia bellidiflora,Toy Soldiers,false,123391,species,49.759832,-123.046698,,,Ascomycota
14169544,2018-07-03,2018-07-03,judithofsquamish,judith holm,needs_id,false,https://inaturalist-open-data.s3.amazonaws.com/photos/21006962/square.jpeg,343,Cladonia,Pixie Cup Lichens,false,49490,genus,49.759832,-123.046698,,,Ascomycota
14191270,2018-07-08T11:16:22-07:00,2018-07-08,iamscientistsam,Sam Herniman,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/21045371/square.jpg,5,Sphaerophorus tuckermanii,Tuckerman's Coral Lichen,false,123231,species,49.4015932968,-123.2097900287,,,Ascomycota
14218963,2018-07-08,2018-07-08,judithofsquamish,judith holm,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/21094236/square.jpeg,686,Usnea longissima,Methuselah's Beard Lichen,false,122681,species,49.742759,-123.042207,,,Ascomycota
14331024,2018-07-10,2018-07-10,judithofsquamish,judith holm,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/21292019/square.jpeg,1371,Lobaria linita,Cabbage Lung Lichen,false,224041,species,49.901505,-123.295325,,,Ascomycota
14337714,2018-07-10,2018-07-10,judithofsquamish,judith holm,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/21303826/square.jpeg,2745,Peltigera leucophlebia,ruffled freckled pelt lichen,false,119676,species,49.902821,-123.282852,,,Ascomycota
14407172,2018-07-14T18:21:59-07:00,2018-07-14,zoedavis,Zoë Davis,needs_id,false,https://inaturalist-open-data.s3.amazonaws.com/photos/21431724/square.jpg,30,Lecanoromycetes,common lichens,false,54743,class,49.644817519,-123.2083996386,,,Ascomycota
14758969,2018-07-22T15:16:35-04:00,2018-07-22,samthuja,Samantha Leigh,needs_id,false,https://inaturalist-open-data.s3.amazonaws.com/photos/22019218/square.jpeg,2104,Rhizocarpon,Map Lichens,false,117899,genus,49.6482002715,-123.082000874,,,Ascomycota
14759045,2018-07-22T15:22:12-04:00,2018-07-22,samthuja,Samantha Leigh,needs_id,false,https://inaturalist-open-data.s3.amazonaws.com/photos/22019395/square.jpeg,,Cladonia,Pixie Cup Lichens,false,49490,genus,49.6447219849,-123.0802764893,,,Ascomycota
14759221,2018-07-22T16:30:52-04:00,2018-07-22,samthuja,Samantha Leigh,needs_id,false,https://inaturalist-open-data.s3.amazonaws.com/photos/22019752/square.jpeg,526,Rhizocarpon,Map Lichens,false,117899,genus,49.6472613731,-123.0784070492,,,Ascomycota
14839916,2017-10-08T14:37:22-04:00,2017-10-08,abrewster,,needs_id,false,https://inaturalist-open-data.s3.amazonaws.com/photos/22152368/square.jpg,5,Lobaria,Lung Lichens,false,48714,genus,49.672755,-123.13095,,,Ascomycota
14878772,2017-10-08T14:38:43-04:00,2017-10-08,abrewster,,needs_id,false,https://inaturalist-open-data.s3.amazonaws.com/photos/22208939/square.jpg,5,Cladonia floerkeana,Gritty British soldiers lichen,false,217100,species,49.6729283333,-123.1308971667,,,Ascomycota
15203051,2018-07-30T18:34:00-04:00,2018-07-30,cindydarnell,Cynthia Darnell,needs_id,true,https://static.inaturalist.org/photos/22741616/square.jpg,45,Cladonia,Pixie Cup Lichens,false,49490,genus,49.7291656215,-123.1827134858,,,Ascomycota
15203052,2018-07-30T18:35:00-04:00,2018-07-30,cindydarnell,Cynthia Darnell,research,true,https://static.inaturalist.org/photos/22741637/square.jpg,45,Sphaerophorus tuckermanii,Tuckerman's Coral Lichen,false,123231,species,49.6077290495,-123.0395932278,,,Ascomycota
15794545,2018-08-21T13:48:53-07:00,2018-08-21,alexc243,Alex,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/23604846/square.jpeg,526,Cladonia rangiferina,gray reindeer lichen,false,119778,species,49.3989820901,-123.4662323445,,,Ascomycota
15850187,2018-08-16T00:37:00-04:00,2018-08-16,billikrochuk,Billi Krochuk,needs_id,false,https://inaturalist-open-data.s3.amazonaws.com/photos/23696845/square.jpeg,316,Cladonia,Pixie Cup Lichens,false,49490,genus,49.944080399,-123.0571623726,,,Ascomycota
15897902,2018-08-25T18:56:32-07:00,2018-08-25,sfitzgerald86,,needs_id,false,https://inaturalist-open-data.s3.amazonaws.com/photos/23774163/square.jpg,5,Parmeliaceae,shield lichens and allies,false,54321,family,49.3309841445,-123.2665128821,,,Ascomycota
15977532,2018-08-26T17:03:29-07:00,2018-08-26,iamscientistsam,Sam Herniman,needs_id,false,https://inaturalist-open-data.s3.amazonaws.com/photos/23918705/square.jpg,5,Cladonia,Pixie Cup Lichens,false,49490,genus,49.90282021,-123.3270646726,,,Ascomycota
15977580,2018-08-26T17:49:11-07:00,2018-08-26,iamscientistsam,Sam Herniman,needs_id,false,https://inaturalist-open-data.s3.amazonaws.com/photos/23918772/square.jpg,10,Lobaria,Lung Lichens,false,48714,genus,49.8983030348,-123.3255804052,,,Ascomycota
16150996,2018-09-01T09:42:04-07:00,2018-09-01,mgedmonds,Maddie Edmonds,needs_id,true,https://inaturalist-open-data.s3.amazonaws.com/photos/24209944/square.jpg,3315,Rhizocarpon,Map Lichens,false,117899,genus,49.9362144689,-123.1256724463,,,Ascomycota
16151058,2018-09-01T09:47:24-07:00,2018-09-01,mgedmonds,Maddie Edmonds,needs_id,true,https://inaturalist-open-data.s3.amazonaws.com/photos/24210131/square.jpg,5122,Lecanoromycetes,common lichens,false,54743,class,49.8795678732,-123.1093608352,,,Ascomycota
16159610,2018-08-31T15:26:00-07:00,2018-08-31,johndreynolds,John D Reynolds,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/24224185/square.jpg,,Cladonia rangiferina,gray reindeer lichen,false,119778,species,49.6727783333,-123.13038,,,Ascomycota
16178413,2018-09-03T11:22:09-07:00,2018-09-03,benkeen,Ben Keen,needs_id,false,https://inaturalist-open-data.s3.amazonaws.com/photos/24262002/square.jpg,5,Cladonia portentosa,Reindeer Lichen,false,119666,species,49.3385895063,-123.4298778513,,,Ascomycota
16183981,2018-09-03T15:03:56-07:00,2018-09-03,rainerotte,,research,false,https://static.inaturalist.org/photos/24272366/square.jpg,65,Rhizocarpon geographicum,yellow map lichen,false,119888,species,49.6710560252,-123.1306393067,,,Ascomycota
16184255,2018-09-03T15:17:21-07:00,2018-09-03,rainerotte,,needs_id,false,https://static.inaturalist.org/photos/24273332/square.jpg,8,Cladonia rangiferina,gray reindeer lichen,false,119778,species,49.6761226502,-123.1108776565,,,Ascomycota
16367178,2018-09-07,2018-09-07,judithofsquamish,judith holm,needs_id,false,https://inaturalist-open-data.s3.amazonaws.com/photos/24607646/square.jpeg,42,Usnea,beard lichens,false,67747,genus,49.694383,-123.165846,,,Ascomycota
16369752,2018-09-09T13:10:29-07:00,2018-09-09,benkeen,Ben Keen,needs_id,false,https://inaturalist-open-data.s3.amazonaws.com/photos/24612298/square.jpg,5,Cladonia,Pixie Cup Lichens,false,49490,genus,49.398456621,-123.35319886,,,Ascomycota
16514860,2018-09-04T13:57:00-07:00,2018-09-04,r_r_r_,,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/24856876/square.jpeg,8,Umbilicaria phaea,Emery Rocktripe Lichen,false,125055,species,49.6702333333,-123.1297388889,,,Ascomycota
16514862,2018-09-04T14:00:00-07:00,2018-09-04,r_r_r_,,needs_id,false,https://inaturalist-open-data.s3.amazonaws.com/photos/24856971/square.jpeg,25,Rhizocarpon,Map Lichens,false,117899,genus,49.6701831575,-123.1296072795,,,Ascomycota
16514865,2018-09-04T14:08:00-07:00,2018-09-04,r_r_r_,,needs_id,false,https://inaturalist-open-data.s3.amazonaws.com/photos/24857101/square.jpeg,5,Hypogymnia,Tube Lichens,false,117988,genus,49.6701694444,-123.1298611111,,,Ascomycota
16514867,2018-09-04T14:10:00-07:00,2018-09-04,r_r_r_,,needs_id,false,https://inaturalist-open-data.s3.amazonaws.com/photos/24857224/square.jpeg,24,Parmelioideae,typical shield lichens,false,1094690,subfamily,49.67035,-123.13005,,,Ascomycota
16514868,2018-09-04T14:12:00-07:00,2018-09-04,r_r_r_,,needs_id,false,https://inaturalist-open-data.s3.amazonaws.com/photos/24857239/square.jpeg,32,Parmeliaceae,shield lichens and allies,false,54321,family,49.670825,-123.1303722222,,,Ascomycota
16514869,2018-09-04T14:14:00-07:00,2018-09-04,r_r_r_,,needs_id,false,https://inaturalist-open-data.s3.amazonaws.com/photos/24857253/square.jpeg,6,Hypogymnia,Tube Lichens,false,117988,genus,49.6709777778,-123.1303861111,,,Ascomycota
16514870,2018-09-04T14:28:00-07:00,2018-09-04,r_r_r_,,needs_id,false,https://inaturalist-open-data.s3.amazonaws.com/photos/24857295/square.jpeg,6,Lobaria,Lung Lichens,false,48714,genus,49.670025,-123.1288,,,Ascomycota
16514871,2018-09-04T14:36:00-07:00,2018-09-04,r_r_r_,,needs_id,false,https://inaturalist-open-data.s3.amazonaws.com/photos/24857340/square.jpeg,32,Parmeliaceae,shield lichens and allies,false,54321,family,49.6680527778,-123.1289833333,,,Ascomycota
16514872,2018-09-04T14:28:00-07:00,2018-09-04,r_r_r_,,needs_id,false,https://inaturalist-open-data.s3.amazonaws.com/photos/24857410/square.jpeg,8,Rhizocarpon,Map Lichens,false,117899,genus,49.6700277778,-123.1288444444,,,Ascomycota
16564505,2018-09-15T11:29:48-07:00,2018-09-15,benkeen,Ben Keen,needs_id,false,https://inaturalist-open-data.s3.amazonaws.com/photos/24945458/square.jpg,5,Cladonia portentosa,Reindeer Lichen,false,119666,species,49.3779073796,-123.3257538268,,,Ascomycota
16568467,2018-09-15T14:58:10-07:00,2018-09-15,benkeen,Ben Keen,needs_id,false,https://inaturalist-open-data.s3.amazonaws.com/photos/24952814/square.jpg,10,Cladonia,Pixie Cup Lichens,false,49490,genus,49.4085175032,-123.3628822212,,,Ascomycota
16605271,2018-09-16T13:00:53-07:00,2018-09-16,benkeen,Ben Keen,needs_id,false,https://inaturalist-open-data.s3.amazonaws.com/photos/25019493/square.jpg,5,Cladonia,Pixie Cup Lichens,false,49490,genus,49.3511163863,-123.3931150754,,,Ascomycota
16646985,2016-10-18,2016-10-18,judithofsquamish,judith holm,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/25096959/square.jpeg,171,Graphis scripta,Common Script Lichen,false,117987,species,49.711929,-123.114308,,,Ascomycota
16647127,2018-09-17,2018-09-17,judithofsquamish,judith holm,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/25097336/square.jpeg,21,Graphis scripta,Common Script Lichen,false,117987,species,49.702382,-123.133184,,,Ascomycota
16719584,2018-09-20T08:55:52-07:00,2018-09-20,benkeen,Ben Keen,needs_id,false,https://inaturalist-open-data.s3.amazonaws.com/photos/25226705/square.jpg,10,Flavoparmelia caperata,common greenshield lichen,false,117943,species,49.3974721665,-123.3603857552,,,Ascomycota
16736263,2018-09-20T18:06:43-07:00,2018-09-20,benkeen,Ben Keen,needs_id,false,https://inaturalist-open-data.s3.amazonaws.com/photos/25256244/square.jpg,10,Peltigera membranacea,membranous pelt lichen,false,117858,species,49.3897639169,-123.3514985071,,,Ascomycota
16852447,2018-09-23T14:19:51-07:00,2018-09-23,benkeen,Ben Keen,needs_id,false,https://inaturalist-open-data.s3.amazonaws.com/photos/25448230/square.jpg,5,Xylaria hypoxylon,Candlesnuff Fungus,false,55267,species,49.3883373589,-123.3675545455,,,Ascomycota
16875201,2018-09-24T10:28:26-07:00,2018-09-24,keeganjd,Keegan Durovich,research,false,https://inaturalist-open-data.s3.amazonaws.com/photos/25488183/square.jpg,5,Cladonia bellidiflora,Toy Soldiers,false,123391,species,49.3768383936,-123.3902535775,,,Ascomycota
16875244,2018-09-24T10:29:39-07:00,2018-09-24,keeganjd,Keegan Durovich,needs_id,false,https://inaturalist-open-data.s3.amazonaws.com/photos/25488252/square.jpg,10,Lecanoromycetidae,"shield lichens, sunburst lichens, rosette lichens, and allies",false,952186,subclass,49.3766987091,-123.3899896314,,,Ascomycota
16875386,2018-09-24T10:35:05-07:00,2018-09-24,keeganjd,Keegan Durovich,needs_id,false,https://inaturalist-open-data.s3.amazonaws.com/photos/25488537/square.jpg,5,Usnea glabrescens,Spotted Beard Lichen,false,233313,species,49.3795347261,-123.3884774522,,,Ascomycota
